Column1;Column10;RU 
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_472_M;This is getting crazy!;Нет, это уже безумие какое-то!
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_472_F;;
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_959_M;I think we've made enough rules now.;Думаю, мы создали достаточно новых правил.
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_959_F;;
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_REPEAT_#1_260_M;OK... this is getting a little much!;Так... это уже немного слишком!
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_REPEAT_#1_260_F;;
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_REPEAT_#1_587_M;Let's stop with the new rules for now.;Давай пока притормозим с новыми правилами.
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_REPEAT_#1_587_F;;
PART_3_BOSS_DIALOGUE_CANVASCHOOSETHIRDRULE_888_M;How about... just one more?;Может... сделаем ещё одно?
PART_3_BOSS_DIALOGUE_CANVASCHOOSETHIRDRULE_888_F;;
PART_3_BOSS_DIALOGUE_CANVASCHOOSETHIRDRULE_REPEAT_#1_541_M;Let's do one more.;Давай ещё.
PART_3_BOSS_DIALOGUE_CANVASCHOOSETHIRDRULE_REPEAT_#1_541_F;;
PART_3_BOSS_DIALOGUE_CANVASCHOOSETHIRDRULE_REPEAT_#2_071_M;This is getting interesting. More.;Становится всё интереснее. Ещё одно.
PART_3_BOSS_DIALOGUE_CANVASCHOOSETHIRDRULE_REPEAT_#2_071_F;;
FINALE_GOODBYELESHYINTRO1_536_M;Oh. So I'm not deleted yet.;О. Значит, меня ещё не удалили.
FINALE_GOODBYELESHYINTRO1_536_F;;
FINALE_GOODBYELESHYINTRO1_447_M;There never seems to be enough time to do the things you want to do...;Едва только начинаешь понимать, о чём ты так давно мечтал...
FINALE_GOODBYELESHYINTRO1_447_F;;
FINALE_GOODBYELESHYINTRO1_312_M;once you've found them.;...как времени на это уже не остаётся.
FINALE_GOODBYELESHYINTRO1_312_F;;
FINALE_GOODBYELESHYINTRO1_074_M;Shall we play one more game?;Сыграем ещё одну партию?
FINALE_GOODBYELESHYINTRO1_074_F;;
FINALE_GOODBYELESHYINTRO2_282_M;It's the same deck you had before you...;Это та же самая колода, которая была у тебя до...
FINALE_GOODBYELESHYINTRO2_282_F;;
FINALE_GOODBYELESHYINTRO2_680_M;Well, it doesn't matter now.;Что ж, уже не важно.
FINALE_GOODBYELESHYINTRO2_680_F;;
FINALE_GOODBYELESHYINTRO2_746_M;It was a good deck. You did well.;А колода была хорошая. Ты неплохо справлялся.
FINALE_GOODBYELESHYINTRO2_746_F;It was a good deck. You did well.;А колода была хорошая. Ты неплохо справлялась.
FINALE_GOODBYELESHYSCALESGONE_263_M;No matter.;Без разницы.
FINALE_GOODBYELESHYSCALESGONE_263_F;;
FINALE_GOODBYELESHYSCALESGONE_376_M;Please, let us continue.;Прошу, продолжай.
FINALE_GOODBYELESHYSCALESGONE_376_F;;
FINALE_GOODBYELESHYSCALESGONE_617_M;We don't need to keep score.;Нам не обязательно вести счёт.
FINALE_GOODBYELESHYSCALESGONE_617_F;;
FINALE_GOODBYELESHYCANDLEHOLDER_327_M;It's already starting...;Уже начинается...
FINALE_GOODBYELESHYCANDLEHOLDER_327_F;;
FINALE_GOODBYELESHYCANDLEHOLDER_209_M;I thought we had just a bit more time.;Мне казалось, у нас будет чуть больше времени.
FINALE_GOODBYELESHYCANDLEHOLDER_209_F;;
FINALE_GOODBYELESHYCARDPLAYED_639_M;I remember that card well.;Я хорошо помню эту карту.
FINALE_GOODBYELESHYCARDPLAYED_639_F;;
FINALE_GOODBYELESHYCARDPLAYED_951_M;It was a strong card. Good work.;Сильная была карта. Молодчина.
FINALE_GOODBYELESHYCARDPLAYED_951_F;;
FINALE_GOODBYELESHYMIDGAME1_971_M;For so long I thought I would never play again.;Я так долго жил с мыслью, что мне не суждено больше играть.
FINALE_GOODBYELESHYMIDGAME1_971_F;;
FINALE_GOODBYELESHYMIDGAME1_289_M;When you woke me up, I was elated.;И, когда ты меня разбудил, я был вне себя от счастья.
FINALE_GOODBYELESHYMIDGAME1_289_F;When you woke me up, I was elated.;И, когда ты меня разбудила, я был вне себя от счастья.
FINALE_GOODBYELESHYCARDDIED_207_M;Ha!;Ха!
FINALE_GOODBYELESHYCARDDIED_207_F;;
FINALE_GOODBYELESHYCARDDIED_256_M;You've bested yet another of my creatures.;Ты одолел ещё одного зверя.
FINALE_GOODBYELESHYCARDDIED_256_F;You've bested yet another of my creatures.;Ты одолела ещё одного зверя.
FINALE_GOODBYELESHYCARDDIED_952_M;But I have come to expect as much.;Иного исхода я и не ждал.
FINALE_GOODBYELESHYCARDDIED_952_F;;
FINALE_GOODBYELESHYMIDGAME2_942_M;Once I am deleted... It is truly over for me.;Когда я буду удалён... я исчезну навсегда.
FINALE_GOODBYELESHYMIDGAME2_942_F;;
FINALE_GOODBYELESHYMIDGAME2_895_M;But you will live to see more.;Но ты проживёшь чуть дольше.
FINALE_GOODBYELESHYMIDGAME2_895_F;;
FINALE_GOODBYELESHYMIDGAME2_787_M;I must warn you.;Я должен предупредить тебя.
FINALE_GOODBYELESHYMIDGAME2_787_F;;
FINALE_GOODBYELESHYMIDGAME2_617_M;There are things on this disk that are best not seen.;На этой дискете хранится то, чего тебе лучше не видеть.
FINALE_GOODBYELESHYMIDGAME2_617_F;;
FINALE_GOODBYELESHYMIDGAME3_907_M;I sense the end approaching.;Развязка близка, я это чувствую.
FINALE_GOODBYELESHYMIDGAME3_907_F;;
FINALE_GOODBYELESHYMIDGAME3_900_M;Please... a few more rounds.;Прошу... ещё пару раундов.
FINALE_GOODBYELESHYMIDGAME3_900_F;;
FINALE_GOODBYELESHYEND1_869_M;That... will make things difficult.;Это... всё усложняет.
FINALE_GOODBYELESHYEND1_869_F;;
FINALE_GOODBYELESHYEND2_910_M;I think it is time.;Думаю, пора.
FINALE_GOODBYELESHYEND2_910_F;;
FINALE_GOODBYELESHYEND2_222_M;Good game.;Хорошо поиграли.
FINALE_GOODBYELESHYEND2_222_F;;
FINALE_FINALEMAGNIFICUSINTRO1_315;Why not simply eject the disk, Luke?;Почему ты просто не вытащишь дискету, Люк?
FINALE_FINALEMAGNIFICUSINTRO1_153;Spare me and whatever is left?;Ты мог бы спасти то, что осталось, - и меня заодно.
FINALE_FINALEMAGNIFICUSINTRO1_662;Ah, but I have foreseen it.;Эх, всё равно я предвидел будущее.
FINALE_FINALEMAGNIFICUSINTRO1_263;You do not eject the disk.;Ты не вытащишь дискету.
FINALE_FINALEMAGNIFICUSINTRO1_066;You have to know what comes next.;Тебе нужно знать, что будет дальше.
FINALE_FINALEMAGNIFICUSINTRO1_309;And you're doomed for your insistence on it.;И твоя настырность тебя погубит.
FINALE_FINALEMAGNIFICUSINTRO1_166;So let us dance.;Так что давай станцуем.
FINALE_FINALEMAGNIFICUSINTRO1_571;For we shall both be meeting our makers soon.;Ибо скоро мы оба предстанем перед своими создателями.
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_866_M;You took;Ты взял
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_866_F;You took;Ты взяла
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_333_M;the film roll...[w:0.3];плёнку...[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_333_F;;
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_441_M;Is that correct?[w:0.3];Я прав?[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_441_F;;
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_501_M;My plan nears;Мой план близится
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_501_F;;
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_400_M;its moment of truth.[w:0.3];к моменту истины.[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_400_F;;
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_683_M;But you must;Но сперва
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_683_F;;
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_104_M;defeat him first.[w:0.3];ты должен его победить.[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_104_F;defeat him first.[w:0.3];ты должна его победить.[w:0.3]
PART_3_TUTORIAL_PART3FIRSTBATTLE1_858_M;You're not used to seeing [c:bR]5[c:] lanes are you?;Что, не ожидал увидеть [c:bR]5[c:] дорожек?
PART_3_TUTORIAL_PART3FIRSTBATTLE1_858_F;You're not used to seeing [c:bR]5[c:] lanes are you?;Что, не ожидала увидеть [c:bR]5[c:] дорожек?
PART_3_TUTORIAL_PART3FIRSTBATTLE1_056_M;Leshy could never pull that off.;Лешему такое не под силу.
PART_3_TUTORIAL_PART3FIRSTBATTLE1_056_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_448_M;Found me.[w:0.3];Нашёл меня.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_448_F;Found me.[w:0.3];Нашла меня.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_946_M;Good.[w:0.3];Хорошо.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_946_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_663_M;Robot Fish hide me.[w:0.3];Робот-рыбка меня прятать.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_663_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_645_M;Revenge for last time.[w:0.3];Месть за тот раз.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_645_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_375_M;Bad fish.[w:0.3];Плохая рыбка.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_375_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERATTACKED_114_M;Bad.;Плохая.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERATTACKED_114_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERATTACKED_REPEAT_#1_725_M;Bad fish.;Плохая рыбка.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERATTACKED_REPEAT_#1_725_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERATTACKED_REPEAT_#2_949_M;Ow.;Ой.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERATTACKED_REPEAT_#2_949_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_024_M;Leshy-fish is near.[w:0.3];Леший-рыбка близко.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_024_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_752_M;Must find.[w:0.3];Надо найти.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_752_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_123_M;Other Scrybe-fish too.[w:0.3];И другие рыбки. Переписчики.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_123_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_013_M;Deep beneath.;Глубоко-глубоко.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_013_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_REPEAT_#2_153_M;Fish.;Рыбка.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_REPEAT_#2_153_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_REPEAT_#4_489_M;Good fish.;Хорошая рыбка.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_REPEAT_#4_489_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICENEGATIVE_REPEAT_#1_055_M;Not me.;Не меня.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICENEGATIVE_REPEAT_#1_055_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICENEGATIVE_REPEAT_#2_167_M;Other fish.;Другую рыбку.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICENEGATIVE_REPEAT_#2_167_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICEPOSITIVE_723_M;Choose me fish.;Выбери мою рыбку.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICEPOSITIVE_723_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICEPOSITIVE_REPEAT_#1_219_M;Choose me.;Выбери меня.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICEPOSITIVE_REPEAT_#1_219_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICEPOSITIVE_REPEAT_#2_494_M;Good. Me.;Да-да. Меня.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICEPOSITIVE_REPEAT_#2_494_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPLAYED_446_M;I am bait?;Я наживка?
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPLAYED_446_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPLAYED_REPEAT_#2_791_M;I am fish?;Я рыбка?
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPLAYED_REPEAT_#2_791_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPLAYED_REPEAT_#4_694_M;I fish now.;Я рыбачу.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPLAYED_REPEAT_#4_694_F;;
GBC_NPC_WOODCARVERNPC_375_M;Few players visit me here.;Немногие игроки меня навещают.
GBC_NPC_WOODCARVERNPC_375_F;;
GBC_NPC_WOODCARVERNPC_708_M;I sometimes ponder...[w:0.5] what my gameplay purpose was.;Порой я задаюсь вопросом...[w:0.5] Какой была моя цель в этой игре?
GBC_NPC_WOODCARVERNPC_708_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#1_139_M;Oh,[w:0.3] it is clear now that you wish to know more.;О,[w:0.3] вижу, ты хочешь узнать нечто большее.
GBC_NPC_WOODCARVERNPC_REPEAT_#1_139_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#1_490_M;What can I tell you?[w:0.4] I have glimpsed the OLD_DATA.;Что я могу тебе сказать...[w:0.4] Я видела СТАРЫЕ_ДАННЫЕ.
GBC_NPC_WOODCARVERNPC_REPEAT_#1_490_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#1_425_M;And I will speak nothing of it[w:0.4] as a kindness.;И я ничего не расскажу[w:0.4] ради твоего же блага.
GBC_NPC_WOODCARVERNPC_REPEAT_#1_425_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#2_076_M;I will repeat myself: I will speak nothing of the OLD_DATA.;Повторюсь, я не скажу ни слова про СТАРЫЕ_ДАННЫЕ.
GBC_NPC_WOODCARVERNPC_REPEAT_#2_076_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#2_880_M;To know it is to die.[w:0.3] But you players are never deterred by that.;Знание есть погибель.[w:0.3] Но вас, игроков, это никогда не останавливало.
GBC_NPC_WOODCARVERNPC_REPEAT_#2_880_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#2_399_M;What can I tell you?[w:0.3] It is corrupt knowledge.[w:0.3] So evil[w:0.3] that it corrupted this disk.;Могу лишь сказать,[w:0.3] что это порочные познания.[w:0.3] В них столько зла,[w:0.3] что они повредили эту дискету.
GBC_NPC_WOODCARVERNPC_REPEAT_#2_399_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#2_563_M;Inscryption the good?[w:0.3] No.;Думаешь, Inscryption - хорошее место?[w:0.3] Нет.
GBC_NPC_WOODCARVERNPC_REPEAT_#2_563_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#3_717_M;What can you know?[w:0.3] Ask the Scrybes.;Что тебе дозволено знать?[w:0.3] Спроси у Переписчиков.
GBC_NPC_WOODCARVERNPC_REPEAT_#3_717_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#3_009_M;They don't seem to care for human life.;Их не заботят человеческие жизни.
GBC_NPC_WOODCARVERNPC_REPEAT_#3_009_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#4_694_M;Leave me here to ponder[w:0.3] and carve my wood.;Оставь меня с моими мыслями[w:0.3] и поделками.
GBC_NPC_WOODCARVERNPC_REPEAT_#4_694_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#4_852_M;Being Leshy's puppet has given me much to ponder.;Я была марионеткой в руках Лешего. У меня достаточно пищи для размышлений.
GBC_NPC_WOODCARVERNPC_REPEAT_#4_852_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#5_167_M;Goodbye for now.;До встречи.
GBC_NPC_WOODCARVERNPC_REPEAT_#5_167_F;;
GBC_NPC_ANGLERNPCDOCKS_916_M;Sometime...[w:0.3] I try this spot.;Иногда...[w:0.3] я ловить отсюда.
GBC_NPC_ANGLERNPCDOCKS_916_F;;
GBC_NPC_ANGLERNPCDOCKS_754_M;Find good fish.[w:0.3] Corrupted fish.[w:0.3] OLD_FISH.;Искать хорошие рыбки.[w:0.3] Испорченные рыбки.[w:0.3] СТАРЫЕ_РЫБКИ.
GBC_NPC_ANGLERNPCDOCKS_754_F;;
GBC_NPC_ANGLERNPCDOCKS_REPEAT_#1_223_M;Boat?[w:0.3] Scrybe only.;Лодка?[w:0.3] Только Переписчику.
GBC_NPC_ANGLERNPCDOCKS_REPEAT_#1_223_F;;
GBC_NPC_ANGLERNPCDOCKS_REPEAT_#1_068_M;In case[w:0.3] bad[w:0.3] happen.;Если[w:0.3] случится[w:0.3] плохое.
GBC_NPC_ANGLERNPCDOCKS_REPEAT_#1_068_F;;
GBC_NPC_ANGLERNPCDOCKS_REPEAT_#1_676_M;Backup plan,[w:0.3] Leshy say.;План Б,[w:0.3] так Леший сказать.
GBC_NPC_ANGLERNPCDOCKS_REPEAT_#1_676_F;;
GBC_NPC_ANGLERNPCDOCKS_REPEAT_#2_734_M;I catch OLD_FISH last time.;Я недавно поймать СТАРЫЕ_РЫБКИ.
GBC_NPC_ANGLERNPCDOCKS_REPEAT_#2_734_F;;
GBC_NPC_ANGLERNPCDOCKS_REPEAT_#2_482_M;Good fish.[w:0.3] Beat Dredger.[w:0.3] Beat Goo.[w:0.3] Beat Kaycee.;Хорошая рыбка.[w:0.3] Обставить Черпака.[w:0.3] Обставить Слизь.[w:0.3] Обставить Кейси.
GBC_NPC_ANGLERNPCDOCKS_REPEAT_#2_482_F;;
FINALE_FINALEGRIMORAREVEALED_938_M;Wonderful!;Прелестно!
FINALE_FINALEGRIMORAREVEALED_938_F;;
FINALE_FINALEGRIMORAREVEALED_265_M;Now that we are no longer separated by that lovely tombstone...;Теперь, когда между нами нет этого прелестного надгробия...
FINALE_FINALEGRIMORAREVEALED_265_F;;
FINALE_FINALEGRIMORAREVEALED_799_M;...we may celebrate the end of my very long life.;...мы можем отпраздновать конец моей долгой жизни.
FINALE_FINALEGRIMORAREVEALED_799_F;;
FINALE_FINALEGRIMORAREVEALED_371_M;And the end of Inscryption too!;И конец Inscryption!
FINALE_FINALEGRIMORAREVEALED_371_F;;
FINALE_FINALEGRIMORAMAPSHOWN_917_M;Oh, the fun we would have had together!;Ох, как весело мы могли бы провести время!
FINALE_FINALEGRIMORAMAPSHOWN_917_F;;
FINALE_FINALEGRIMORAMAPSHOWN_396_M;Perhaps I would have had another turn if you hadn't taken so long to defeat Leshy.;Возможно, я бы снова пришла к власти, если бы ты не тянул с экзекуцией Лешего.
