Column1;Column10;CH S 
PART_3_MAP_P03CHECKSECURITYCAMS2_433_F;;
PART_3_MAP_P03CHECKSECURITYCAMS2_994_M;Go check it out right now.;赶紧去检查看看吧。
PART_3_MAP_P03CHECKSECURITYCAMS2_994_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_823_M;The name's [c:bR][v:0][c:].;我名叫[c:bR][v:0][c:]。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_823_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_789_M;And I'll be takin' that scalp o' yours.;你的小命就由我收下了。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_789_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_996_M;Nothing personal, kid.;受命行事而已，不是针对你，小鬼。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_996_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED1_672_M;Thought ye'd seen the last o' [c:bR][v:0][c:], did ya?;你以为你见识过[c:bR][v:0][c:]的杀手锏了，是吧？
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED1_672_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED1_111_M;Think again!;你可想错了！
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED1_111_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED1_539_M;I'll be takin' that scalp another day.;我下回再取你的小命。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED1_539_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED1_883_M;Y'ain't seen the last o' [c:bR][v:0][c:]!;你才没见过[c:bR][v:0][c:]真正的实力！
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED1_883_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS1_986_M;That scalp o' yours fetched me a pretty penny last time.;上回抓你的赏金可让我大赚了一笔。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS1_986_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS1_569_M;But [c:bR][v:0][c:] is always up fer a rematch!;但[c:bR][v:0][c:]永远接受再战！
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS1_569_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED1_218_M;Couldn't catch [c:bR][v:0][c:] last time!;上回就让[c:bR][v:0][c:]给跑了！
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED1_218_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED1_197_M;This time I'll be sure to catch yer scalp.;这回我非揪住你的脑袋不可。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED1_197_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET2_070_M;Oh honey, don't cry.;小可怜，别哭。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET2_070_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET2_820_M;I'm [c:bR][v:0][c:]. I'll make it swift.;我是[c:bR][v:0][c:]。我一定动作麻利，给你个痛快。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET2_820_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED2_049_M;Ouch. It's alright, darling.;哎哟。没事的，小家伙。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED2_049_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED2_011_M;Remember the name [c:bR][v:0][c:]. I'll be back.;记住我的名字[c:bR][v:0][c:]，后会有期。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED2_011_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS2_519_M;Oh honey, I hope it isn't too painful.;乖乖，没伤到你痛处吧。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS2_519_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS2_847_M;But I've just got to kill you again.;不过我现在还得再杀你一次。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS2_847_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED2_064_M;Did you remember the name, darling?;还记得我的名字吧，小东西？
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED2_064_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED2_195_M;It's [c:bR][v:0][c:], and I'm far from dead.;是[c:bR][v:0][c:]啊，我还没死翘翘呢。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED2_195_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED2_987_M;Honey, you let me off easy last time.;乖乖，上次你放我一马，让我死里逃生。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED2_987_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED2_890_M;You'll come to see that was a mistake.;现在你后悔也来不及了。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED2_890_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_372_M;[c:bR][v:0][c:] reporting for duty.;[c:bR][v:0][c:]前来报到。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_372_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_646_M;My mission? Eliminate target. Collect bounty.;我的任务？无非是除掉目标，挣点赏金。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_646_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_348_M;After that? Maybe start a small business.;然后？可能做点小生意。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_348_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_858_M;A bed and breakfast... something nice.;开个民宿，管吃管住……就不错了。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_858_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_675_M;Settle down. Find a partner. Manufacture some children.;安顿下来，结个婚，再生几个小孩。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_675_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_233_M;Grow old. Pass the business on to my children.;等我一把老骨头了，就让孩子继承家业。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_233_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_395_M;Rust away content with my life's work, surrounded by family.;我呢，安度晚年，共享天伦之乐。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_395_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_387_M;But first... Eliminate target.;但当务之急……是除掉目标。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_387_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED3_333_M;There's still hope for [c:bR][v:0][c:].;[c:bR][v:0][c:]还有希望。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED3_333_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED3_641_M;I can... still find happiness.;我还能……找到幸福。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED3_641_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_005_M;Did you think I had perished?;你以为我已经一命呜呼了？
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_005_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_968_M;[c:bR][v:0][c:] reporting back in for duty.;[c:bR][v:0][c:]返岗报到。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_968_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_049_M;My mission? Well you know that now.;我的任务？现在明白了吧。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_049_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_228_M;I collected your bounty last time... yes.;上次是我领了抓你的悬赏，没错。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_228_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_798_M;But it wasn't nearly enough to start a bed and breakfast!;但也不足够让我做起民宿生意！
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_798_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_872_M;My mission: Eliminate target again. Collect bounty again.;我的任务：再除目标，再挣赏金。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_872_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_546_M;Repeat... until I can put down a payment on that cottage.;如此循环往复……直到我挣够钱买下那间小木屋。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_546_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED3_650_M;I will... tell my future children of this moment.;我会……把这一刻告诉我的孩子。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED3_650_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED3_208_M;We will laugh together about it one day.;日后我们定会将此事付之一笑。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED3_208_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET4_325_M;[c:bR][v:0][c:] here.;我是[c:bR][v:0][c:]。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET4_325_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET4_966_M;Let's get down to business.;该干正事了。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET4_966_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED4_030_M;[c:bR][v:0][c:] back again.;还是我，[c:bR][v:0][c:]。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED4_030_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED4_596_M;Shouldn't have let me off easy last time.;你上次就不该让我轻易逃脱。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED4_596_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED4_869_M;The injuries you dealt me were easily repaired.;那点皮外伤很快就好了。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED4_869_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS4_592_M;An opportunity to double my money?;听说有个发财的好机会？
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS4_592_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS4_142_M;Hard to say no to that!;这种好事我怎么能拒绝！
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS4_142_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED4_570_M;My injuries... are severe.;我伤得……很重。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED4_570_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED4_486_M;I shall retire for now.;可能得避一避风头了。
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED4_486_F;;
PART_3_TUTORIAL_TUTORIALBOUNTY_903_M;Are you wondering about that star?;想知道那颗星星是干嘛的吗？
PART_3_TUTORIAL_TUTORIALBOUNTY_903_F;;
PART_3_TUTORIAL_TUTORIALBOUNTY_049_M;You've been winning a lot. Now you've got a bounty on your head.;你赢了这么多把。现在你的命可值不少钱。
PART_3_TUTORIAL_TUTORIALBOUNTY_049_F;;
PART_3_TUTORIAL_TUTORIALBOUNTY_250_M;It's sure to attract [c:bG]Bounty Hunters[c:]...;肯定会有[c:bG]赏金猎人[c:]找上门来……
PART_3_TUTORIAL_TUTORIALBOUNTY_250_F;;
PART_3_TUTORIAL_TUTORIALBOUNTY_143_M;It resets when you die though.;一旦你死了，星星会清零。
PART_3_TUTORIAL_TUTORIALBOUNTY_143_F;;
PART_3_TUTORIAL_TUTORIALBOUNTYTIERS_850_M;Another star on your head. Your bounty is higher.;你头上又多了一颗星星。看来赏金提高了。
PART_3_TUTORIAL_TUTORIALBOUNTYTIERS_850_F;;
PART_3_TUTORIAL_TUTORIALBOUNTYTIERS_712_M;[c:bG]Bounty Hunters[c:] of a higher caliber may come calling.;更高段位的[c:bG]赏金猎人[c:]可能正直奔你来。
PART_3_TUTORIAL_TUTORIALBOUNTYTIERS_712_F;;
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_931_M;One of your cards is about to gain an alter ego.;你其中一张卡牌可以获得双重角色。
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_931_F;;
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_179_M;As a beast.;变成野兽。
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_179_F;;
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_803_M;And you get to choose which card and which beast.;由你指定哪张卡牌变成什么野兽。
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_803_F;;
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_738_M;It's not that complicated.;没那么复杂。
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_738_F;;
PART_3_TUTORIAL_TUTORIALRECYCLECARD_282_M;You will destroy one of your cards now.;你现在需要毁掉一张卡牌。
PART_3_TUTORIAL_TUTORIALRECYCLECARD_282_F;;
PART_3_TUTORIAL_TUTORIALRECYCLECARD_729_M;Don't be an idiot. This is better than getting a new one.;别想不开。这可比抽一张新牌来得划算。
PART_3_TUTORIAL_TUTORIALRECYCLECARD_729_F;;
PART_3_TUTORIAL_TUTORIALRECYCLECARD_817_M;Makes your deck more consistent.;这样你的牌组才更连贯。
PART_3_TUTORIAL_TUTORIALRECYCLECARD_817_F;;
PART_3_TUTORIAL_TUTORIALRECYCLECARD_722_M;And I'll give you RoboBucks for it.;作为回报，你会获得几枚机器币。
PART_3_TUTORIAL_TUTORIALRECYCLECARD_722_F;;
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_548_M;Time to cut a card.;该选张卡牌废掉了。
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_548_F;;
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#1_024_M;Pick your worst one.;就挑你最烂的那张。
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#1_024_F;;
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#2_030_M;You pick, I recycle.;你负责挑牌，我负责回收。
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#2_030_F;;
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#3_387_M;Pick one. I'll destroy it.;挑一张。我来毁牌。
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#3_387_F;;
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#4_846_M;Time to trash a card.;该扔张卡牌了。
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#4_846_F;;
TUTORIAL_TUTORIALCOSTBASEDCHOICE_568_M;You must make a different kind of choice now.;你现在必须做个不同的决定。
TUTORIAL_TUTORIALCOSTBASEDCHOICE_568_F;;
TUTORIAL_TUTORIALCOSTBASEDCHOICE_508_M;Choose not a specific beast...;不是选择某种野兽……
TUTORIAL_TUTORIALCOSTBASEDCHOICE_508_F;;
TUTORIAL_TUTORIALCOSTBASEDCHOICE_479_M;But decide the [c:bR]cost[c:] that you wish to pay.;并决定你愿意为此消耗多少[c:bR]成本[c:]。
TUTORIAL_TUTORIALCOSTBASEDCHOICE_479_F;;
TUTORIAL_TUTORIALTRIBEBASEDCHOICE_720_M;No. You may not choose a specific beast.;不行，你不能指定野兽。
TUTORIAL_TUTORIALTRIBEBASEDCHOICE_720_F;;
TUTORIAL_TUTORIALTRIBEBASEDCHOICE_423_M;Instead, you must now decide on a [c:bR]tribe[c:] that you prefer.;但你现在必须选出你偏好的[c:bR]族群[c:]。
TUTORIAL_TUTORIALTRIBEBASEDCHOICE_423_F;;
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_764_M;You don't have the [v:1] gem for that.;你的[v:1]宝石不足。
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_764_F;;
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_REPEAT_#1_000_M;No [v:1] gem on the table? Then you can't play it.;牌桌上没有[v:1]宝石？你无法使用此牌。
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_REPEAT_#1_000_F;;
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_REPEAT_#2_585_M;You need at least one [v:1] gem on the board to play that [v:0].;牌桌上至少需有一颗[v:1]宝石才能使用此牌[v:0]。
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_REPEAT_#2_585_F;;
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_REPEAT_#3_880_M;Play the required [v:1] gem... Then you can play that.;使用指定的[v:1]宝石……你才能打出此牌。
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_REPEAT_#3_880_F;;
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_190_M;Arrrrghh! It is done!;啊啊啊啊！成功了！
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_190_F;;
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_943_M;The Master is free!;大师逃脱了！
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_943_F;;
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_557_M;Oh, the end must be close now.;太好了，胜利在望。
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_557_F;;
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_358_M;If Magnificus is free, it must be close.;如果蔓尼菲科逃脱了，那就说明有戏。
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_358_F;;
GOO_BOTTLE_GOOCAGEBROKEN_388_M;The cage has been broken.;囚笼已损坏。
GOO_BOTTLE_GOOCAGEBROKEN_388_F;;
GOO_BOTTLE_GOOCAGEBROKEN_989_M;The wolf statue is free!;狼像获救！
GOO_BOTTLE_GOOCAGEBROKEN_989_F;;
GOO_BOTTLE_GOOCAGEBROKEN_107_M;I believe this is a step toward freeing The Master.;离解救大师又近一步！
GOO_BOTTLE_GOOCAGEBROKEN_107_F;;
GOO_BOTTLE_GOODAGGERUSED_418_M;Arrrghh! I watched that dagger do its work.;嗷！我看到匕首刺下去了。
GOO_BOTTLE_GOODAGGERUSED_418_F;;
GOO_BOTTLE_GOODAGGERUSED_911_M;For a moment... I felt that my misery had company.;某一瞬间……我甚至以为有人跟我一样尝到了苦头。
GOO_BOTTLE_GOODAGGERUSED_911_F;;
GOO_BOTTLE_GOODAGGERUSED_976_M;Oh, but it had its own noble purpose.;噢，但它自有神圣使命要完成。
GOO_BOTTLE_GOODAGGERUSED_976_F;;
GOO_BOTTLE_GOODAGGERUSED_356_M;Surely a step toward freeing The Master!;必然离解救大师又近一步！
GOO_BOTTLE_GOODAGGERUSED_356_F;;
GOO_BOTTLE_GOODAGGERTAKEN_717_M;May that dagger find its mark...;但愿击中要害……
GOO_BOTTLE_GOODAGGERTAKEN_717_F;;
GOO_BOTTLE_GOODAGGERTAKEN_475_M;You must be brave.;勇气可嘉。
GOO_BOTTLE_GOODAGGERTAKEN_475_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_513_M;The Caged Wolf card has been uncovered I see.;我知道，囚狼卡牌已被发现。
GOO_BOTTLE_GOOCAGECARDDISCOVERED_513_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_177_M;Much like The Master, the wolf must be set free!;跟大师一样，狼必须获救。
GOO_BOTTLE_GOOCAGECARDDISCOVERED_177_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_364_M;See to that. I beg you.;一定要救它。算我求你。
GOO_BOTTLE_GOOCAGECARDDISCOVERED_364_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#1_838_M;I believe The Master has planned for you to find that [c:bR]Caged Wolf[c:]...;大师应该早料到你会发现[c:bR]囚狼[c:]……
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#1_838_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#1_318_M;And I believe the wolf inside must be set free.;而且困在囚笼里的狼必须获救。
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#1_318_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#2_722_M;See to it that the [c:bR]Caged Wolf[c:] is loosed.;一定要把[c:bR]囚狼[c:]放出来。
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#2_722_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#2_600_M;I beg you.;就当我求你。
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#2_600_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#3_809_M;Rrrrgh!;啊啊啊！
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#3_809_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#3_474_M;The pain is sometimes too much to bear!;这疼得我快受不了！
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#3_474_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_610_M;Rrrggh!;啊啊啊！
GOO_BOTTLE_GOOWARDROBEUNLOCKED_610_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_487_M;The wardrobe is unlocked?;衣橱开了？
GOO_BOTTLE_GOOWARDROBEUNLOCKED_487_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_698_M;Fish around in there. Surely The Master had a plan.;去那边找找看吧。大师肯定自有打算。
GOO_BOTTLE_GOOWARDROBEUNLOCKED_698_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_968_M;The puzzles are simple-;游戏很简单……
GOO_BOTTLE_GOOWARDROBEUNLOCKED_968_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_741_M;Arrrgh!;啊啊啊！
GOO_BOTTLE_GOOWARDROBEUNLOCKED_741_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_770_M;If you know what the sigils do.;你知道这些印记代表着什么。
GOO_BOTTLE_GOOWARDROBEUNLOCKED_770_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_298_M;You wish to open those drawers?;你想打开这些抽屉吗？
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_298_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_362_M;Have you no wits at all?;你都不动脑子的吗？
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_362_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_967_M;The game- [c:bR]Rgggh![c:];游戏……[c:bR]啊啊啊！[c:]
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_967_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_499_M;The card game you've been playing.;你一直在玩的卡牌游戏。
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_499_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_785_M;Do you not see the parallels?;你难道没发现相似之处吗？
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_785_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#2_008_M;Those wardrobe drawers... Yes...;那些衣橱抽屉……没错……
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#2_008_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#2_928_M;As with the game, you must tip the scales.;与游戏中一样，你必须让天平倾斜。
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#2_928_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#2_924_M;As with the game, [c:bR]5[c:] damage is what it takes to win.;在游戏中，造成[c:bR]5[c:]点伤害即获胜。
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#2_924_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#3_977_M;Rrrgggh!;啊啊啊！
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#3_977_F;;
GOO_BOTTLE_GOOANGLERDEFEATED_136_M;Arrrghh!;嗷！
GOO_BOTTLE_GOOANGLERDEFEATED_136_F;;
GOO_BOTTLE_GOOANGLERDEFEATED_159_M;Watching The Angler lose...;钓鱼人输了……
GOO_BOTTLE_GOOANGLERDEFEATED_159_F;;
GOO_BOTTLE_GOOANGLERDEFEATED_473_M;Now that soothed my pain.;可算让我好受点。
GOO_BOTTLE_GOOANGLERDEFEATED_473_F;;
GOO_BOTTLE_GOOANGLERDEFEATED_512_M;An old rival of mine, that fisherman.;那个钓鱼人，算是我以前的死对头。
GOO_BOTTLE_GOOANGLERDEFEATED_512_F;;
GOO_BOTTLE_GOOANGLERDEFEATED_770_M;He bested me this time... But I will have another chance.;他这次赢了我……但我还有一次机会。
GOO_BOTTLE_GOOANGLERDEFEATED_770_F;;
TUTORIAL_TUTORIALSACRIFICINGNOTPERMANENT_196_M;Fear not... The beast is sacrificed, but not removed from your deck.;不用担心……献祭的造物不会从牌组中移除。
TUTORIAL_TUTORIALSACRIFICINGNOTPERMANENT_196_F;;
TUTORIAL_TUTORIALSACRIFICINGNOTPERMANENT_590_M;Its suffering was real. But you will see it again.;它确实遭了罪。但你过会儿还会见到它。
TUTORIAL_TUTORIALSACRIFICINGNOTPERMANENT_590_F;;
GOO_BOTTLE_GOOLESHYDEFEATED_512_M;I witnessed the final defeat of Leshy over there.;我亲眼目睹了莱西的惨败。
GOO_BOTTLE_GOOLESHYDEFEATED_512_F;;
GOO_BOTTLE_GOOLESHYDEFEATED_046_M;Quite a spectacle!;相当精彩！
GOO_BOTTLE_GOOLESHYDEFEATED_046_F;;
GOO_BOTTLE_GOOLESHYDEFEATED_674_M;Though I had no hope that it would bring me freedom.;但我也没指望着我就此重获自由。
GOO_BOTTLE_GOOLESHYDEFEATED_674_F;;
GOO_BOTTLE_GOOLESHYDEFEATED_621_M;For that to happen?;想让我得救？
GOO_BOTTLE_GOOLESHYDEFEATED_621_F;;
GOO_BOTTLE_GOOLESHYDEFEATED_425_M;...I think you would need something special up your sleeve.;……恐怕你得留一手。
GOO_BOTTLE_GOOLESHYDEFEATED_425_F;;
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_390_M;So... close... that last one.;上回那个挑战者……就差……一点。
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_390_F;;
