Column1;Column10;KOR 
FILESIZEDAMAGE_RULEBOOKNAME_634;Dead Byte;죽음의 바이트
FILESIZEDAMAGE_RULEBOOKDESCRIPTION_605;When [creature] perishes, select a file. Place damage on the scales according to the file's size.;[creature]이(가) 사망할 때, 파일을 선택한다. 파일의 크기에 따라 저울에 피해를 올린다.
LATCHBRITTLE_RULEBOOKNAME_905;Brittle Latch;취약성 랫치
LATCHBRITTLE_RULEBOOKDESCRIPTION_139;When [creature] perishes, its owner chooses a creature to gain the Brittle sigil.;[creature]이(가) 사망할 때, 주인은 취약성 도장을 부여할 피조물을 고른다.
LATCHDEATHSHIELD_RULEBOOKNAME_419;Shield Latch;방어 랫치
LATCHDEATHSHIELD_RULEBOOKDESCRIPTION_212;When [creature] perishes, its owner chooses a creature to gain the Nano Armor sigil.;[creature]이(가) 사망할 때, 주인은 나노 갑옷 도장을 부여할 피조물을 고른다.
LATCHEXPLODEONDEATH_RULEBOOKNAME_684;Bomb Latch;폭탄 랫치
LATCHEXPLODEONDEATH_RULEBOOKDESCRIPTION_627;When [creature] perishes, its owner chooses a creature to gain the Detonator sigil.;[creature]이(가) 사망할 때, 주인은 기폭 장치 도장을 부여할 피조물을 고른다.
PERMADEATH_RULEBOOKNAME_440;Overclocked;오버클록
PERMADEATH_RULEBOOKDESCRIPTION_445;[creature] has increased power. But, if [creature] perishes, it is permanently removed from your deck.;[creature]의 공격력이 강화되지만, [creature]이(가) 사망할 시 영원히 덱에서 사라진다.
PERMADEATH_TEXT_244_M;Well, you won't be seeing that one again...;자, 다시는 보지 못하겠네...
PERMADEATH_TEXT_244_F;;
SENTRY_RULEBOOKNAME_272;Sentry;보초
SENTRY_RULEBOOKDESCRIPTION_473;When a creature moves into the space opposing [creature], they are dealt 1 damage.;피조물이 [creature]의 맞은편으로 이동할 때, 1의 피해를 입는다.
SENTRY_TRIGGERTEXT_849_M;[creature] takes a free shot.;[creature]이(가) 맘껏 때린다.
SENTRY_TRIGGERTEXT_849_F;;
SHIELDGEMS_RULEBOOKNAME_942;Gem Guardian;보석 수호자
SHIELDGEMS_RULEBOOKDESCRIPTION_205;When [creature] is played, all Gem Vessels on the owners' side of the board gain Nano Armor.;[creature]을(를) 낼 때, 모든 주인 측 보석 그릇은 나노 갑옷을 얻는다.
SNIPER_RULEBOOKNAME_944;Sniper;저격자
SNIPER_RULEBOOKDESCRIPTION_339;You may choose which opposing space [creature] strikes.;맞은 편 공간 중 [creature]이(가) 공격할 곳을 고를 수 있다.
SWAPSTATS_RULEBOOKNAME_452;Swapper;교환자
SWAPSTATS_RULEBOOKDESCRIPTION_898;After [creature] is dealt damage, swap its Power and Health.;[creature]이(가) 피해를 입으면, 그것의 공격력과 체력을 교환한다.
TRANSFORMER_RULEBOOKNAME_916;Transformer;변신자
TRANSFORMER_RULEBOOKDESCRIPTION_887;At the beginning of your turn [creature] will transform to, or from, Beast mode.;턴이 시작할 때, [creature]은(는) 짐승 모드로, 혹은 짐승 모드에서 변신한다.
DOUBLEDRAW_DISPLAYEDNAME_897;Boon of the Ambidextrous;양손잡이의 친절
DOUBLEDRAW_DESCRIPTION_048_M;You may [c:bR]draw twice[c:] at the beginning of your turn.;턴이 시작할 때 [c:bR]두 장을[c:] 뽑을 수 있다.
DOUBLEDRAW_DESCRIPTION_048_F;;
MINORSTARTINGBONES_DISPLAYEDNAME_402;Minor Boon of the Bone Lord;뼈의 왕의 작은 친절
MINORSTARTINGBONES_DESCRIPTION_867_M;You will start each battle with [c:bR]1[c:] extra bone.;[c:bR]1[c:]개의 뼈를 가지고 매 전투를 시작한다.
MINORSTARTINGBONES_DESCRIPTION_867_F;;
SQUIRRELPOWER_DISPLAYEDNAME_378;Boon of the Rabid Squirrel;광견병 다람쥐의 친절
SQUIRRELPOWER_DESCRIPTION_155_M;Your [c:bR]Squirrels[c:] will have [c:bR]1 power[c:].;당신의 [c:bR]다람쥐[c:]는 [c:bR]1의 공격력[c:]을 얻는다.
SQUIRRELPOWER_DESCRIPTION_155_F;;
STARTINGBONES_DISPLAYEDNAME_033;Boon of the Bone Lord;뼈의 왕의 친절
STARTINGBONES_DESCRIPTION_484_M;You will start a battle with [c:bR]8 bones[c:].;[c:bR]8[c:]개의 뼈를 가지고 전투를 시작한다.
STARTINGBONES_DESCRIPTION_484_F;;
STARTINGGOAT_DISPLAYEDNAME_378;Boon of Goat's Blood;염소의 피의 친절
STARTINGGOAT_DESCRIPTION_764_M;You will start a battle with a [c:bR]Black Goat[c:] on the board.;[c:bR]흑염소[c:]를 내려놓고 전투를 시작한다.
STARTINGGOAT_DESCRIPTION_764_F;;
STARTINGTREES_DISPLAYEDNAME_875;Boon of the Forest;숲의 친절
STARTINGTREES_DESCRIPTION_168_M;You will start a battle with [c:bR]Grand Firs[c:] on all of your spaces.;모든 공간에 [c:bR]미송[c:]을 놓고 전투를 시작한다.
STARTINGTREES_DESCRIPTION_168_F;;
TUTORDRAW_DISPLAYEDNAME_377;Boon of the Magpie's Eye;까치 눈의 친절
TUTORDRAW_DESCRIPTION_475_M;When you draw from your deck, you may [c:bR]choose any card in your deck[c:] to draw.;카드를 뽑을 시, [c:bR]덱에서 원하는 카드를[c:]고를 수 있다.
TUTORDRAW_DESCRIPTION_475_F;;
ADDER_DISPLAYEDNAME_256;Adder;살무사
ADDER_DESCRIPTION_821_M;The caustic Adder. Damage from its poison bite is always lethal.;부식성 독사. 놈의 독니는 치명적인 피해를 입힌다.
ADDER_DESCRIPTION_821_F;;
ALPHA_DISPLAYEDNAME_659;Alpha;알파
ALPHA_DESCRIPTION_948_M;The venerable Alpha. Its courage emboldens the creatures that stand beside it.;훌륭한 알파. 놈의 용맹에 곁의 피조물들이 고무된다.
ALPHA_DESCRIPTION_948_F;;
AMALGAM_DISPLAYEDNAME_349;Amalgam;결합물
AMALGAM_DESCRIPTION_394_M;Canine. Hooved. Reptilian. Feathered. Insectoid. The Amalgam is all.;개. 발굽. 파충류. 깃털. 곤충. 혼합물은 이 모든 것이지.
AMALGAM_DESCRIPTION_394_F;;
AMOEBA_DISPLAYEDNAME_406;Amoeba;아메바
AMOEBA_DESCRIPTION_404_M;The amorphous Amoeba. Its sigils are ever changing.;비정질의 아메바. 끊임없이 변하는 도장의 소유자이다.
AMOEBA_DESCRIPTION_404_F;;
ANT_DISPLAYEDNAME_447;Worker Ant;일개미
ANT_DESCRIPTION_802_M;Ah, the diligent Ant. Its strength is proportionate to the size of its colony.;아, 성실한 개미. 놈의 힘은 균락의 크기에 비례하지.
ANT_DESCRIPTION_802_F;;
ANTQUEEN_DISPLAYEDNAME_999;Ant Queen;여왕 개미
ANTQUEEN_DESCRIPTION_881_M;The Regal Ant Queen. She births a new Ant once played.;장엄한 여왕 개미. 보드에 놓으면 계속 개미를 낳는다.
ANTQUEEN_DESCRIPTION_881_F;;
BAT_DISPLAYEDNAME_261;Bat;박쥐
BAT_DESCRIPTION_685_M;The meddlesome Bat. A minor terror.;귀찮은 박쥐다. 시시한 공포지.
BAT_DESCRIPTION_685_F;;
BEAVER_DISPLAYEDNAME_531;Beaver;비버
BEAVER_DESCRIPTION_316_M;The industrious Beaver. When played it constructs Dams adjacent to it.;건설적인 비버. 보드에 놓이면 근처에 댐을 짓는다.
BEAVER_DESCRIPTION_316_F;;
BEE_DISPLAYEDNAME_612;Bee;벌
BEEHIVE_DISPLAYEDNAME_500;Beehive;벌집
BEEHIVE_DESCRIPTION_689_M;The inviolable Beehive. When it is attacked you will draw a Bee.;불가침의 벌집. 이것이 공격당할 시 벌을 뽑는다.
BEEHIVE_DESCRIPTION_689_F;;
BLOODHOUND_DISPLAYEDNAME_451;Bloodhound;블러드하운드
BLOODHOUND_DESCRIPTION_777_M;The dauntless Bloodhound. It leaps to oppose new creatures when they are played.;용맹한 블러드하운드. 맞은편에 새 피조물이 놓여지면 그 앞으로 도약한다.
BLOODHOUND_DESCRIPTION_777_F;;
BULLFROG_DISPLAYEDNAME_026;Bullfrog;황소개구리
BULLFROG_DESCRIPTION_086_M;The watchful Bullfrog. It leaps in the way of attacking flyers.;정관하는 황소개구리. 폴짝 뛰어 비행 공격을 막아낸다.
BULLFROG_DESCRIPTION_086_F;;
BURROWINGTRAP_DISPLAYEDNAME_398;Burrowing Trap;덫 구멍
CAGEDWOLF_DISPLAYEDNAME_002;Caged Wolf;우리 안의 늑대
CAT_DISPLAYEDNAME_813;Cat;고양이
CAT_DESCRIPTION_799_M;The undying Cat. Sacrificing the poor beast does not kill it.;불사의 고양이. 이 불쌍한 놈을 희생해도 죽지 않는다.
CAT_DESCRIPTION_799_F;;
CATUNDEAD_DISPLAYEDNAME_900;Undead Cat;언데드 고양이
COCKROACH_DISPLAYEDNAME_147;Cockroach;바퀴벌레
COCKROACH_DESCRIPTION_700_M;The unkillable Cockroach. It returns to your hand after dying.;불사의 바퀴벌레. 죽고 나면 네 손으로 돌아오지.
COCKROACH_DESCRIPTION_700_F;;
COYOTE_DISPLAYEDNAME_081;Coyote;코요테
COYOTE_DESCRIPTION_674_M;The meager Coyote. But what did you expect for only four bones?;깡마른 코요테. 겨우 네 개의 뼈로 무슨 기대를 하였느냐?
COYOTE_DESCRIPTION_674_F;;
DAUS_DISPLAYEDNAME_941;The Daus;다우스
DAUS_DESCRIPTION_450_M;That filthy feral hog... It becomes incensed when its chimes are struck.;더럽고 흉포한 멧돼지... 종이 울리면 격분하고 말지.
DAUS_DESCRIPTION_450_F;;
DEFAULTTAIL_DISPLAYEDNAME_383;Tail;꼬리
ELK_DISPLAYEDNAME_175;Elk;무스
ELK_DESCRIPTION_049_M;The flighty Elk. It moves after attacking.;변덕쟁이 무스. 공격 후에 움직인다.
ELK_DESCRIPTION_049_F;;
ELKCUB_DISPLAYEDNAME_815;Elk Fawn;새끼 엘크
ELKCUB_DESCRIPTION_167_M;The nascent Fawn. It quickly grows into an Elk.;갓 태어난 새끼. 빠르게 엘크로 자라난다.
ELKCUB_DESCRIPTION_167_F;;
FIELDMOUSE_DISPLAYEDNAME_474;Field Mice;들쥐
FIELDMOUSE_DESCRIPTION_313_M;Hm. The licentious Field Mice. You will draw a copy when they are played.;흠. 음탕한 들쥐들. 내고 나면 복제본을 뽑는다.
FIELDMOUSE_DESCRIPTION_313_F;;
FIELDMOUSE_FUSED_DISPLAYEDNAME_164;Spore Mice;포자쥐
GECK_DISPLAYEDNAME_578;Geck;머저리
GECK_DESCRIPTION_724_M;The uninspiring Geck. Perhaps you can find a use for it?;한심한 머저리. 너라면 쓸모를 찾을 수 있을까?
GECK_DESCRIPTION_724_F;;
GOAT_DISPLAYEDNAME_386;Black Goat;흑염소
GOAT_DESCRIPTION_346_M;The apotheosized Goat. The truest offering. Sacrificing it grants three blood.;신격화된 염소. 가장 진실한 제물이지. 희생하면 3의 피를 얻는다.
GOAT_DESCRIPTION_346_F;;
GRIZZLY_DISPLAYEDNAME_201;Grizzly;회색곰
GRIZZLY_DESCRIPTION_428_M;The monstrous Grizzly. Its form speaks enough of its efficacy.;괴물 같은 회색곰. 형태만 봐도 효과를 알겠지.
GRIZZLY_DESCRIPTION_428_F;;
HAWK_DISPLAYEDNAME_226;Hawk;매
HROKKALL_DISPLAYEDNAME_354;Hrokkall;흐로칼
JERSEYDEVIL_DISPLAYEDNAME_914;Child 13;13번 아이
JERSEYDEVIL_DESCRIPTION_097_M;Poor abandoned child. It does not die when sacrificed... but do you have the heart to try?;불쌍하게도 버려진 아이. 희생될 시 죽진 않지만... 넌 시험해볼 만큼 매정한가?
JERSEYDEVIL_DESCRIPTION_097_F;;
KINGFISHER_DISPLAYEDNAME_165;Kingfisher;물총새
KINGFISHER_DESCRIPTION_702_M;The adept Kingfisher. A slippery hunter.;능숙한 물총새. 약삭빠른 사냥꾼이지.
KINGFISHER_DESCRIPTION_702_F;;
LAMMERGEIER_DISPLAYEDNAME_822;Lammergeier;수염수리
LAMMERGEIER_DESCRIPTION_005_M;The voracious Lammergeier. Its power scales in proportion to your Bones.;게걸스러운 수염수리. 네 뼈의 숫자만큼 강해진다.
LAMMERGEIER_DESCRIPTION_005_F;;
MAGGOTS_DISPLAYEDNAME_787;Corpse Maggots;시체 구더기
MAGGOTS_DESCRIPTION_378_M;The inevitable maggot. They will lurch forth from your hand when your creatures are killed.;필연적인 구더기. 너의 피조물이 죽으면 네 손에서 기어나올 것이다.
MAGGOTS_DESCRIPTION_378_F;;
MAGPIE_DISPLAYEDNAME_296;Magpie;까치
MAGPIE_DESCRIPTION_512_M;The covetous Magpie. It can fetch any card in your deck.;탐욕스러운 까치. 네 덱에서 어떤 카드든 가져올 수 있다.
MAGPIE_DESCRIPTION_512_F;;
MANTIS_DISPLAYEDNAME_706;Mantis;사마귀
MANTIS_DESCRIPTION_198_M;The fervid Mantis. Its prying claws strike both to the left and right.;열정적인 사마귀. 캐대는 발톱으로 좌우를 공격한다.
MANTIS_DESCRIPTION_198_F;;
MANTISGOD_DISPLAYEDNAME_357;Mantis God;사마귀신
MANTISGOD_DESCRIPTION_232_M;The holy Mantis God. A perfect incarnation of terror.;신성한 사마귀신. 완벽한 공포의 현신이지.
MANTISGOD_DESCRIPTION_232_F;;
MOLE_DISPLAYEDNAME_205;Mole;두더지
MOLE_DESCRIPTION_116_M;The omnipresent Mole. It burrows and emerges to block any landborn attacker.;편재하는 두더지. 땅 속에서 모든 지상의 공격을 막아내러 올라온다.
MOLE_DESCRIPTION_116_F;;
MOLEMAN_DISPLAYEDNAME_050;Mole Man;두더지인간
MOLEMAN_DESCRIPTION_757_M;The stalwart Mole Man. The ultimate defense.;충직한 두더지인간. 궁극의 방어지.
MOLEMAN_DESCRIPTION_757_F;;
MOOSE_DISPLAYEDNAME_140;Moose Buck;수컷 무스
MOOSE_DESCRIPTION_589_M;The regal Moose. The creatures of the wild make way for it.;웅장한 무스. 야생의 짐승들은 알아서 길을 비키지.
MOOSE_DESCRIPTION_589_F;;
MOTHMAN_STAGE1_DISPLAYEDNAME_456;Strange Larva;이상한 유충
MOTHMAN_STAGE1_DESCRIPTION_043_M;A largely unimpressive specimen.;크게 특별한 것 없는 종이지.
MOTHMAN_STAGE1_DESCRIPTION_043_F;;
MOTHMAN_STAGE2_DISPLAYEDNAME_306;Strange Pupa;이상한 번데기
MOTHMAN_STAGE3_DISPLAYEDNAME_099;Mothman;나방인간
MULE_DISPLAYEDNAME_100;Pack Mule;짐노새
OPOSSUM_DISPLAYEDNAME_864;Opossum;주머니쥐
OPOSSUM_DESCRIPTION_268_M;The resourceful Opossum. A small creature for a small price.;재주 많은 주머니쥐. 작은 값에 작은 피조물이지.
OPOSSUM_DESCRIPTION_268_F;;
OTTER_DISPLAYEDNAME_010;River Otter;민물 수달
OTTER_DESCRIPTION_747_M;Ah, the elusive Otter. It submerges itself during my turn.;아, 교묘한 수달. 내 턴 동안은 잠수해버리지.
OTTER_DESCRIPTION_747_F;;
PACKRAT_DISPLAYEDNAME_792;Pack Rat;짐꾼 쥐
PACKRAT_DESCRIPTION_729_M;The prudent Pack Rat. Never doubt the utility of a well stocked pack.;신중한 짐꾼 쥐. 좋은 팩의 힘을 얕보지 말거라.
PACKRAT_DESCRIPTION_729_F;;
PORCUPINE_DISPLAYEDNAME_313;Porcupine;고슴도치
PORCUPINE_DESCRIPTION_988_M;The ornery Porcupine. Sharp quills await those who dare attack it.;고약한 고슴도치. 날카로운 가시가 공격자를 기다린다.
PORCUPINE_DESCRIPTION_988_F;;
PRONGHORN_DISPLAYEDNAME_035;Pronghorn;가지뿔영양
PRONGHORN_DESCRIPTION_982_M;The sadistic Pronghorn. Woe be to those that meet the end of its antlers.;가학적인 가지뿔영양. 놈의 뿔에 찔릴 놈들이 걱정되는구나.
PRONGHORN_DESCRIPTION_982_F;;
RABBIT_DISPLAYEDNAME_255;Rabbit;토끼
RATKING_DISPLAYEDNAME_033;Rat King;쥐의 왕
RATKING_DESCRIPTION_278_M;The tragic Rat King. When their tangled bodies become corpses you will gain four bones.;비극적인 쥐의 왕. 놈들의 엮인 몸이 시체가 될 때 네 개의 뼈를 얻는다.
RATKING_DESCRIPTION_278_F;;
RATTLER_DISPLAYEDNAME_734;Rattler;방울뱀
RATTLER_DESCRIPTION_381_M;The nefarious Rattler. A brittle creature... once past its monstrous fangs.;사악한 방울뱀. 연약한 몸이지만... 무시무시한 이빨을 지녔지.
RATTLER_DESCRIPTION_381_F;;
RAVEN_DISPLAYEDNAME_931;Raven;큰까마귀
RAVEN_DESCRIPTION_197_M;The conniving Raven. A blight upon the skies.;사악한 큰까마귀. 하늘의 병충해다.
RAVEN_DESCRIPTION_197_F;;
RAVENEGG_DISPLAYEDNAME_316;Raven Egg;큰까마귀 알
RAVENEGG_DESCRIPTION_963_M;A nascent Raven. It is no less conniving in its incubation.;갓 낳은 큰까마귀 알. 알에서도 충분히 사악하지.
RAVENEGG_DESCRIPTION_963_F;;
SALMON_DISPLAYEDNAME_921;Salmon;연어
SHARK_DISPLAYEDNAME_934;Great White;백상아리
SHARK_DESCRIPTION_849_M;The tyrannical Great White. The master of the deep.;포악한 백상아리. 심해의 제왕이다.
SHARK_DESCRIPTION_849_F;;
SKINK_DISPLAYEDNAME_343;Skink;도마뱀
SKINK_DESCRIPTION_241_M;The tenacious Skink. It moves over when attacked, leaving its tail behind.;완강한 도마뱀. 공격당하면 움직이며, 꼬리를 남긴다.
SKINK_DESCRIPTION_241_F;;
SKINKTAIL_DISPLAYEDNAME_588;Wriggling Tail;흔들리는 꼬리
SKUNK_DISPLAYEDNAME_581;Skunk;스컹크
SKUNK_DESCRIPTION_908_M;The reviled Skunk. Its stench reduces the strength of the enemy.;손가락질 받는 스컹크. 그 악취는 적의 공격력을 악화한다.
SKUNK_DESCRIPTION_908_F;;
SNAPPER_DISPLAYEDNAME_569;River Snapper;민물 거북
SNAPPER_DESCRIPTION_429_M;The stalwart Snapper. A near impenetrable defense.;충직한 거북이. 거의 뚫을 수 없는 방어자이다.
SNAPPER_DESCRIPTION_429_F;;
SNELK_DISPLAYEDNAME_880;Long Elk;길쭉한 엘크
SNELK_DESCRIPTION_414_M;I have no words for this freak of nature.;이런 괴물에게는 해줄 말이 없구나.
SNELK_DESCRIPTION_414_F;;
SPARROW_DISPLAYEDNAME_717;Sparrow;참새
SPARROW_DESCRIPTION_252_M;The meek Sparrow. An inexpensive, if feeble, flying creature.;나약한 참새. 하찮지만 값싼 비행 생물이다.
SPARROW_DESCRIPTION_252_F;;
SQUIDBELL_DISPLAYEDNAME_500;Bell Tentacle;종촉수
SQUIDBELL_DESCRIPTION_335_M;Hm. I don't recall making that one...;흠. 저건 만든 기억이 없건만...
SQUIDBELL_DESCRIPTION_335_F;;
SQUIDMIRROR_DISPLAYEDNAME_772;Mirror Tentacle;거울촉수
SQUIDMIRROR_DESCRIPTION_405_M;I'm... Actually I'm not sure what that is.;난... 저게 정확히 뭔지 모르겠군.
SQUIDMIRROR_DESCRIPTION_405_F;;
SQUIRREL_DISPLAYEDNAME_139;Squirrel;다람쥐
SQUIRRELBALL_DISPLAYEDNAME_761;Squirrel Ball;다람쥐 공
STOAT_DISPLAYEDNAME_442;Stoat;담비
URAYULI_DISPLAYEDNAME_604;Urayuli;우라율리
URAYULI_DESCRIPTION_393_M;This level of brutish strength needs no explanation...;이 야수와 같은 힘은 설명이 필요없지...
URAYULI_DESCRIPTION_393_F;;
VULTURE_DISPLAYEDNAME_917;Turkey Vulture;칠면조독수리
VULTURE_DESCRIPTION_412_M;The pernicious Vulture. A tyrant of the skies.;치명적인 독수리. 하늘의 폭군이다.
VULTURE_DESCRIPTION_412_F;;
WARREN_DISPLAYEDNAME_150;Warren;토끼굴
WARREN_DESCRIPTION_740_M;The bountiful Warren. It spawns a rabbit when it is played.;풍족한 토끼굴. 내고 나면 토끼를 만들어낸다.
WARREN_DESCRIPTION_740_F;;
WOLF_DISPLAYEDNAME_653;Wolf;늑대
WOLF_DESCRIPTION_804_M;The proud Wolf. A vicious contender.;자긍심 넘치는 늑대. 포악한 경쟁자이지.
WOLF_DESCRIPTION_804_F;;
WOLFCUB_DISPLAYEDNAME_513;Wolf Cub;새끼 늑대
WOLFCUB_DESCRIPTION_770_M;The young Wolf Cub. It grows into a Wolf after a single turn.;어린 새끼 늑대. 한 턴 이후엔 늑대로 자라난다.
