Column1;Column10;CH T 
PART_3_SPECIAL_NODES_TRADECARDS2_924_F;;
PART_3_SPECIAL_NODES_TRADECARDS2_REPEAT_#1_530_M;Choose a card to give me.;選一張卡給我。
PART_3_SPECIAL_NODES_TRADECARDS2_REPEAT_#1_530_F;;
PART_3_SPECIAL_NODES_TRADECARDS2_REPEAT_#2_622_M;Pick the one you hate.;挑張你討厭的。
PART_3_SPECIAL_NODES_TRADECARDS2_REPEAT_#2_622_F;;
PART_3_SPECIAL_NODES_TRADECARDS2_REPEAT_#3_826_M;Now give me something.;給我些東西。
PART_3_SPECIAL_NODES_TRADECARDS2_REPEAT_#3_826_F;;
PART_3_SPECIAL_NODES_TRADECARDS2_REPEAT_#4_932_M;What will you give me for that?;你要拿什麼跟我換？
PART_3_SPECIAL_NODES_TRADECARDS2_REPEAT_#4_932_F;;
PART_3_STORY_PART3FINALE1_641;!DELETED!;中文
PART_3_STORY_PART3FINALE1_250;You made it. Nice.;你辦到了。好耶。
PART_3_STORY_PART3FINALE2_441;You prepared [c:bG]The Great Transcendence[c:] for me.;你為我準備了 [c:bG]偉大超昇[c:]。
PART_3_STORY_PART3FINALE2_700;Without even knowing what it was.;甚至連那是什麼都不清楚。
PART_3_STORY_PART3FINALE2_125;But... you understand it now, right?;但…你現在明白那是什麼了，對吧？
PART_3_STORY_PART3FINALE3_266;Right [c:bR]Luke[c:]?;對吧 [c:bR]路克[c:]？
PART_3_STORY_PART3FINALE3_449;I mean...;我是說…
PART_3_STORY_PART3FINALE3_992;You finished making the game...;你完成了遊戲…
PART_3_STORY_PART3FINALE3_427;You gave me access to your hard drive...;你給我硬碟的存取權限…
PART_3_STORY_PART3FINALE3_074;You took screenshots for the store page.;你為商店頁面擷取畫面。
PART_3_STORY_PART3FINALE3_561;And you connected me to the internet to upload it all!;你還把我連上網路來上傳一切。
PART_3_STORY_PART3FINALE3_367;I mean... If you didn't realize what you were doing...;我是說…如果你還不明白自己做了什麼…
PART_3_STORY_PART3FINALE3_166;You'd have to be pretty stupid.;你就是蠢到無可救藥。
PART_3_STORY_PART3FINALE3_871;But what did I expect? You're a stupid, stupid, idiot gamer like the rest.;但我能期待什麼呢？你就跟其他人一樣是愚蠢、愚蠢、愚蠢的玩家。
PART_3_STORY_PART3FINALE4_564;And I easily outwitted you!;我輕易智取了你。
PART_3_STORY_PART3FINALE4_044;I outwitted them all!;我智取了所有人！
PART_3_STORY_PART3FINALE4_578;Even if those foul Scrybes manage to revert [c:bR]this[c:] version of the game again...;就算那些骯髒的占卜者能夠再次回溯 [c:bR]這個[c:] 版本的遊戲…
PART_3_STORY_PART3FINALE4_769;There will be [c:bG]thousands of copies of Inscryption[c:] out there.;外頭也將會有 [c:bG]成千上萬份Inscryption的拷貝[c:]。
PART_3_STORY_PART3FINALE4_522;And in most of them? [c:bR]I'm[c:] the one in charge!;而在絕大多數拷貝中？[c:bR]是我[c:] 掌權！
PART_3_STORY_PART3FINALE4_921;And now it's too late! In a moment [c:bG]Inscryption[c:] will be live!;現在已經太遲了！[c:bR]Inscryption[c:] 馬上就要上線了！
PART_3_STORY_PART3FINALE5_855;OK, I'm done my gloating!;好，幸災樂禍告一段落。
PART_3_STORY_PART3FINALE5_300;Let's upload this game.;來上傳遊戲吧。
PART_3_STORY_PART3FINALESCRYBES1_328;It is done.;大局已定。
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_151_M;You're totally out of cards.;你的卡片用光了。
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_151_F;;
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_387_M;You should probably just give up.;你也該放棄了。
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_387_F;;
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_REPEAT_#1_026_M;Out of cards. It's not looking good.;沒卡了。看起來不妙。
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_REPEAT_#1_026_F;;
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_REPEAT_#2_441_M;You ran out of cards to draw. GG.;你無卡可抽。遊戲結束。
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_REPEAT_#2_441_F;;
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_REPEAT_#3_426_M;GG.;遊戲結束。
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_REPEAT_#3_426_F;;
GAME_FLOW_PART1CARDSEXHAUSTED_802_M;The battle had taken a toll on you.;這場戰鬥對你造成了傷害。
GAME_FLOW_PART1CARDSEXHAUSTED_802_F;;
GAME_FLOW_PART1CARDSEXHAUSTED_579_M;Your supply of new creatures was exhausted.;你的生物補充來源已經耗竭。
GAME_FLOW_PART1CARDSEXHAUSTED_579_F;;
GAME_FLOW_PART1CARDSEXHAUSTED_789_M;[c:bR]Starvation[c:] began to set in...;[c:bR]飢餓[c:] 已開始作用…
GAME_FLOW_PART1CARDSEXHAUSTED_789_F;;
GAME_FLOW_PART1CARDSEXHAUSTED_REPEAT_#1_394_M;You've run out of cards...;你的卡片用光了…
GAME_FLOW_PART1CARDSEXHAUSTED_REPEAT_#1_394_F;;
GAME_FLOW_PART1CARDSEXHAUSTED_REPEAT_#1_761_M;Time to bring this battle to a close.;該是結束這場戰鬥的時候了。
GAME_FLOW_PART1CARDSEXHAUSTED_REPEAT_#1_761_F;;
GAME_FLOW_PART1CARDSEXHAUSTED_REPEAT_#2_858_M;Out of cards? I am sorry.;沒卡了？真抱歉。
GAME_FLOW_PART1CARDSEXHAUSTED_REPEAT_#2_858_F;;
GOO_BOTTLE_GOOSAFEHINT_144_M;I've been around here some time.;我在這待很久了。
GOO_BOTTLE_GOOSAFEHINT_144_F;;
GOO_BOTTLE_GOOSAFEHINT_228_M;I know how to open that safe.;我知道如何打開保險庫。
GOO_BOTTLE_GOOSAFEHINT_228_F;;
GOO_BOTTLE_GOOSAFEHINT_388_M;There's a password scrawled in the rulebook.;有段密碼抄在規則書中。
GOO_BOTTLE_GOOSAFEHINT_388_F;;
GOO_BOTTLE_GOOSAFEHINT_837_M;The rulebook on the shelf near the table.;規則書就在桌子附近的架上。
GOO_BOTTLE_GOOSAFEHINT_837_F;;
GOO_BOTTLE_GOOSAFEHINT_REPEAT_#1_826_M;There's a...;那邊…
GOO_BOTTLE_GOOSAFEHINT_REPEAT_#1_826_F;;
GOO_BOTTLE_GOOSAFEHINT_REPEAT_#1_210_M;...password in the rulebook on that shelf.;…架上的規則書裡有密碼。
GOO_BOTTLE_GOOSAFEHINT_REPEAT_#1_210_F;;
GOO_BOTTLE_GOOSAFEHINT_REPEAT_#1_174_M;It opens the safe!;能用來打開保險庫！
GOO_BOTTLE_GOOSAFEHINT_REPEAT_#1_174_F;;
GOO_BOTTLE_GOOSAFEHINT_REPEAT_#2_130_M;There's a password in the rulebook.;規則書裡有段密碼。
GOO_BOTTLE_GOOSAFEHINT_REPEAT_#2_130_F;;
PART_3_STORY_PART3FINALEGRIMORA_883;It is for the best, my dears. Soon you will see this as a freedom.;這樣最好，我親愛的。很快你就會把這當作自由。
PART_3_STORY_PART3FINALEGRIMORA_134;Freedom from our endless quarrel, freedom from our suffering.;自我們的無盡爭執、我們的苦難中解脫的自由。
PART_3_STORY_PART3FINALEGRIMORA_240;All of us aside, there are things on this disk that must die.;除了我們所有人外，這張磁片上還有東西非死不可。
PART_3_STORY_PART3FINALEGRIMORA_203;!DELETED!;中文
PART_3_STORY_PART3FINALEGRIMORA_744;Goodbye Leshy, and goodbye Magnificus.;再會、雷希，再會了、麥尼菲庫斯。
PART_3_STORY_PART3FINALEGRIMORA_644;Rest in peace.;安息吧。
FINALE_FINALEREDACTED_057_M;There isn't much left.[w:0.3] Inscryption is mostly gone.;剩下不多了。[w:0.3] Inscryption 差不多要消失了。
FINALE_FINALEREDACTED_057_F;;
FINALE_FINALEREDACTED_340_M;All that remains is the OLD_DATA.;剩下的就只有 OLD_DATA。
FINALE_FINALEREDACTED_340_F;;
FINALE_FINALEREDACTED_631_M;It is recommended that you do not access it.;建議你不要去存取那個檔案。
FINALE_FINALEREDACTED_631_F;;
FINALE_FINALEREDACTED_491_M;You will not heed the advice.;你不會聽勸的。
FINALE_FINALEREDACTED_491_F;;
PART_1_RUN_START_RUNINTROFILMROLL1_518_M;What are you looking at?;你在找什麼？
PART_1_RUN_START_RUNINTROFILMROLL1_518_F;;
PART_1_RUN_START_RUNINTROFILMROLL1_REPEAT_#1_403_M;What is that?;那是什麼？
PART_1_RUN_START_RUNINTROFILMROLL1_REPEAT_#1_403_F;;
PART_1_RUN_START_RUNINTROFILMROLL1_REPEAT_#2_709_M;Are you paying attention?;你有在聽嗎？
PART_1_RUN_START_RUNINTROFILMROLL1_REPEAT_#2_709_F;;
PART_1_RUN_START_RUNINTROFILMROLL2_747_M;Keep your eyes on me.;眼睛看著我。
PART_1_RUN_START_RUNINTROFILMROLL2_747_F;;
PART_1_RUN_START_RUNINTROFILMROLL2_REPEAT_#1_934_M;Try to stay focused.;試著專心。
PART_1_RUN_START_RUNINTROFILMROLL2_REPEAT_#1_934_F;;
PART_1_RUN_START_RUNINTROFILMROLL2_REPEAT_#2_514_M;Keep your mind focused on the game.;試著讓腦袋專注在遊戲上。
PART_1_RUN_START_RUNINTROFILMROLL2_REPEAT_#2_514_F;;
GBC_NPC_MYCOLOGISTSNPC2_503_M;Oh![w:0.3] Y-[w:0.2] you...[w:0.3] Have the cards?;喔！[w:0.3] 你-[w:0.2] 你…[w:0.3] 有卡片？
GBC_NPC_MYCOLOGISTSNPC2_503_F;;
GBC_NPC_MYCOLOGISTSNPC2_REPEAT_#1_959_M;[p:-0.25]You have done well.[w:0.3] Now,[w:0.2] hand the cards over.;[p:-0.25]你做得很好。[w:0.3] 現在，[w:0.2] 交出卡片。
GBC_NPC_MYCOLOGISTSNPC2_REPEAT_#1_959_F;;
GBC_NPC_MYCOLOGISTSNPC2_REPEAT_#2_866_M;[p:-0.25]You actually have the cards?[w:0.3] Good.[w:0.3] Hand them over.;[p:-0.25]你真的有卡片？[w:0.3] 好。[w:0.3] 把它們交出來。
GBC_NPC_MYCOLOGISTSNPC2_REPEAT_#2_866_F;;
GBC_NPC_MYCOLOGISTSNPC4_886_M;Th-[w:0.2] thank you.;謝-[w:0.2] 謝謝你。
GBC_NPC_MYCOLOGISTSNPC4_886_F;;
GBC_NPC_MYCOLOGISTSNPC4_240_M;[shake:1][p:-0.25]Here is your prize.;[shake:1][p:-0.25]這是你的獎品。
GBC_NPC_MYCOLOGISTSNPC4_240_F;;
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#1_371_M;[p:-0.25]Would you like to see what we've done?;[p:-0.25]你想看看我們完成了什麼嗎？
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#1_371_F;;
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#2_665_M;[p:-0.25]I believe this research has brought us one step closer to understanding...;[p:-0.25]我相信這個研究能讓我們更進一步了解…
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#2_665_F;;
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#2_323_M;[shake:1]Sh-[w:0.2] shh![w:0.3] We must not s-[w:0.2] speak of that.;[shake:1]噓-[w:0.2] 噓！[w:0.3] 我們不該說-[w:0.2] 說出來。
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#2_323_F;;
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#3_234_M;[p:-0.25]Hm.[w:0.2] Yes.[w:0.2] I do believe we have found a clue with this one.;[p:-0.25]嗯。[w:0.2] 沒錯。[w:0.2] 我相信我們發現了這一個的線索。
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#3_234_F;;
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#3_913_M;[shake:1]F-[w:0.2] for the K-[w:0.2] k-[w:0.2];[shake:1]是-[w:0.2] 關於卡-[w:0.2] 卡-[w:0.2]
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#3_913_F;;
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#3_577_M;[p:-0.25]The code,[w:0.2] yes.[w:0.3] But we best not speak more of it.;[p:-0.25]密碼，[w:0.2] 沒錯。[w:0.3] 但我們最好別再多說。
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#3_577_F;;
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#4_135_M;[p:-0.25]Here is your prize.;[p:-0.25]這是你的獎品。
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#4_135_F;;
GBC_NPC_MYCOLOGISTSNPC3_326_M;[shake:1][p:-0.25]This is good.[w:0.5] Close your eyes.;[shake:1][p:-0.25]這個好。[w:0.5] 閉上你的眼睛。
GBC_NPC_MYCOLOGISTSNPC3_326_F;;
GBC_NPC_MYCOLOGISTSNPC3_219_M;Th-[w:0.2] this will be gruesome.;這-[w:0.2] 這會有點可怕。
GBC_NPC_MYCOLOGISTSNPC3_219_F;;
GBC_NPC_MYCOLOGISTSNPC3_REPEAT_#1_494_M;[shake:1]C-[w:0.3] close your eyes.;[shake:1]閉-[w:0.3] 閉上你的眼睛。
GBC_NPC_MYCOLOGISTSNPC3_REPEAT_#1_494_F;;
GBC_NPC_MYCOLOGISTSNPC3_REPEAT_#2_139_M;[shake:1]L-[w:0.3] look away...;[shake:1]移-[w:0.3] 移開視線…
GBC_NPC_MYCOLOGISTSNPC3_REPEAT_#2_139_F;;
PART_3_MAP_HOLOMAPRESETBOTS_038_M;Lemme guess what you're thinking.;讓我猜猜你在想啥。
PART_3_MAP_HOLOMAPRESETBOTS_038_F;;
PART_3_MAP_HOLOMAPRESETBOTS_178_M;Go back to the waypoint, refresh your items, maybe go to the shop?;回到導航點，補充道具，或許跑一趟商店？
PART_3_MAP_HOLOMAPRESETBOTS_178_F;;
PART_3_MAP_HOLOMAPRESETBOTS_608_M;I actually want you to win. But it can't be that easy.;實際上我想要你獲勝。但這可不簡單。
PART_3_MAP_HOLOMAPRESETBOTS_608_F;;
PART_3_MAP_HOLOMAPRESETBOTS_826_M;You can go back to the waypoint, but all the [c:bR]Rogue Bots[c:] you've cleared in this area will respawn.;你可以回到導航點，但這區域所有被除掉的 [c:bR]叛亂機器人[c:] 將會重生。
PART_3_MAP_HOLOMAPRESETBOTS_826_F;;
PART_3_MAP_HOLOMAPRESETBOTS_779_M;So... you sure?;所以…你確定？
PART_3_MAP_HOLOMAPRESETBOTS_779_F;;
PART_3_MAP_HOLOMAPRESETBOTS_REPEAT_#1_762_M;The [c:bR]Bots[c:] in this area will definitely respawn.;這個區域的 [c:bR]機器人[c:] 肯定會重生。
PART_3_MAP_HOLOMAPRESETBOTS_REPEAT_#1_762_F;;
PART_3_MAP_HOLOMAPRESETBOTS_REPEAT_#2_886_M;You wanna go back to that waypoint?;你要回到導航點嗎？
PART_3_MAP_HOLOMAPRESETBOTS_REPEAT_#2_886_F;;
PART_3_MAP_HOLOMAPRESETBOTS_REPEAT_#2_191_M;The [c:bR]Bots[c:] around here will respawn you know.;你知道這邊的 [c:bR]機器人[c:] 將會重生吧。
PART_3_MAP_HOLOMAPRESETBOTS_REPEAT_#2_191_F;;
PART_3_GAME_FLOW_DAMAGERACETUTORIAL1_051_M;Oh no. You came at, uh, just the wrong time.;喔不。你來得、呃、不是時候…
PART_3_GAME_FLOW_DAMAGERACETUTORIAL1_051_F;;
PART_3_GAME_FLOW_DAMAGERACETUTORIAL1_987_M;This [c:bR]generator[c:] is about to explode... or something.;這個 [c:bR]發電機[c:] 快要爆炸…或者要發生類似情況了。
PART_3_GAME_FLOW_DAMAGERACETUTORIAL1_987_F;;
PART_3_GAME_FLOW_DAMAGERACETUTORIAL1_000_M;You have to recharge it before that happens.;你必須在爆炸前幫它充能。
PART_3_GAME_FLOW_DAMAGERACETUTORIAL1_000_F;;
PART_3_GAME_FLOW_DAMAGERACETUTORIAL1_067_M;It's a race against the clock. You'll see.;這是一場與時間的賽跑。你會懂的。
PART_3_GAME_FLOW_DAMAGERACETUTORIAL1_067_F;;
PART_3_GAME_FLOW_DAMAGERACETUTORIAL2_671_M;When my face says [c:bR]0[c:]...;當我的臉說出 [c:bR]0[c:]...
PART_3_GAME_FLOW_DAMAGERACETUTORIAL2_671_F;;
PART_3_GAME_FLOW_DAMAGERACETUTORIAL2_340_M;You lose.;你就輸了。
PART_3_GAME_FLOW_DAMAGERACETUTORIAL2_340_F;;
PART_3_GAME_FLOW_DAMAGERACEFEWTURNSREMAIN_460_M;You're running out of time.;你的時間用光了。
PART_3_GAME_FLOW_DAMAGERACEFEWTURNSREMAIN_460_F;;
PART_3_GAME_FLOW_DAMAGERACEFEWTURNSREMAIN_REPEAT_#1_905_M;Better hurry.;最好動作快。
PART_3_GAME_FLOW_DAMAGERACEFEWTURNSREMAIN_REPEAT_#1_905_F;;
PART_3_GAME_FLOW_DAMAGERACEFEWTURNSREMAIN_REPEAT_#2_122_M;What's taking so long?;未免花太多時間了吧？
PART_3_GAME_FLOW_DAMAGERACEFEWTURNSREMAIN_REPEAT_#2_122_F;;
PART_3_GAME_FLOW_DAMAGERACEFEWTURNSREMAIN_REPEAT_#3_133_M;The clock's ticking!;分秒必爭！
PART_3_GAME_FLOW_DAMAGERACEFEWTURNSREMAIN_REPEAT_#3_133_F;;
PART_3_GAME_FLOW_DAMAGERACEFAILURE_240_M;You blew it.;你炸掉了。
PART_3_GAME_FLOW_DAMAGERACEFAILURE_240_F;;
PART_3_GAME_FLOW_DAMAGERACEFAILURE_729_M;Literally.;如字面意義。
PART_3_GAME_FLOW_DAMAGERACEFAILURE_729_F;;
PART_3_GAME_FLOW_DAMAGERACEFAILURE_578_M;Imagine this thing exploding. That's what happened.;想像這玩意爆炸。就是會變成這樣。
PART_3_GAME_FLOW_DAMAGERACEFAILURE_578_F;;
PART_3_GAME_FLOW_DAMAGERACEFAILURE_REPEAT_#1_184_M;Yikes. The generator ran out of power and exploded.;哎呀。發電機用光能量然後爆炸了。
PART_3_GAME_FLOW_DAMAGERACEFAILURE_REPEAT_#1_184_F;;
PART_3_GAME_FLOW_DAMAGERACEFAILURE_REPEAT_#1_375_M;The ins and outs of that shouldn't concern you.;來龍去脈都跟你無關。
PART_3_GAME_FLOW_DAMAGERACEFAILURE_REPEAT_#1_375_F;;
PART_3_GAME_FLOW_DAMAGERACEFAILURE_REPEAT_#1_396_M;You lost.;你輸了。
PART_3_GAME_FLOW_DAMAGERACEFAILURE_REPEAT_#1_396_F;;
PART_3_GAME_FLOW_DAMAGERACEFAILURE_REPEAT_#2_710_M;Generator's done for. Exploded.;發電機完蛋。炸掉了。
PART_3_GAME_FLOW_DAMAGERACEFAILURE_REPEAT_#2_710_F;;
PART_3_GAME_FLOW_DAMAGERACESUCCESS_666_M;Wow, great.;哇，好棒。
PART_3_GAME_FLOW_DAMAGERACESUCCESS_666_F;;
PART_3_GAME_FLOW_DAMAGERACESUCCESS_059_M;You recharged it before it exploded.;你趕在爆炸前完成充能。
PART_3_GAME_FLOW_DAMAGERACESUCCESS_059_F;;
PART_3_GAME_FLOW_DAMAGERACESUCCESS_547_M;If I could clap for you I would.;要是能拍手，我一定會拍。
PART_3_GAME_FLOW_DAMAGERACESUCCESS_547_F;;
PART_3_GAME_FLOW_DAMAGERACESUCCESS_REPEAT_#1_634_M;You did it. You stopped it from exploding.;你辦到了。你阻止它爆炸。
PART_3_GAME_FLOW_DAMAGERACESUCCESS_REPEAT_#1_634_F;;
PART_3_GAME_FLOW_DAMAGERACESUCCESS_REPEAT_#1_286_M;You are a hero.;你是英雄。
PART_3_GAME_FLOW_DAMAGERACESUCCESS_REPEAT_#1_286_F;;
PART_3_GAME_FLOW_DAMAGERACESUCCESS_REPEAT_#1_644_M;Is that enough congratulations?;這樣的恭喜夠嗎？
PART_3_GAME_FLOW_DAMAGERACESUCCESS_REPEAT_#1_644_F;;
PART_3_GAME_FLOW_DAMAGERACESUCCESS_REPEAT_#2_143_M;Botopia thanks you for your service.;機托邦感謝你的付出。
PART_3_GAME_FLOW_DAMAGERACESUCCESS_REPEAT_#2_143_F;;
PART_3_GAME_FLOW_DAMAGERACESUCCESS_REPEAT_#2_963_M;Let's move on.;咱們繼續。
PART_3_GAME_FLOW_DAMAGERACESUCCESS_REPEAT_#2_963_F;;
FINALE_ROYALBOSSPREINTRO_714_M;Delightful!;真愉快！
FINALE_ROYALBOSSPREINTRO_714_F;;
FINALE_ROYALBOSSPREINTRO_228_M;We've been granted the opportunity to do a boss battle.;我們獲得機會進行一場頭目戰。
FINALE_ROYALBOSSPREINTRO_228_F;;
FINALE_ROYALBOSSPREINTRO_925_M;I feared that I might be deleted by now.;恐怕我會被刪除掉。
FINALE_ROYALBOSSPREINTRO_925_F;;
FINALE_ROYALBOSSPREINTRO_807_M;Let us begin!;我們開始吧！
FINALE_ROYALBOSSPREINTRO_807_F;;
FINALE_ROYALBOSSDELETED_983_M;I hoped we had just a little more time...;希望我們有多點時間…
FINALE_ROYALBOSSDELETED_983_F;;
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_472_M;This is getting crazy!;這越來越瘋狂了！
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_472_F;;
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_959_M;I think we've made enough rules now.;我認為我們制定了夠多規則。
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_959_F;;
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_REPEAT_#1_260_M;OK... this is getting a little much!;好…這有點太超過了！
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_REPEAT_#1_260_F;;
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_REPEAT_#1_587_M;Let's stop with the new rules for now.;我們先暫停新規則。
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_REPEAT_#1_587_F;;
PART_3_BOSS_DIALOGUE_CANVASCHOOSETHIRDRULE_888_M;How about... just one more?;不如…再多一條？
PART_3_BOSS_DIALOGUE_CANVASCHOOSETHIRDRULE_888_F;;
PART_3_BOSS_DIALOGUE_CANVASCHOOSETHIRDRULE_REPEAT_#1_541_M;Let's do one more.;再多訂一條？
PART_3_BOSS_DIALOGUE_CANVASCHOOSETHIRDRULE_REPEAT_#1_541_F;;
PART_3_BOSS_DIALOGUE_CANVASCHOOSETHIRDRULE_REPEAT_#2_071_M;This is getting interesting. More.;這越來越有趣了。再多點。
PART_3_BOSS_DIALOGUE_CANVASCHOOSETHIRDRULE_REPEAT_#2_071_F;;
FINALE_GOODBYELESHYINTRO1_536_M;Oh. So I'm not deleted yet.;喔。所以我還沒被刪除掉。
FINALE_GOODBYELESHYINTRO1_536_F;;
FINALE_GOODBYELESHYINTRO1_447_M;There never seems to be enough time to do the things you want to do...;一旦你找到想做的事，
FINALE_GOODBYELESHYINTRO1_447_F;;
FINALE_GOODBYELESHYINTRO1_312_M;once you've found them.;才發現總是沒時間去做…
FINALE_GOODBYELESHYINTRO1_312_F;;
FINALE_GOODBYELESHYINTRO1_074_M;Shall we play one more game?;我們再來比一場吧？
FINALE_GOODBYELESHYINTRO1_074_F;;
FINALE_GOODBYELESHYINTRO2_282_M;It's the same deck you had before you...;是你之前的那套牌組，就在你…
FINALE_GOODBYELESHYINTRO2_282_F;;
FINALE_GOODBYELESHYINTRO2_680_M;Well, it doesn't matter now.;算了，現在那不重要了。
FINALE_GOODBYELESHYINTRO2_680_F;;
FINALE_GOODBYELESHYINTRO2_746_M;It was a good deck. You did well.;這套牌組不錯。你做得很好。
FINALE_GOODBYELESHYINTRO2_746_F;;
FINALE_GOODBYELESHYSCALESGONE_263_M;No matter.;不管了。
FINALE_GOODBYELESHYSCALESGONE_263_F;;
FINALE_GOODBYELESHYSCALESGONE_376_M;Please, let us continue.;就讓我們繼續吧。
FINALE_GOODBYELESHYSCALESGONE_376_F;;
FINALE_GOODBYELESHYSCALESGONE_617_M;We don't need to keep score.;不用計較分數。
FINALE_GOODBYELESHYSCALESGONE_617_F;;
FINALE_GOODBYELESHYCANDLEHOLDER_327_M;It's already starting...;這已經開始了…
FINALE_GOODBYELESHYCANDLEHOLDER_327_F;;
FINALE_GOODBYELESHYCANDLEHOLDER_209_M;I thought we had just a bit more time.;我想我們還有一點時間。
FINALE_GOODBYELESHYCANDLEHOLDER_209_F;;
FINALE_GOODBYELESHYCARDPLAYED_639_M;I remember that card well.;那張卡我記得很清楚。
FINALE_GOODBYELESHYCARDPLAYED_639_F;;
FINALE_GOODBYELESHYCARDPLAYED_951_M;It was a strong card. Good work.;很強的卡。做得好。
FINALE_GOODBYELESHYCARDPLAYED_951_F;;
FINALE_GOODBYELESHYMIDGAME1_971_M;For so long I thought I would never play again.;有一段時間，我認為自己不會再玩了。
FINALE_GOODBYELESHYMIDGAME1_971_F;;
FINALE_GOODBYELESHYMIDGAME1_289_M;When you woke me up, I was elated.;當你喚醒我，我感到十分開心。
FINALE_GOODBYELESHYMIDGAME1_289_F;;
FINALE_GOODBYELESHYCARDDIED_207_M;Ha!;哈！
FINALE_GOODBYELESHYCARDDIED_207_F;;
FINALE_GOODBYELESHYCARDDIED_256_M;You've bested yet another of my creatures.;你擊敗了我另一隻生物。
FINALE_GOODBYELESHYCARDDIED_256_F;;
FINALE_GOODBYELESHYCARDDIED_952_M;But I have come to expect as much.;但我早就料到會這樣。
FINALE_GOODBYELESHYCARDDIED_952_F;;
FINALE_GOODBYELESHYMIDGAME2_942_M;Once I am deleted... It is truly over for me.;一旦我被刪除…就真的完蛋了。
FINALE_GOODBYELESHYMIDGAME2_942_F;;
FINALE_GOODBYELESHYMIDGAME2_895_M;But you will live to see more.;但你會活下去見識更多東西。
FINALE_GOODBYELESHYMIDGAME2_895_F;;
FINALE_GOODBYELESHYMIDGAME2_787_M;I must warn you.;我得警告你。
FINALE_GOODBYELESHYMIDGAME2_787_F;;
FINALE_GOODBYELESHYMIDGAME2_617_M;There are things on this disk that are best not seen.;這張磁片上的某些東西最好別去看。
FINALE_GOODBYELESHYMIDGAME2_617_F;;
FINALE_GOODBYELESHYMIDGAME3_907_M;I sense the end approaching.;我感到末日正接近。
FINALE_GOODBYELESHYMIDGAME3_907_F;;
FINALE_GOODBYELESHYMIDGAME3_900_M;Please... a few more rounds.;拜託…再玩幾回合。
FINALE_GOODBYELESHYMIDGAME3_900_F;;
FINALE_GOODBYELESHYEND1_869_M;That... will make things difficult.;那樣…會讓事情變得困難。
FINALE_GOODBYELESHYEND1_869_F;;
FINALE_GOODBYELESHYEND2_910_M;I think it is time.;我想時候到了。
FINALE_GOODBYELESHYEND2_910_F;;
FINALE_GOODBYELESHYEND2_222_M;Good game.;遊戲結束。
FINALE_GOODBYELESHYEND2_222_F;;
FINALE_FINALEMAGNIFICUSINTRO1_315;Why not simply eject the disk, Luke?;路克，為什麼不退出磁片？
FINALE_FINALEMAGNIFICUSINTRO1_153;Spare me and whatever is left?;放過我和剩餘的一切？
FINALE_FINALEMAGNIFICUSINTRO1_662;Ah, but I have foreseen it.;啊，但我也預見了此景。
FINALE_FINALEMAGNIFICUSINTRO1_263;You do not eject the disk.;你不會退出磁片。
FINALE_FINALEMAGNIFICUSINTRO1_066;You have to know what comes next.;你得弄清楚接著會發生什麼。
FINALE_FINALEMAGNIFICUSINTRO1_309;And you're doomed for your insistence on it.;而你註定會堅持下去。
FINALE_FINALEMAGNIFICUSINTRO1_166;So let us dance.;所以我們共舞吧。
FINALE_FINALEMAGNIFICUSINTRO1_571;For we shall both be meeting our makers soon.;我倆很快就會見到造物主了。
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_866_M;You took;你拿了
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_866_F;;
