Column1;Column10;ITA 
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_636_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_355_M;Guy had a plan for every eventuality.;Aveva un piano per ogni situazione possibile.
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_355_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_539_M;That is, except for [c:bG]The Great Transcendence[c:].;Certo, tranne per [c:bG]la Grande Trascendenza[c:].
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_539_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_514_M;Oh, right.;Oh, giusto.
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_514_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_079_M;This [c:bG]Uberbot[c:]...;Questo [c:bG]Überbot[c:]...
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_079_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_368_M;Well, you'll see.;Beh, vedrai da te.
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_368_F;;
GOO_BOTTLE_GOODEFAULT_125_M;Arrrrghh!;Arrgh!
GOO_BOTTLE_GOODEFAULT_125_F;;
GOO_BOTTLE_GOODEFAULT_REPEAT_#1_886_M;Rrrrgh...;Rrrgh...
GOO_BOTTLE_GOODEFAULT_REPEAT_#1_886_F;;
GOO_BOTTLE_GOODEFAULT_REPEAT_#2_618_M;Rrrgh! Arrrgh!;Rrrgh! Arrrgh!
GOO_BOTTLE_GOODEFAULT_REPEAT_#2_618_F;;
GOO_BOTTLE_GOODEFAULT_REPEAT_#3_975_M;Arrrrghh! Oh the agony!;Arrrgh! Oh, che agonia!
GOO_BOTTLE_GOODEFAULT_REPEAT_#3_975_F;;
GOO_BOTTLE_GOOWIZARDEYE_781_M;Could it be?;Può essere?
GOO_BOTTLE_GOOWIZARDEYE_781_F;;
GOO_BOTTLE_GOOWIZARDEYE_798_M;You have The Master's eye!;Hai l'occhio del Maestro!
GOO_BOTTLE_GOOWIZARDEYE_798_F;;
GOO_BOTTLE_GOOWIZARDEYE_478_M;D-does this mean The Master can see me?;S-Significa che il Maestro può vedermi?
GOO_BOTTLE_GOOWIZARDEYE_478_F;;
GOO_BOTTLE_GOOWIZARDEYE_366_M;Magnificus? Can you see me?;Magnificus? Riesce a vedermi?
GOO_BOTTLE_GOOWIZARDEYE_366_F;;
GOO_BOTTLE_GOOWIZARDEYE_897_M;Can you free me?;Può liberarmi?
GOO_BOTTLE_GOOWIZARDEYE_897_F;;
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_872_M;I am serious. You cannot use that.;Sono serio. Non puoi usarla.
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_872_F;;
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_746_M;There is no possible use for it.;Non puoi usarla in nessun modo.
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_746_F;;
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_374_M;I'll place it on that shelf over there for now.;Per ora la metterò su quella mensola.
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_374_F;;
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_172_M;My advice? Avoid it.;Il mio consiglio? Evitala.
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_172_F;;
GOO_BOTTLE_GOOINTRO_808_M;The pain is unbearable!;Il dolore è insopportabile!
GOO_BOTTLE_GOOINTRO_808_F;;
GOO_BOTTLE_GOOINTRO_437_M;Even after all these years...;Anche dopo tutti questi anni...
GOO_BOTTLE_GOOINTRO_437_F;;
GOO_BOTTLE_GOOINTRO_542_M;What do you want?;Che cosa vuoi?
GOO_BOTTLE_GOOINTRO_542_F;;
GOO_BOTTLE_GOOINTRO_011_M;I have very little to live for these days...;Ho ben poco per cui vivere di questi tempi...
GOO_BOTTLE_GOOINTRO_011_F;;
PART_3_TRADER_TRADERMASKINTRO_716_M;!DELETED!;!CANCELLATO!
PART_3_TRADER_TRADERMASKINTRO_716_F;;
PART_3_TRADER_TRADERMASKINTRO_757_M;!DELETED!;!CANCELLATO!
PART_3_TRADER_TRADERMASKINTRO_757_F;;
PART_3_TRADER_TRADERMASKINTRO_189_M;!DELETED!;!CANCELLATO!
PART_3_TRADER_TRADERMASKINTRO_189_F;;
PART_3_GAME_FLOW_PART3INTRO2_790_M;This is Botopia. A once great technological paradise.;Questa è Botopia. Un tempo, grande paradiso tecnologico.
PART_3_GAME_FLOW_PART3INTRO2_790_F;;
PART_3_GAME_FLOW_PART3INTRO2_358_M;It's ruled over by four... uh...;Ora è governata da quattro... uh...
PART_3_GAME_FLOW_PART3INTRO2_358_F;;
PART_3_GAME_FLOW_PART3INTRO2_279_M;[c:bG]Uberbots[c:]... that's right.;[c:bG]Überbot[c:]... giusto.
PART_3_GAME_FLOW_PART3INTRO2_279_F;;
PART_3_GAME_FLOW_PART3INTRO2_747_M;And you've got to get out there and beat them.;E tu devi andare a batterli.
PART_3_GAME_FLOW_PART3INTRO2_747_F;;
PART_3_GAME_FLOW_PART3INTRO2_323_M;Why?;Perché?
PART_3_GAME_FLOW_PART3INTRO2_323_F;;
PART_3_GAME_FLOW_PART3INTRO2_437_M;To perform [c:bG]The Great Transcendence[c:] of course.;Per compiere [c:bG]la Grande Trascendenza[c:], ovvio.
PART_3_GAME_FLOW_PART3INTRO2_437_F;;
PART_3_GAME_FLOW_PART3INTRO2_370_M;Doesn't matter what that means. You want it, OK?;Non importa cosa significa. È quello che vuoi, d'accordo?
PART_3_GAME_FLOW_PART3INTRO2_370_F;;
PART_3_GAME_FLOW_PART3HANDCUFFED_293_M;Get up? No.;Alzarti? No.
PART_3_GAME_FLOW_PART3HANDCUFFED_293_F;;
PART_3_GAME_FLOW_PART3HANDCUFFED_824_M;We've got transcending to do.;Abbiamo una trascendenza da compiere.
PART_3_GAME_FLOW_PART3HANDCUFFED_824_F;;
PART_3_MAP_HOLOAREASHOP_030_M;Glorious commerce.;Glorioso commercio.
PART_3_MAP_HOLOAREASHOP_030_F;;
PART_3_MAP_HOLOAREASHOP_391_M;Your [c:bG]robobucks[c:] are accepted here.;Qui le tue [c:bG]robomonete[c:] vengono accettate.
PART_3_MAP_HOLOAREASHOP_391_F;;
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_126_M;This is a cool one.;Questo spacca.
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_126_F;;
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_805_M;I'll overclock one of your cards. Give it an attack buff.;Overcloccherò una delle tue carte. Le do un buff d'attacco.
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_805_F;;
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_335_M;But if it dies it's gone forever.;Ma se muore sparirà per sempre.
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_335_F;;
PART_3_TUTORIAL_TUTORIALOVERCLOCK2_589_M;Done. Don't let it die.;Fatto. Non farla morire.
PART_3_TUTORIAL_TUTORIALOVERCLOCK2_589_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_481_M;!DELETED!;!CANCELLATO!
PART_3_TUTORIAL_TUTORIALATTACHGEM_481_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_405_M;!DELETED!;!CANCELLATO!
PART_3_TUTORIAL_TUTORIALATTACHGEM_405_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_116_M;!DELETED!;!CANCELLATO!
PART_3_TUTORIAL_TUTORIALATTACHGEM_116_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_199_M;!DELETED!;!CANCELLATO!
PART_3_TUTORIAL_TUTORIALATTACHGEM_199_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_812_M;!DELETED!;!CANCELLATO!
PART_3_TUTORIAL_TUTORIALATTACHGEM_812_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_587_M;Remember your Side Deck?;Ricordi il tuo mazzo secondario?
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_587_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_545_M;That useless thing with all the [c:bR]Empty Vessels[c:]?;Quella cosa inutile con tutti i [c:bR]Contenitori vuoti[c:]?
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_545_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_041_M;It's about to get less useless.;Sta per diventare meno inutile.
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_041_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK3_476_M;Interesting...;Interessante...
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK3_476_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK3_948_M;I'm not sure that was right, but they all have [c:bR][v:0][c:] now.;Non sono sicuro fosse corretto, ma ora hanno tutte [c:bR][v:0][c:].
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK3_948_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK2_371_M;Your pick will be installed on every [c:bR]Empty Vessel[c:] card.;La tua scelta verrà installata su ogni carta [c:bR]Contenitore vuoto[c:].
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK2_371_F;;
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_401_M;Ho! A traveller!;Oh! Un viaggiatore!
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_401_F;Ho! A traveller!;Oh! Una viaggiatrice!
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_425_M;These parts do not see many.;Non se ne vedono molti da queste parti.
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_425_F;These parts do not see many.;Non se ne vedono molte da queste parti.
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_407_M;You wish to pass these blades?;Vorresti oltrepassare quelle lame?
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_407_F;;
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_714_M;You wish to pass this ice?;Vorresti oltrepassare questo ghiaccio?
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_714_F;;
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_066_M;Well, I suppose I could c-c-clear it.;Beh, suppongo che potrei s-s-sgomberare il passaggio.
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_066_F;;
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_324_M;A little bit of [c:bR]heat[c:] should do the trick.;Un poco di [c:bR]calore[c:] dovrebbe risolvere il problema.
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_324_F;;
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_051_M;Heh... Heheh...;Eh... Eh eh eh...
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_051_F;;
PART_3_MAP_HOLOMAPNATURESHORTCUT_049_M;This here g-gold?;Questo è o-oro?
PART_3_MAP_HOLOMAPNATURESHORTCUT_049_F;;
PART_3_MAP_HOLOMAPNATURESHORTCUT_521_M;I were just 'bout to mine it.;Stavo giusto per estrarlo.
PART_3_MAP_HOLOMAPNATURESHORTCUT_521_F;;
PART_3_MAP_HOLOMAPNATURESHORTCUT_514_M;Guess all I needed were a kick in the pants!;Immagino mi servisse giusto un calcio nel didietro!
PART_3_MAP_HOLOMAPNATURESHORTCUT_514_F;;
PART_3_MAP_P03CHECKSECURITYCAMS1_662_M;Hold on a minute. I got a notification.;Aspetta un momento. Mi è arrivata una notifica.
PART_3_MAP_P03CHECKSECURITYCAMS1_662_F;;
PART_3_MAP_P03CHECKSECURITYCAMS1_959_M;[c:bR]What?![c:];[c:bR]Cosa?![c:]
PART_3_MAP_P03CHECKSECURITYCAMS1_959_F;;
PART_3_MAP_P03CHECKSECURITYCAMS2_467_M;That's it. The Dredging Room security camera is busted.;Ecco qua. La videocamera di sicurezza della Sala di dragaggio è scassata.
PART_3_MAP_P03CHECKSECURITYCAMS2_467_F;;
PART_3_MAP_P03CHECKSECURITYCAMS2_240_M;It's nothing.;Non è niente.
PART_3_MAP_P03CHECKSECURITYCAMS2_240_F;;
PART_3_MAP_P03CHECKSECURITYCAMS2_433_M;It's probably nothing.;Non credo sia nulla di serio.
PART_3_MAP_P03CHECKSECURITYCAMS2_433_F;;
PART_3_MAP_P03CHECKSECURITYCAMS2_994_M;Go check it out right now.;Vai subito a controllare.
PART_3_MAP_P03CHECKSECURITYCAMS2_994_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_823_M;The name's [c:bR][v:0][c:].;Il mio nome è [c:bR][v:0][c:].
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_823_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_789_M;And I'll be takin' that scalp o' yours.;E sto per prendermi il tuo scalpo.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_789_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_996_M;Nothing personal, kid.;Nulla di personale, ragazzino.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_996_F;Nothing personal, kid.;Nulla di personale, ragazzina.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED1_672_M;Thought ye'd seen the last o' [c:bR][v:0][c:], did ya?;Pensavi che non avresti più rivisto [c:bR][v:0][c:], non è così?
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED1_672_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED1_111_M;Think again!;E invece no!
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED1_111_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED1_539_M;I'll be takin' that scalp another day.;Prenderò quello scalpo, ma non oggi!
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED1_539_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED1_883_M;Y'ain't seen the last o' [c:bR][v:0][c:]!;Non è l'ultima volta che incontrerai [c:bR][v:0][c:]!
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED1_883_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS1_986_M;That scalp o' yours fetched me a pretty penny last time.;Quel tuo scalpo mi ha procurato un sacco di soldi l'ultima volta.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS1_986_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS1_569_M;But [c:bR][v:0][c:] is always up fer a rematch!;Ma [c:bR][v:0][c:] non si tira mai indietro per una rivincita!
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS1_569_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED1_218_M;Couldn't catch [c:bR][v:0][c:] last time!;L'ultima volta non sei riuscito a prendere [c:bR][v:0][c:]!
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED1_218_F;Couldn't catch [c:bR][v:0][c:] last time!;L'ultima volta non sei riuscita a prendere [c:bR][v:0][c:]!
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED1_197_M;This time I'll be sure to catch yer scalp.;Questa volta mi assicurerò di prendermi il tuo scalpo.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED1_197_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET2_070_M;Oh honey, don't cry.;Oh, dolcezza, non piangere.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET2_070_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET2_820_M;I'm [c:bR][v:0][c:]. I'll make it swift.;Sono [c:bR][v:0][c:]. Farò in fretta.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET2_820_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED2_049_M;Ouch. It's alright, darling.;Ahi. Va tutto bene, tesoro.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED2_049_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED2_011_M;Remember the name [c:bR][v:0][c:]. I'll be back.;Tieni a mente il mio nome: [c:bR][v:0][c:]. Ritornerò.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED2_011_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS2_519_M;Oh honey, I hope it isn't too painful.;Oh, dolcezza, spero non sia troppo doloroso.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS2_519_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS2_847_M;But I've just got to kill you again.;Ma devo proprio ucciderti un'altra volta.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS2_847_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED2_064_M;Did you remember the name, darling?;Ti sei ricordato il nome, tesoro?
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED2_064_F;Did you remember the name, darling?;Ti sei ricordata il nome, tesoro?
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED2_195_M;It's [c:bR][v:0][c:], and I'm far from dead.;Sono [c:bR][v:0][c:], e sono tutt'altro che morta.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED2_195_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED2_987_M;Honey, you let me off easy last time.;Dolcezza, sei stato troppo gentile con me l'ultima volta.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED2_987_F;Honey, you let me off easy last time.;Dolcezza, sei stata troppo gentile con me l'ultima volta.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED2_890_M;You'll come to see that was a mistake.;Capirai presto che è stato un errore.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED2_890_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_372_M;[c:bR][v:0][c:] reporting for duty.;[c:bR][v:0][c:] a rapporto.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_372_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_646_M;My mission? Eliminate target. Collect bounty.;La mia missione? Eliminare il bersaglio. Riscuotere la taglia.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_646_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_348_M;After that? Maybe start a small business.;Dopo? Magari aprire una piccola attività.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_348_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_858_M;A bed and breakfast... something nice.;Un bed and breakfast... qualcosa di carino.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_858_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_675_M;Settle down. Find a partner. Manufacture some children.;Sistemarmi. Trovare una persona da amare. Fabbricare qualche figlio.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_675_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_233_M;Grow old. Pass the business on to my children.;Invecchiare. Lasciare l'attività ai miei figli.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_233_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_395_M;Rust away content with my life's work, surrounded by family.;Lasciarmi arrugginire soddisfatto del mio operato, circondato dalla famiglia.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_395_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_387_M;But first... Eliminate target.;Ma prima... Eliminare il bersaglio.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_387_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED3_333_M;There's still hope for [c:bR][v:0][c:].;C'è ancora speranza per [c:bR][v:0][c:].
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED3_333_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED3_641_M;I can... still find happiness.;Posso... ancora trovare felicità.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED3_641_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_005_M;Did you think I had perished?;Pensavi fossi morto?
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_005_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_968_M;[c:bR][v:0][c:] reporting back in for duty.;[c:bR][v:0][c:] nuovamente a rapporto.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_968_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_049_M;My mission? Well you know that now.;La mia missione? Beh, ormai lo sai.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_049_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_228_M;I collected your bounty last time... yes.;Ho riscosso la tua taglia, l'ultima volta... sì.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_228_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_798_M;But it wasn't nearly enough to start a bed and breakfast!;Ma non mi basta per avviare un bed and breakfast!
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_798_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_872_M;My mission: Eliminate target again. Collect bounty again.;La mia missione. Eliminare di nuovo il bersaglio. Riscuotere di nuovo la taglia.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_872_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_546_M;Repeat... until I can put down a payment on that cottage.;Ripetere... finché non potrò pagare l'acconto per quella villetta.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_546_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED3_650_M;I will... tell my future children of this moment.;Racconterò... di questo momento ai miei futuri figli.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED3_650_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED3_208_M;We will laugh together about it one day.;Un giorno ne rideremo insieme.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED3_208_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET4_325_M;[c:bR][v:0][c:] here.;Sono [c:bR][v:0][c:].
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET4_325_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET4_966_M;Let's get down to business.;Mettiamoci al lavoro.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET4_966_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED4_030_M;[c:bR][v:0][c:] back again.;Sono sempre [c:bR][v:0][c:].
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED4_030_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED4_596_M;Shouldn't have let me off easy last time.;Non avresti dovuto andarci così leggero l'ultima volta.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED4_596_F;Shouldn't have let me off easy last time.;Non avresti dovuto andarci così leggera l'ultima volta.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED4_869_M;The injuries you dealt me were easily repaired.;I danni che mi hai inferto sono stati riparati con facilità.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED4_869_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS4_592_M;An opportunity to double my money?;Un'opportunità per raddoppiare il mio guadagno?
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS4_592_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS4_142_M;Hard to say no to that!;È difficile dire di no!
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS4_142_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED4_570_M;My injuries... are severe.;I miei danni... sono seri.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED4_570_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED4_486_M;I shall retire for now.;Per il momento mi ritirerò.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED4_486_F;;
PART_3_TUTORIAL_TUTORIALBOUNTY_903_M;Are you wondering about that star?;Ti stai chiedendo cos'è quella stella?
PART_3_TUTORIAL_TUTORIALBOUNTY_903_F;;
PART_3_TUTORIAL_TUTORIALBOUNTY_049_M;You've been winning a lot. Now you've got a bounty on your head.;Stai vincendo un sacco. Ora hai una taglia sulla testa.
PART_3_TUTORIAL_TUTORIALBOUNTY_049_F;;
PART_3_TUTORIAL_TUTORIALBOUNTY_250_M;It's sure to attract [c:bG]Bounty Hunters[c:]...;Attirerà di certo dei [c:bG]cacciatori di taglie[c:]...
PART_3_TUTORIAL_TUTORIALBOUNTY_250_F;;
PART_3_TUTORIAL_TUTORIALBOUNTY_143_M;It resets when you die though.;Ma quando muori si resetta.
PART_3_TUTORIAL_TUTORIALBOUNTY_143_F;;
PART_3_TUTORIAL_TUTORIALBOUNTYTIERS_850_M;Another star on your head. Your bounty is higher.;Un'altra stella sulla tua testa. La tua taglia si è alzata.
PART_3_TUTORIAL_TUTORIALBOUNTYTIERS_850_F;;
PART_3_TUTORIAL_TUTORIALBOUNTYTIERS_712_M;[c:bG]Bounty Hunters[c:] of a higher caliber may come calling.;Potrebbero farti visita [c:bG]cacciatori di taglie[c:] di calibro maggiore.
PART_3_TUTORIAL_TUTORIALBOUNTYTIERS_712_F;;
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_931_M;One of your cards is about to gain an alter ego.;Una delle tue carte sta per guadagnarsi un alter ego.
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_931_F;;
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_179_M;As a beast.;Come bestia.
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_179_F;;
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_803_M;And you get to choose which card and which beast.;E tu puoi scegliere quale carta e quale bestia.
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_803_F;;
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_738_M;It's not that complicated.;Non è così complicato.
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_738_F;;
PART_3_TUTORIAL_TUTORIALRECYCLECARD_282_M;You will destroy one of your cards now.;Ora distruggerai una delle tue carte.
PART_3_TUTORIAL_TUTORIALRECYCLECARD_282_F;;
PART_3_TUTORIAL_TUTORIALRECYCLECARD_729_M;Don't be an idiot. This is better than getting a new one.;Non fare l'idiota. È meglio che riceverne una nuova.
PART_3_TUTORIAL_TUTORIALRECYCLECARD_729_F;;
PART_3_TUTORIAL_TUTORIALRECYCLECARD_817_M;Makes your deck more consistent.;Rende il tuo mazzo più coerente.
