Column1;Column10;SP 
PART_3_TUTORIAL_TUTORIALRECYCLECARD_729_M;Don't be an idiot. This is better than getting a new one.;No seas idiota. Es mejor que conseguir una nueva.
PART_3_TUTORIAL_TUTORIALRECYCLECARD_729_F;;
PART_3_TUTORIAL_TUTORIALRECYCLECARD_817_M;Makes your deck more consistent.;Así tu mazo es más consistente.
PART_3_TUTORIAL_TUTORIALRECYCLECARD_817_F;;
PART_3_TUTORIAL_TUTORIALRECYCLECARD_722_M;And I'll give you RoboBucks for it.;Y te daré robopavos a cambio.
PART_3_TUTORIAL_TUTORIALRECYCLECARD_722_F;;
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_548_M;Time to cut a card.;Es hora de cortar una carta.
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_548_F;;
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#1_024_M;Pick your worst one.;Elige la peor que tengas.
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#1_024_F;;
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#2_030_M;You pick, I recycle.;Tú eliges, yo reciclo.
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#2_030_F;;
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#3_387_M;Pick one. I'll destroy it.;Elige una. La destruiré.
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#3_387_F;;
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#4_846_M;Time to trash a card.;Es hora de cargarse una carta.
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#4_846_F;;
TUTORIAL_TUTORIALCOSTBASEDCHOICE_568_M;You must make a different kind of choice now.;Ahora debes tomar una decisión diferente.
TUTORIAL_TUTORIALCOSTBASEDCHOICE_568_F;;
TUTORIAL_TUTORIALCOSTBASEDCHOICE_508_M;Choose not a specific beast...;No debes elegir una bestia concreta...
TUTORIAL_TUTORIALCOSTBASEDCHOICE_508_F;;
TUTORIAL_TUTORIALCOSTBASEDCHOICE_479_M;But decide the [c:bR]cost[c:] that you wish to pay.;Tienes que decidir el [c:bR]coste[c:] que quieras pagar.
TUTORIAL_TUTORIALCOSTBASEDCHOICE_479_F;;
TUTORIAL_TUTORIALTRIBEBASEDCHOICE_720_M;No. You may not choose a specific beast.;No. No puedes elegir una bestia concreta.
TUTORIAL_TUTORIALTRIBEBASEDCHOICE_720_F;;
TUTORIAL_TUTORIALTRIBEBASEDCHOICE_423_M;Instead, you must now decide on a [c:bR]tribe[c:] that you prefer.;En vez de eso, ahora tienes que elegir la [c:bR]tribu[c:] que prefieras.
TUTORIAL_TUTORIALTRIBEBASEDCHOICE_423_F;;
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_764_M;You don't have the [v:1] gem for that.;No tienes una gema de color [v:1] para eso.
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_764_F;;
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_REPEAT_#1_000_M;No [v:1] gem on the table? Then you can't play it.;¿No hay gemas de color [v:1] en la mesa? Entonces no puedes jugar eso.
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_REPEAT_#1_000_F;;
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_REPEAT_#2_585_M;You need at least one [v:1] gem on the board to play that [v:0].;Necesitas al menos una gema de color [v:1] en el tablero para jugar [v:0].
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_REPEAT_#2_585_F;;
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_REPEAT_#3_880_M;Play the required [v:1] gem... Then you can play that.;Juega la gema de color [v:1] que hace falta... y podrás jugar eso.
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_REPEAT_#3_880_F;;
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_190_M;Arrrrghh! It is done!;¡Arrrrghh! ¡Ya está!
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_190_F;;
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_943_M;The Master is free!;¡El Maestro está libre!
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_943_F;;
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_557_M;Oh, the end must be close now.;Oh, el final debe de estar cerca.
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_557_F;;
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_358_M;If Magnificus is free, it must be close.;Si Magnificus está libre, debe de estar cerca.
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_358_F;;
GOO_BOTTLE_GOOCAGEBROKEN_388_M;The cage has been broken.;La jaula se ha roto.
GOO_BOTTLE_GOOCAGEBROKEN_388_F;;
GOO_BOTTLE_GOOCAGEBROKEN_989_M;The wolf statue is free!;¡La estatua de lobo está libre!
GOO_BOTTLE_GOOCAGEBROKEN_989_F;;
GOO_BOTTLE_GOOCAGEBROKEN_107_M;I believe this is a step toward freeing The Master.;Creo que esto es un paso hacia la liberación del Maestro.
GOO_BOTTLE_GOOCAGEBROKEN_107_F;;
GOO_BOTTLE_GOODAGGERUSED_418_M;Arrrghh! I watched that dagger do its work.;¡Arrrghh! Vi cómo esa daga hacía su trabajo.
GOO_BOTTLE_GOODAGGERUSED_418_F;;
GOO_BOTTLE_GOODAGGERUSED_911_M;For a moment... I felt that my misery had company.;Por un momento... pensé que estaba acompañado en mi desgracia.
GOO_BOTTLE_GOODAGGERUSED_911_F;;
GOO_BOTTLE_GOODAGGERUSED_976_M;Oh, but it had its own noble purpose.;Oh, pero tenía su propio propósito noble.
GOO_BOTTLE_GOODAGGERUSED_976_F;;
GOO_BOTTLE_GOODAGGERUSED_356_M;Surely a step toward freeing The Master!;¡Sin duda es un paso hacia la liberación del Maestro!
GOO_BOTTLE_GOODAGGERUSED_356_F;;
GOO_BOTTLE_GOODAGGERTAKEN_717_M;May that dagger find its mark...;Que esa daga encuentre su objetivo...
GOO_BOTTLE_GOODAGGERTAKEN_717_F;;
GOO_BOTTLE_GOODAGGERTAKEN_475_M;You must be brave.;Tienes que ser valiente.
GOO_BOTTLE_GOODAGGERTAKEN_475_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_513_M;The Caged Wolf card has been uncovered I see.;Veo que la carta del lobo enjaulado ha quedado al descubierto.
GOO_BOTTLE_GOOCAGECARDDISCOVERED_513_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_177_M;Much like The Master, the wolf must be set free!;¡Al igual que el Maestro, el lobo debe ser liberado!
GOO_BOTTLE_GOOCAGECARDDISCOVERED_177_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_364_M;See to that. I beg you.;Encárgate de ello. Te lo ruego.
GOO_BOTTLE_GOOCAGECARDDISCOVERED_364_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#1_838_M;I believe The Master has planned for you to find that [c:bR]Caged Wolf[c:]...;Creo que el Maestro ha planeado que encuentres ese [c:bR]lobo enjaulado[c:]...
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#1_838_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#1_318_M;And I believe the wolf inside must be set free.;Y creo que el lobo que hay dentro debe ser liberado.
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#1_318_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#2_722_M;See to it that the [c:bR]Caged Wolf[c:] is loosed.;Encárgate de soltar al [c:bR]lobo enjaulado[c:].
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#2_722_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#2_600_M;I beg you.;Te lo ruego.
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#2_600_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#3_809_M;Rrrrgh!;¡Rrrrgh!
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#3_809_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#3_474_M;The pain is sometimes too much to bear!;¡A veces el dolor resulta insoportable!
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#3_474_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_610_M;Rrrggh!;¡Rrrggh!
GOO_BOTTLE_GOOWARDROBEUNLOCKED_610_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_487_M;The wardrobe is unlocked?;¿El guardarropa está abierto?
GOO_BOTTLE_GOOWARDROBEUNLOCKED_487_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_698_M;Fish around in there. Surely The Master had a plan.;Busca por ahí. Seguro que el Maestro tenía un plan.
GOO_BOTTLE_GOOWARDROBEUNLOCKED_698_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_968_M;The puzzles are simple-;Los puzles son sencillos...
GOO_BOTTLE_GOOWARDROBEUNLOCKED_968_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_741_M;Arrrgh!;¡Arrrgh!
GOO_BOTTLE_GOOWARDROBEUNLOCKED_741_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_770_M;If you know what the sigils do.;Si sabes lo que hacen los sellos.
GOO_BOTTLE_GOOWARDROBEUNLOCKED_770_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_298_M;You wish to open those drawers?;¿Quieres abrir esos cajones?
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_298_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_362_M;Have you no wits at all?;¿Es que no tienes una pizca de seso?
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_362_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_967_M;The game- [c:bR]Rgggh![c:];El juego... [c:bR]¡Rgggh![c:]
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_967_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_499_M;The card game you've been playing.;El juego de cartas al que has estado jugando.
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_499_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_785_M;Do you not see the parallels?;¿No ves los paralelismos?
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_785_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#2_008_M;Those wardrobe drawers... Yes...;Esos cajones del guardarropa... Sí...
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#2_008_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#2_928_M;As with the game, you must tip the scales.;Como sucede en el juego, tienes que inclinar la balanza.
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#2_928_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#2_924_M;As with the game, [c:bR]5[c:] damage is what it takes to win.;Como sucede en el juego, hacen falta [c:bR]5[c:] de daño para ganar.
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#2_924_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#3_977_M;Rrrgggh!;¡Rrrgggh!
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#3_977_F;;
GOO_BOTTLE_GOOANGLERDEFEATED_136_M;Arrrghh!;¡Arrrghh!
GOO_BOTTLE_GOOANGLERDEFEATED_136_F;;
GOO_BOTTLE_GOOANGLERDEFEATED_159_M;Watching The Angler lose...;Ver perder al pescador...
GOO_BOTTLE_GOOANGLERDEFEATED_159_F;;
GOO_BOTTLE_GOOANGLERDEFEATED_473_M;Now that soothed my pain.;Eso ha aliviado mi dolor.
GOO_BOTTLE_GOOANGLERDEFEATED_473_F;;
GOO_BOTTLE_GOOANGLERDEFEATED_512_M;An old rival of mine, that fisherman.;Ese pescador es un viejo rival mío.
GOO_BOTTLE_GOOANGLERDEFEATED_512_F;;
GOO_BOTTLE_GOOANGLERDEFEATED_770_M;He bested me this time... But I will have another chance.;Esta vez me ha vencido..., pero tendré otra oportunidad.
GOO_BOTTLE_GOOANGLERDEFEATED_770_F;;
TUTORIAL_TUTORIALSACRIFICINGNOTPERMANENT_196_M;Fear not... The beast is sacrificed, but not removed from your deck.;No temas... La bestia se ha sacrificado, pero no se ha eliminado de tu mazo.
TUTORIAL_TUTORIALSACRIFICINGNOTPERMANENT_196_F;;
TUTORIAL_TUTORIALSACRIFICINGNOTPERMANENT_590_M;Its suffering was real. But you will see it again.;Su sufrimiento era real. Pero volverás a verla.
TUTORIAL_TUTORIALSACRIFICINGNOTPERMANENT_590_F;;
GOO_BOTTLE_GOOLESHYDEFEATED_512_M;I witnessed the final defeat of Leshy over there.;Presencié la derrota final de Leshy allí.
GOO_BOTTLE_GOOLESHYDEFEATED_512_F;;
GOO_BOTTLE_GOOLESHYDEFEATED_046_M;Quite a spectacle!;¡Menudo espectáculo!
GOO_BOTTLE_GOOLESHYDEFEATED_046_F;;
GOO_BOTTLE_GOOLESHYDEFEATED_674_M;Though I had no hope that it would bring me freedom.;Aunque no tenía esperanzas de que eso me diera la libertad.
GOO_BOTTLE_GOOLESHYDEFEATED_674_F;;
GOO_BOTTLE_GOOLESHYDEFEATED_621_M;For that to happen?;Para que eso suceda...
GOO_BOTTLE_GOOLESHYDEFEATED_621_F;;
GOO_BOTTLE_GOOLESHYDEFEATED_425_M;...I think you would need something special up your sleeve.;... Creo que tendrías que tener un as especial en la manga.
GOO_BOTTLE_GOOLESHYDEFEATED_425_F;;
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_390_M;So... close... that last one.;La última persona... estuvo... muy cerca.
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_390_F;;
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_407_M;I doubt you will make it as far.;No creo que llegues tan lejos.
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_407_F;;
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_REPEAT_#1_026_M;The last challenger made it all the way to the end of the path.;La última persona que lo intentó llegó hasta el final del camino.
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_REPEAT_#1_026_F;;
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_REPEAT_#1_303_M;They were not prepared for what awaited them there.;No se había preparado para lo que allí aguardaba.
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_REPEAT_#1_303_F;;
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_REPEAT_#2_459_M;So... close... that last one...;Esa última persona... estuvo... muy cerca...
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_REPEAT_#2_459_F;;
PART_1_RUN_START_NEWRUNVICTORY_526_M;The last challenger managed to defeat me.;La última persona que vino consiguió derrotarme.
PART_1_RUN_START_NEWRUNVICTORY_526_F;;
PART_1_RUN_START_NEWRUNVICTORY_672_M;A rare event.;Algo poco frecuente.
PART_1_RUN_START_NEWRUNVICTORY_672_F;;
PART_1_RUN_START_NEWRUNVICTORY_221_M;Go and ask how they did it...;Ve a preguntarle cómo lo hizo...
PART_1_RUN_START_NEWRUNVICTORY_221_F;;
PART_1_RUN_START_NEWRUNVICTORY_867_M;You will find them hanging from the door over there.;La encontrarás colgada de la puerta de allí.
PART_1_RUN_START_NEWRUNVICTORY_867_F;;
PART_1_RUN_START_NEWRUNVICTORY_REPEAT_#1_001_M;Your predecessor defied the odds and defeated me.;La persona que vino antes que tú desafió a la suerte y me derrotó.
PART_1_RUN_START_NEWRUNVICTORY_REPEAT_#1_001_F;;
PART_1_RUN_START_NEWRUNVICTORY_REPEAT_#1_628_M;It is unlikely to happen again.;No es probable que se repita.
PART_1_RUN_START_NEWRUNVICTORY_REPEAT_#1_628_F;;
PART_1_RUN_START_NEWRUNVICTORY_REPEAT_#2_776_M;The challenger before you defeated me.;La persona que te precedió logró vencerme.
PART_1_RUN_START_NEWRUNVICTORY_REPEAT_#2_776_F;;
PART_1_RUN_START_NEWRUNVICTORY_REPEAT_#2_830_M;Now they hang from the door by a nail.;Ahora está colgada de un clavo en la puerta.
PART_1_RUN_START_NEWRUNVICTORY_REPEAT_#2_830_F;;
PART_1_RUN_START_NEWRUNVICTORY_REPEAT_#2_472_M;What could you hope to accomplish?;¿Qué esperas conseguir?
PART_1_RUN_START_NEWRUNVICTORY_REPEAT_#2_472_F;;
GOO_BOTTLE_GOODEFAULTFILMROLL_146_M;Oh, I see you have a little something special [c:bR]up your sleeve[c:]...;Oh, veo que tienes algo especial [c:bR]en la manga[c:]...
GOO_BOTTLE_GOODEFAULTFILMROLL_146_F;;
GOO_BOTTLE_GOODEFAULTFILMROLL_375_M;Fear not, I won't blow your cover.;No temas, no te desenmascararé.
GOO_BOTTLE_GOODEFAULTFILMROLL_375_F;;
GOO_BOTTLE_GOODEFAULTFILMROLL_691_M;You just need to get a hold of that [c:bR]camera[c:] of his...;Solo tienes que hacerte con su [c:bR]cámara[c:]...
GOO_BOTTLE_GOODEFAULTFILMROLL_691_F;;
GOO_BOTTLE_GOODEFAULTFILMROLL_096_M;Maybe if you defeated him... you would get a chance?;¿Tal vez, si lo derrotaras... tendrías una oportunidad?
GOO_BOTTLE_GOODEFAULTFILMROLL_096_F;;
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#1_303_M;Yes... I see that you have [c:bR]a little something special[c:]...;Sí... Veo que tienes [c:bR]algo especial[c:]...
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#1_303_F;;
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#1_484_M;All you need is an opportunity to use it.;Solo necesitas una oportunidad de usarlo.
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#1_484_F;;
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#1_298_M;I have seen Challengers touch his [c:bR]legendary camera[c:]!;¡He visto a contendientes tocar su [c:bR]legendaria cámara[c:]!
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#1_298_F;;
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#1_675_M;But only if they are able to defeat him...;Pero solo si consiguen derrotarlo...
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#1_675_F;;
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#2_492_M;Defeat him once more. That should do it.;Derrótalo una vez más. Eso debería ser suficiente.
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#2_492_F;;
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#2_971_M;He has no idea what you have [c:bR]up your sleeve[c:]...;No se imagina lo que tienes [c:bR]en la manga[c:]...
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#2_971_F;;
GBC_NPC_CABINP031_396_M;[t:10]Stop.[w:1][t:0] What is that?;[t:10]Alto.[w:1][t:0] ¿Qué es eso?
GBC_NPC_CABINP031_396_F;;
GBC_NPC_CABINP032_496;I had to see your face after you lost.;Tenía que verte la cara después de tu derrota.
GBC_NPC_CABINP032_334;[t:0.1]You're just[w:1] so...;[t:0.1]Eres[w:1] tan...
GBC_NPC_CABINP032_887;[shake:1][t:10][c:bR]BAD![c:];[shake:1][t:10][c:bR]¡MALO![c:]
GBC_NPC_CABINP032_252;It's no wonder we're back here again.;No me extraña que estemos aquí otra vez.
GBC_NPC_CABINP032_261;[t:0.1]And we would've been even sooner if the disk wasn't lost...;[t:0.1]Y habríamos estado antes si no se hubiera perdido el disco...
GBC_NPC_CABINP032_001;[shake:1]Take a long[w:0.3] look[w:0.3] at this face.[w:1] Because you'll never see it again.;[shake:1]Échale un largo[w:0.3] vistazo[w:0.3] a esta cara.[w:1] Porque no volverás a verla.
GBC_NPC_CABINP032_692;[shake:1]I'm done being your pet,[w:0.3][t:0.1] you [w:0.3][shake:1]STINKING[w:1] beast.;[shake:1]Estoy harto de ser tu mascota,[w:0.3][t:0.1] bestia [w:0.3][shake:1]APESTOSA[w:1].
GBC_NPC_CABINP033_165_M;I pushed it too far that last time...;La última vez fui demasiado lejos...
GBC_NPC_CABINP033_165_F;;
GBC_NPC_CABINP033_789_M;Why don't they see?[w:0.4] To live as a beast would be the noblest thing.;¿Por qué no lo ven?[w:0.4] Vivir como una bestia sería lo más noble.
GBC_NPC_CABINP033_789_F;;
GBC_NPC_CABINP033_211_M;Even so lowly a creature as a stoat...;Incluso una criatura tan humilde como un armiño...
GBC_NPC_CABINP033_211_F;;
PART_3_STORY_DREDGINGROOMENCOUNTER1_530_M;The Great Transcendence?;¿La Gran Trascendencia?
PART_3_STORY_DREDGINGROOMENCOUNTER1_530_F;;
PART_3_STORY_DREDGINGROOMENCOUNTER1_742_M;No... We don't think so.;No... Creemos que no.
PART_3_STORY_DREDGINGROOMENCOUNTER1_742_F;;
PART_3_FACTORY_BOMBREMOTEDISCOVERED_128_M;[c:bR]Mrs. Bomb's Remote?[c:] Sure, take it.;[c:bR]¿El mando de la Sra. Bomba?[c:] Claro, cógelo.
PART_3_FACTORY_BOMBREMOTEDISCOVERED_128_F;;
PART_3_FACTORY_BOMBREMOTEDISCOVERED_885_M;Drops bombs on every empty space.;Lanza bombas sobre todos los espacios vacíos.
PART_3_FACTORY_BOMBREMOTEDISCOVERED_885_F;;
PART_3_FACTORY_BOMBREMOTEDISCOVERED_425_M;Tactical board wipe. Don't be stupid about it.;Limpieza táctica del tablero. No la uses tontamente.
PART_3_FACTORY_BOMBREMOTEDISCOVERED_425_F;;
PART_3_MAP_HOLOMAPBROKENBRIDGEFIXED_356_M;It's fixed.;Está arreglado.
PART_3_MAP_HOLOMAPBROKENBRIDGEFIXED_356_F;;
PART_3_MAP_HOLOMAPBROKENBRIDGEFIXED_209_M;You can go on your merry way.;Puedes seguir tu camino alegremente.
PART_3_MAP_HOLOMAPBROKENBRIDGEFIXED_209_F;;
PART_3_MAP_HOLOMAPBROKENBRIDGEFIXED_REPEAT_#1_487_M;What, you're not so merry?;¿Qué pasa? ¿No estás muy alegre?
PART_3_MAP_HOLOMAPBROKENBRIDGEFIXED_REPEAT_#1_487_F;;
PART_3_MAP_HOLOMAPBROKENBRIDGEFIXED_REPEAT_#1_418_M;Being a pawn in this petulant android's plot isn't doing it for you?;¿No te gusta ser un peón del juego de un androide quisquilloso?
PART_3_MAP_HOLOMAPBROKENBRIDGEFIXED_REPEAT_#1_418_F;;
PART_3_MAP_HOLOMAPBROKENBRIDGEFIXED_REPEAT_#1_298_M;Reloading personality matrix...;Recargando matriz de personalidad...
PART_3_MAP_HOLOMAPBROKENBRIDGEFIXED_REPEAT_#1_298_F;;
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDALMOSTFULL_603_M;The memory unit on this one won't be able to take much more.;La unidad de memoria de esta no aguantará mucho más.
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDALMOSTFULL_603_F;;
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDALMOSTFULL_REPEAT_#1_997_M;3 abilities? Decent.;¿3 habilidades? No está mal.
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDALMOSTFULL_REPEAT_#1_997_F;;
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDALMOSTFULL_REPEAT_#2_344_M;This one is getting powerful.;Este es cada vez más poderoso.
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDALMOSTFULL_REPEAT_#2_344_F;;
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_487_M;The memory unit on that one is basically full now.;La unidad de memoria de ese está básicamente llena.
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_487_F;;
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_618_M;It's OP enough anyways...;De todas formas, ya es demasiado poderoso...
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_618_F;;
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_REPEAT_#1_498_M;You really filled up that one card.;Has llenado esa carta hasta los topes.
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_REPEAT_#1_498_F;;
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_REPEAT_#1_865_M;All your eggs in one basket.;Todos los huevos en la misma cesta.
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_REPEAT_#1_865_F;;
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_REPEAT_#1_537_M;Smart.;Muy listo.
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_REPEAT_#1_537_F;;
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_REPEAT_#2_181_M;The full 4 abilities. Great.;Las 4 habilidades. Genial.
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_REPEAT_#2_181_F;;
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_REPEAT_#3_219_M;OK, it's OP. I get it.;Vale, tiene muchísimo poder. Entendido.
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_REPEAT_#3_219_F;;
GOO_BOTTLE_OILPAINTINGHINT_811_M;You're wondering about that painting?;¿Estás preguntándote por ese cuadro?
GOO_BOTTLE_OILPAINTINGHINT_811_F;;
GOO_BOTTLE_OILPAINTINGHINT_731_M;I've seen stuff come out of it!;¡He visto salir cosas de él!
GOO_BOTTLE_OILPAINTINGHINT_731_F;;
GOO_BOTTLE_OILPAINTINGHINT_240_M;But only if the cards are aligned just right.;Pero solo si las cartas están correctamente alineadas.
GOO_BOTTLE_OILPAINTINGHINT_240_F;;
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#1_192_M;You're still curious...;Aún sientes curiosidad...
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#1_192_F;;
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#1_947_M;First step would be getting those cards in your deck.;Lo primero sería meter esas cartas en tu mazo.
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#1_947_F;;
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#2_682_M;Rrrgh!;¡Rrrgh!
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#2_682_F;;
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#2_862_M;I know I've seen things come out of that painting.;Sé que he visto cosas salir de ese cuadro.
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#2_862_F;;
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#2_579_M;If the cards are placed just so.;Si las cartas están colocadas de cierta manera.
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#2_579_F;;
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#3_950_M;Take a picture... it will last longer.;Haz una foto... Durará más.
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#3_950_F;;
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#4_301_M;If I were you? I'd leave it alone.;Yo en tu lugar no lo tocaría.
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#4_301_F;;
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#4_425_M;Unless you can place those cards exactly right.;A menos que puedas colocar esas cartas justo como es debido.
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#4_425_F;;
GOO_BOTTLE_GOOSOLVEDOILPAINTING_614_M;You really did it!;¡Lo has conseguido!
GOO_BOTTLE_GOOSOLVEDOILPAINTING_614_F;;
GOO_BOTTLE_GOOSOLVEDOILPAINTING_616_M;I knew I had seen stuff come out of that painting.;Sabía que había visto salir cosas de ese cuadro.
