Column1;Column10;FR 
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED1_218_M;Couldn't catch [c:bR][v:0][c:] last time!;J'ai pas choppé [c:bR][v:0][c:] la dernière fois !
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED1_218_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED1_197_M;This time I'll be sure to catch yer scalp.;Cette fois, j'vais t'faire la peau.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED1_197_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET2_070_M;Oh honey, don't cry.;Oh, mon chou, ne pleure pas.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET2_070_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET2_820_M;I'm [c:bR][v:0][c:]. I'll make it swift.;Moi, c'est [c:bR][v:0][c:]. Je vais faire vite.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET2_820_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED2_049_M;Ouch. It's alright, darling.;Aïe. Ça va aller, mon ange.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED2_049_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED2_011_M;Remember the name [c:bR][v:0][c:]. I'll be back.;Souviens-toi de ce nom : [c:bR][v:0][c:]. On se reverra.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED2_011_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS2_519_M;Oh honey, I hope it isn't too painful.;Oh, mon chou, j'espère que ça ne fait pas trop mal.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS2_519_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS2_847_M;But I've just got to kill you again.;Mais il faut que je te tue à nouveau.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS2_847_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED2_064_M;Did you remember the name, darling?;Tu te souviens de moi, mon ange ?
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED2_064_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED2_195_M;It's [c:bR][v:0][c:], and I'm far from dead.;[c:bR][v:0][c:]. Et je suis loin d'être morte.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED2_195_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED2_987_M;Honey, you let me off easy last time.;Mon chou, tu m'as vite laissée partir, la dernière fois.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED2_987_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED2_890_M;You'll come to see that was a mistake.;Tu vas voir à quel point c'était une erreur.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED2_890_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_372_M;[c:bR][v:0][c:] reporting for duty.;[c:bR][v:0][c:], au rapport.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_372_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_646_M;My mission? Eliminate target. Collect bounty.;Ma mission ? Éliminer la cible, récupérer la prime.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_646_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_348_M;After that? Maybe start a small business.;Après ça ? Peut-être lancer ma petite affaire.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_348_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_858_M;A bed and breakfast... something nice.;Ouvrir un gîte... Quelque chose de chouette.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_858_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_675_M;Settle down. Find a partner. Manufacture some children.;Me poser, trouver quelqu'un, fabriquer des enfants.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_675_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_233_M;Grow old. Pass the business on to my children.;Vieillir, confier ma petite affaire à mes enfants.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_233_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_395_M;Rust away content with my life's work, surrounded by family.;Quitter cette vie, satisfait de mon œuvre, entouré de mes proches.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_395_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_387_M;But first... Eliminate target.;Mais avant ça... Éliminer la cible.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_387_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED3_333_M;There's still hope for [c:bR][v:0][c:].;Il y a encore de l'espoir pour [c:bR][v:0][c:].
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED3_333_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED3_641_M;I can... still find happiness.;Je peux... encore trouver le bonheur.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED3_641_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_005_M;Did you think I had perished?;Tu pensais que j'avais péri ?
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_005_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_968_M;[c:bR][v:0][c:] reporting back in for duty.;[c:bR][v:0][c:], prêt à communiquer le compte rendu de la mission.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_968_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_049_M;My mission? Well you know that now.;Ma mission ? Eh bien, tu la connais, maintenant.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_049_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_228_M;I collected your bounty last time... yes.;J'ai récupéré ta prime la dernière fois... Oui.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_228_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_798_M;But it wasn't nearly enough to start a bed and breakfast!;Mais ce n'était pas assez pour lancer un gîte !
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_798_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_872_M;My mission: Eliminate target again. Collect bounty again.;Ma mission : éliminer à nouveau la cible, récupérer à nouveau la prime.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_872_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_546_M;Repeat... until I can put down a payment on that cottage.;Puis continuer... jusqu'à ce que je puisse verser un acompte pour cette maison.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_546_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED3_650_M;I will... tell my future children of this moment.;Je... raconterai tout cela à mes futurs enfants.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED3_650_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED3_208_M;We will laugh together about it one day.;Un jour, on en rira ensemble.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED3_208_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET4_325_M;[c:bR][v:0][c:] here.;[c:bR][v:0][c:], parée.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET4_325_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET4_966_M;Let's get down to business.;Au boulot.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET4_966_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED4_030_M;[c:bR][v:0][c:] back again.;[c:bR][v:0][c:], de retour.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED4_030_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED4_596_M;Shouldn't have let me off easy last time.;Tu n'aurais pas dû me laisser filer si facilement, la dernière fois.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED4_596_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED4_869_M;The injuries you dealt me were easily repaired.;J'ai pu facilement soigner les blessures que tu m'as infligées.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED4_869_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS4_592_M;An opportunity to double my money?;Une occasion de doubler ma prime ?
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS4_592_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS4_142_M;Hard to say no to that!;Comment est-ce que je pourrais refuser ?
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS4_142_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED4_570_M;My injuries... are severe.;Mes blessures... sont trop graves.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED4_570_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED4_486_M;I shall retire for now.;Il faut que je me retire.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED4_486_F;;
PART_3_TUTORIAL_TUTORIALBOUNTY_903_M;Are you wondering about that star?;Tu te demandes ce que c'est, cette étoile ?
PART_3_TUTORIAL_TUTORIALBOUNTY_903_F;;
PART_3_TUTORIAL_TUTORIALBOUNTY_049_M;You've been winning a lot. Now you've got a bounty on your head.;Tu enchaînes les victoires. Maintenant, ta tête est mise à prix.
PART_3_TUTORIAL_TUTORIALBOUNTY_049_F;;
PART_3_TUTORIAL_TUTORIALBOUNTY_250_M;It's sure to attract [c:bG]Bounty Hunters[c:]...;Ça va attirer les [c:bG]mercenaires[c:], c'est sûr...
PART_3_TUTORIAL_TUTORIALBOUNTY_250_F;;
PART_3_TUTORIAL_TUTORIALBOUNTY_143_M;It resets when you die though.;Toutefois, l'étoile disparaîtra si tu meurs.
PART_3_TUTORIAL_TUTORIALBOUNTY_143_F;;
PART_3_TUTORIAL_TUTORIALBOUNTYTIERS_850_M;Another star on your head. Your bounty is higher.;Une autre étoile sur ta tête. Ta prime augmente.
PART_3_TUTORIAL_TUTORIALBOUNTYTIERS_850_F;;
PART_3_TUTORIAL_TUTORIALBOUNTYTIERS_712_M;[c:bG]Bounty Hunters[c:] of a higher caliber may come calling.;Des [c:bG]mercenaires[c:] de plus haut calibre vont peut-être te rendre visite.
PART_3_TUTORIAL_TUTORIALBOUNTYTIERS_712_F;;
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_931_M;One of your cards is about to gain an alter ego.;Une de tes cartes est sur le point d'avoir un alter ego.
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_931_F;;
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_179_M;As a beast.;Elle va se transformer en brute.
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_179_F;;
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_803_M;And you get to choose which card and which beast.;Tu peux choisir quelle carte et quelle brute.
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_803_F;;
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_738_M;It's not that complicated.;Ce n'est pas compliqué.
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_738_F;;
PART_3_TUTORIAL_TUTORIALRECYCLECARD_282_M;You will destroy one of your cards now.;Tu vas détruire une de tes cartes maintenant.
PART_3_TUTORIAL_TUTORIALRECYCLECARD_282_F;;
PART_3_TUTORIAL_TUTORIALRECYCLECARD_729_M;Don't be an idiot. This is better than getting a new one.;Ne sois pas bête. C'est mieux que d'en avoir une nouvelle.
PART_3_TUTORIAL_TUTORIALRECYCLECARD_729_F;;
PART_3_TUTORIAL_TUTORIALRECYCLECARD_817_M;Makes your deck more consistent.;Ça permet à ton deck d'être plus homogène.
PART_3_TUTORIAL_TUTORIALRECYCLECARD_817_F;;
PART_3_TUTORIAL_TUTORIALRECYCLECARD_722_M;And I'll give you RoboBucks for it.;Et en échange, je te donne des robopièces.
PART_3_TUTORIAL_TUTORIALRECYCLECARD_722_F;;
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_548_M;Time to cut a card.;Il est temps de dire adieu à une carte.
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_548_F;;
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#1_024_M;Pick your worst one.;Choisis la pire que tu as.
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#1_024_F;;
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#2_030_M;You pick, I recycle.;Tu choisis, je recycle.
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#2_030_F;;
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#3_387_M;Pick one. I'll destroy it.;Choisis-en une. Je la détruirai.
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#3_387_F;;
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#4_846_M;Time to trash a card.;Il est temps de mettre une carte à la poubelle.
PART_3_SPECIAL_NODES_RECYCLECARDINTRO_REPEAT_#4_846_F;;
TUTORIAL_TUTORIALCOSTBASEDCHOICE_568_M;You must make a different kind of choice now.;Tu dois faire un genre de choix différent, maintenant.
TUTORIAL_TUTORIALCOSTBASEDCHOICE_568_F;;
TUTORIAL_TUTORIALCOSTBASEDCHOICE_508_M;Choose not a specific beast...;Non pas choisir une créature...
TUTORIAL_TUTORIALCOSTBASEDCHOICE_508_F;;
TUTORIAL_TUTORIALCOSTBASEDCHOICE_479_M;But decide the [c:bR]cost[c:] that you wish to pay.;Mais choisir le [c:bR]coût[c:] que tu veux payer.
TUTORIAL_TUTORIALCOSTBASEDCHOICE_479_F;;
TUTORIAL_TUTORIALTRIBEBASEDCHOICE_720_M;No. You may not choose a specific beast.;Non. Tu ne vas pas choisir une créature.
TUTORIAL_TUTORIALTRIBEBASEDCHOICE_720_F;;
TUTORIAL_TUTORIALTRIBEBASEDCHOICE_423_M;Instead, you must now decide on a [c:bR]tribe[c:] that you prefer.;À la place, tu vas choisir la [c:bR]tribu[c:] que tu préfères.
TUTORIAL_TUTORIALTRIBEBASEDCHOICE_423_F;;
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_764_M;You don't have the [v:1] gem for that.;Il te manque la gemme [v:1].
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_764_F;;
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_REPEAT_#1_000_M;No [v:1] gem on the table? Then you can't play it.;Pas de gemme [v:1] sur le plateau ? Ça veut dire que tu ne peux pas la jouer.
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_REPEAT_#1_000_F;;
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_REPEAT_#2_585_M;You need at least one [v:1] gem on the board to play that [v:0].;Il te faut au moins une gemme [v:1] pour jouer cela.
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_REPEAT_#2_585_F;;
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_REPEAT_#3_880_M;Play the required [v:1] gem... Then you can play that.;Joue d'abord la gemme [v:1]... Et ensuite tu pourras utiliser cette carte.
GAMEPLAY_HINTS_HINT_NOTENOUGHGEMS_REPEAT_#3_880_F;;
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_190_M;Arrrrghh! It is done!;Arrrrgh ! Ça y est !
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_190_F;;
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_943_M;The Master is free!;Le maître est libre !
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_943_F;;
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_557_M;Oh, the end must be close now.;Oh, on ne doit plus être loin de la fin.
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_557_F;;
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_358_M;If Magnificus is free, it must be close.;Si Magnificus est libre, ça veut dire que c'est bientôt fini.
GOO_BOTTLE_GOOWOLFCARDDISCOVERED_358_F;;
GOO_BOTTLE_GOOCAGEBROKEN_388_M;The cage has been broken.;La cage a été cassée.
GOO_BOTTLE_GOOCAGEBROKEN_388_F;;
GOO_BOTTLE_GOOCAGEBROKEN_989_M;The wolf statue is free!;La statue du loup est libre !
GOO_BOTTLE_GOOCAGEBROKEN_989_F;;
GOO_BOTTLE_GOOCAGEBROKEN_107_M;I believe this is a step toward freeing The Master.;C'est un pas vers la libération du maître.
GOO_BOTTLE_GOOCAGEBROKEN_107_F;;
GOO_BOTTLE_GOODAGGERUSED_418_M;Arrrghh! I watched that dagger do its work.;Arrrgh ! J'ai vu cette dague en action.
GOO_BOTTLE_GOODAGGERUSED_418_F;;
GOO_BOTTLE_GOODAGGERUSED_911_M;For a moment... I felt that my misery had company.;Pendant un instant... J'ai eu l'impression de ne plus être seul avec ma misère.
GOO_BOTTLE_GOODAGGERUSED_911_F;;
GOO_BOTTLE_GOODAGGERUSED_976_M;Oh, but it had its own noble purpose.;Oh, mais elle avait son utilité.
GOO_BOTTLE_GOODAGGERUSED_976_F;;
GOO_BOTTLE_GOODAGGERUSED_356_M;Surely a step toward freeing The Master!;Oui, c'est un pas vers la libération du maître !
GOO_BOTTLE_GOODAGGERUSED_356_F;;
GOO_BOTTLE_GOODAGGERTAKEN_717_M;May that dagger find its mark...;Que cette dague trouve sa cible...
GOO_BOTTLE_GOODAGGERTAKEN_717_F;;
GOO_BOTTLE_GOODAGGERTAKEN_475_M;You must be brave.;Tu dois être brave.
GOO_BOTTLE_GOODAGGERTAKEN_475_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_513_M;The Caged Wolf card has been uncovered I see.;Je vois que la carte du loup en cage a été dévoilée.
GOO_BOTTLE_GOOCAGECARDDISCOVERED_513_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_177_M;Much like The Master, the wolf must be set free!;Comme le maître, le loup doit être libéré !
GOO_BOTTLE_GOOCAGECARDDISCOVERED_177_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_364_M;See to that. I beg you.;Fais-le, par pitié.
GOO_BOTTLE_GOOCAGECARDDISCOVERED_364_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#1_838_M;I believe The Master has planned for you to find that [c:bR]Caged Wolf[c:]...;Je pense que le maître savait que tu trouverais le [c:bR]loup en cage[c:]...
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#1_838_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#1_318_M;And I believe the wolf inside must be set free.;Et je pense qu'il doit être libéré.
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#1_318_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#2_722_M;See to it that the [c:bR]Caged Wolf[c:] is loosed.;Fais en sorte de relâcher le [c:bR]loup en cage[c:].
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#2_722_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#2_600_M;I beg you.;Par pitié.
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#2_600_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#3_809_M;Rrrrgh!;Rrrrgh !
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#3_809_F;;
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#3_474_M;The pain is sometimes too much to bear!;La douleur est par moments insupportable !
GOO_BOTTLE_GOOCAGECARDDISCOVERED_REPEAT_#3_474_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_610_M;Rrrggh!;Rrrggh !
GOO_BOTTLE_GOOWARDROBEUNLOCKED_610_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_487_M;The wardrobe is unlocked?;L'armoire est ouverte ?
GOO_BOTTLE_GOOWARDROBEUNLOCKED_487_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_698_M;Fish around in there. Surely The Master had a plan.;Fouille. Je suis sûr que le maître a un plan.
GOO_BOTTLE_GOOWARDROBEUNLOCKED_698_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_968_M;The puzzles are simple-;Les casse-têtes sont simp-
GOO_BOTTLE_GOOWARDROBEUNLOCKED_968_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_741_M;Arrrgh!;Arrrgh !
GOO_BOTTLE_GOOWARDROBEUNLOCKED_741_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_770_M;If you know what the sigils do.;Si tu sais à quoi servent les emblèmes.
GOO_BOTTLE_GOOWARDROBEUNLOCKED_770_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_298_M;You wish to open those drawers?;Tu veux ouvrir ces tiroirs ?
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_298_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_362_M;Have you no wits at all?;Tu ne comprends vraiment rien à rien, pas vrai ?
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_362_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_967_M;The game- [c:bR]Rgggh![c:];Le jeu... [c:bR]Rgggh ![c:]
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_967_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_499_M;The card game you've been playing.;Le jeu de cartes auquel tu as joué.
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_499_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_785_M;Do you not see the parallels?;Tu ne vois pas les ressemblances ?
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#1_785_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#2_008_M;Those wardrobe drawers... Yes...;Les tiroirs de cette armoire... Oui...
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#2_008_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#2_928_M;As with the game, you must tip the scales.;Comme dans le jeu, tu dois faire pencher la balance.
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#2_928_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#2_924_M;As with the game, [c:bR]5[c:] damage is what it takes to win.;Comme dans le jeu, [c:bR]5[c:] points de dégâts suffisent à gagner.
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#2_924_F;;
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#3_977_M;Rrrgggh!;Rrrgggh !
GOO_BOTTLE_GOOWARDROBEUNLOCKED_REPEAT_#3_977_F;;
GOO_BOTTLE_GOOANGLERDEFEATED_136_M;Arrrghh!;Arrrghh !
GOO_BOTTLE_GOOANGLERDEFEATED_136_F;;
GOO_BOTTLE_GOOANGLERDEFEATED_159_M;Watching The Angler lose...;Voir le pêcheur perdre...
GOO_BOTTLE_GOOANGLERDEFEATED_159_F;;
GOO_BOTTLE_GOOANGLERDEFEATED_473_M;Now that soothed my pain.;Ça a calmé ma douleur.
GOO_BOTTLE_GOOANGLERDEFEATED_473_F;;
GOO_BOTTLE_GOOANGLERDEFEATED_512_M;An old rival of mine, that fisherman.;Ce pêcheur, c'est un vieux rival.
GOO_BOTTLE_GOOANGLERDEFEATED_512_F;;
GOO_BOTTLE_GOOANGLERDEFEATED_770_M;He bested me this time... But I will have another chance.;Cette fois, il m'a eu... Mais j'aurai une autre occasion de le battre.
GOO_BOTTLE_GOOANGLERDEFEATED_770_F;;
TUTORIAL_TUTORIALSACRIFICINGNOTPERMANENT_196_M;Fear not... The beast is sacrificed, but not removed from your deck.;N'aie crainte... La créature est sacrifiée, mais elle reste dans ton deck.
TUTORIAL_TUTORIALSACRIFICINGNOTPERMANENT_196_F;;
TUTORIAL_TUTORIALSACRIFICINGNOTPERMANENT_590_M;Its suffering was real. But you will see it again.;Sa souffrance était bien réelle. Mais tu la reverras.
TUTORIAL_TUTORIALSACRIFICINGNOTPERMANENT_590_F;;
GOO_BOTTLE_GOOLESHYDEFEATED_512_M;I witnessed the final defeat of Leshy over there.;J'ai assisté à la dernière défaite de Leshy.
GOO_BOTTLE_GOOLESHYDEFEATED_512_F;;
GOO_BOTTLE_GOOLESHYDEFEATED_046_M;Quite a spectacle!;Quel spectacle !
GOO_BOTTLE_GOOLESHYDEFEATED_046_F;;
GOO_BOTTLE_GOOLESHYDEFEATED_674_M;Though I had no hope that it would bring me freedom.;Mais je savais bien que je ne deviendrais pas libre pour autant.
GOO_BOTTLE_GOOLESHYDEFEATED_674_F;;
GOO_BOTTLE_GOOLESHYDEFEATED_621_M;For that to happen?;Pour que je sois libéré ?
GOO_BOTTLE_GOOLESHYDEFEATED_621_F;;
GOO_BOTTLE_GOOLESHYDEFEATED_425_M;...I think you would need something special up your sleeve.;... Je pense que tu aurais besoin d'un plan élaboré.
GOO_BOTTLE_GOOLESHYDEFEATED_425_F;;
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_390_M;So... close... that last one.;L'âme avant toi... Elle était si près du but...
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_390_F;;
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_407_M;I doubt you will make it as far.;Je doute que tu arrives à aller aussi loin.
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_407_F;;
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_REPEAT_#1_026_M;The last challenger made it all the way to the end of the path.;La personne avant toi a réussi à voir le bout.
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_REPEAT_#1_026_F;;
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_REPEAT_#1_303_M;They were not prepared for what awaited them there.;Elle n'était pas préparée à ce qui l'attendait.
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_REPEAT_#1_303_F;;
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_REPEAT_#2_459_M;So... close... that last one...;L'âme avant toi... Si près du but...
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_REPEAT_#2_459_F;;
PART_1_RUN_START_NEWRUNVICTORY_526_M;The last challenger managed to defeat me.;La personne avant toi a réussi à me battre.
PART_1_RUN_START_NEWRUNVICTORY_526_F;;
PART_1_RUN_START_NEWRUNVICTORY_672_M;A rare event.;Ça arrive très rarement.
PART_1_RUN_START_NEWRUNVICTORY_672_F;;
PART_1_RUN_START_NEWRUNVICTORY_221_M;Go and ask how they did it...;Tu peux toujours lui demander comment...
PART_1_RUN_START_NEWRUNVICTORY_221_F;;
