Column1;Column10;POR 
GBC_WORLD_WIZARDTEMPLENOTEDESK_589_M;The note reads: [c:gray]Dearest Grimora, I believe P03's plot may go far past the extent of a common power grab.;O bilhete diz, [c:gray]Cara Grimora, creio que o plano do P03 seja mais perigoso que uma simples busca por poder.
GBC_WORLD_WIZARDTEMPLENOTEDESK_589_F;;
GBC_WORLD_WIZARDTEMPLENOTEDESK_860_M;[c:gray]Indeed, this "Great Transcendence" will have catastrophic and unpredictable results.;[c:gray]Temo que esta "Suma Transcendência" possa ter resultados imprevisíveis e catastróficos.
GBC_WORLD_WIZARDTEMPLENOTEDESK_860_F;;
GBC_WORLD_WIZARDTEMPLENOTEDESK_697_M;The note is incomplete and ends abruptly: [c:gray]I urge you to consider-[c:];O bilhete está incompleto e acaba abruptamente: [c:gray]Peço que você considere-[c:]
GBC_WORLD_WIZARDTEMPLENOTEDESK_697_F;;
GBC_NPC_PROSPECTORNPCMEATREMINDER_752_M;Dag nab it,[w:0.2] I can[w:0.2] [c:R]smell[c:][w:0.2] that [c:R]meat[c:] on ye!;Ôxi,[w:0.2] tô sentindo[w:0.2] [c:R]cheiro[c:][w:0.2] de [c:R]carne[c:] em você!
GBC_NPC_PROSPECTORNPCMEATREMINDER_752_F;;
GBC_NPC_PROSPECTORNPCMEATREMINDER_359_M;And I'm still missin' that dang hound...[w:0.3] Can't ye put a little in her [c:R]bowl[c:]?;E ainda não achei aquela sabuja danada...[w:0.3] Você podia botá um pouco na [c:R]tigela[c:] dela?
GBC_NPC_PROSPECTORNPCMEATREMINDER_359_F;;
HOLDABLEGEMSMODULE_891_M;You can change the color of the gems you draw from your Side Deck.;Você pode mudar a cor das joias que você compra da reserva.
HOLDABLEGEMSMODULE_891_F;;
GRIMORAGAMEFLOWMANAGER_048_M;It is time to rest.;Hora de descansar.
GRIMORAGAMEFLOWMANAGER_048_F;;
MAGNIFICUSGAMEFLOWMANAGER_872_M;I must... still...;Ainda tenho que...
MAGNIFICUSGAMEFLOWMANAGER_872_F;;
MAGNIFICUSGAMEFLOWMANAGER_301_M;Shake your hand...;Apertar a sua mão...
MAGNIFICUSGAMEFLOWMANAGER_301_F;;
BUILDTOTEMSEQUENCER_890_M;Choose.;Escolha.
BUILDTOTEMSEQUENCER_890_F;;
BUYPELTSSEQUENCER_463_M;You'll need more teeth for that one.;Você precisa de mais dentes pra essa aí.
BUYPELTSSEQUENCER_463_F;;
CARDMERGESEQUENCER_743_M;You stumbled into some strange stones in the mist.;Você se depara com pedras estranhas em meio à névoa.
CARDMERGESEQUENCER_743_F;;
CARDMERGESEQUENCER_140_M;You were compelled to choose a worthy [c:bR]sacrifice.[c:] One that will be lost forever...;Você se sente impelido a fazer um [c:bR]sacrifício[c:] marcante. Um que será irreversível...
CARDMERGESEQUENCER_140_F;You were compelled to choose a worthy [c:bR]sacrifice.[c:] One that will be lost forever...;Você se sente impelida a fazer um [c:bR]sacrifício[c:] marcante. Um que será irreversível...
CARDMERGESEQUENCER_330_M;You looked upon your menagerie and selected a healthy [c:bR]host.[c:];Você pondera sobre o seu bestiário em busca de um [c:bR]espécime[c:] saudável.
CARDMERGESEQUENCER_330_F;;
CARDMERGESEQUENCER_014_M;There are no compatible sacrifices... It won't work.;Não há sacrifícios compatíveis... Não vai funcionar.
CARDMERGESEQUENCER_014_F;;
CARDREMOVESEQUENCER_245_M;You came across some familiar stones. But there was something different...;Você encontra um familiar agrupamento de pedras. Contudo, há algo diferente...
CARDREMOVESEQUENCER_245_F;;
CARDREMOVESEQUENCER_260_M;You intuited that the fate of the creature selected for this... would not be pleasant.;Você infere que o destino da criatura escolhida não será... agradável.
CARDREMOVESEQUENCER_260_F;;
CARDREMOVESEQUENCER_617_M;You callously slaughtered the [c:bR]{0}[c:]...;Você aniquila a carta [c:bR]{0}[c:] impiedosamente...
CARDREMOVESEQUENCER_617_F;;
CARDREMOVESEQUENCER_268_M;However, the [c:bR]Bone Lord[c:] was pleased by your sacrifice.;Todavia, o [c:bR]Lorde Ossário[c:] se regozija com o sacrifício.
CARDREMOVESEQUENCER_268_F;;
CARDREMOVESEQUENCER_408_M;You shook off the viscera of the poor [c:bR]{0}[c:] and carried onwards.;Você descarta as vísceras da pobre carta [c:bR]{0}[c:] e segue seu caminho.
CARDREMOVESEQUENCER_408_F;;
CARDREMOVESEQUENCER_960_M;A [c:bR]{0}[c:]. {1};[c:bR]{0}[c:]. {1}
CARDREMOVESEQUENCER_960_F;;
CARDSINGLECHOICESSEQUENCER_571_M;Only [c:bR]1[c:] may grace your paltry deck.;Seu reles baralho só pode ter [c:bR]1[c:].
CARDSINGLECHOICESSEQUENCER_571_F;;
CARDSINGLECHOICESSEQUENCER_312;Bone;Osso
CARDSINGLECHOICESSEQUENCER_695_M;Another creature joins your caravan.;Outra criatura se junta à sua caravana.
CARDSINGLECHOICESSEQUENCER_695_F;;
DEATHCARDCREATIONSEQUENCER_544_M;...Nothing?;Nada?
DEATHCARDCREATIONSEQUENCER_544_F;;
DEATHCARDCREATIONSEQUENCER_612_M;That's all you had?;Você só tinha isso?
DEATHCARDCREATIONSEQUENCER_612_F;;
DEATHCARDCREATIONSEQUENCER_754_M;I never did ask you your name...;Ainda não sei o seu nome...
DEATHCARDCREATIONSEQUENCER_754_F;;
DEATHCARDCREATIONSEQUENCER_730_M;Please. Inscribe your name.;Por favor, escreva o seu nome.
DEATHCARDCREATIONSEQUENCER_730_F;;
DEATHCARDCREATIONSEQUENCER_019_M;Please, choose a card to draw the [c:bR]cost[c:] from.;Escolha a carta que definirá o [c:bR]custo[c:].
DEATHCARDCREATIONSEQUENCER_019_F;;
DEATHCARDCREATIONSEQUENCER_204_M;And another. This time I will use its [c:bR]power and health[c:]. The numbers.;Mais uma. Desta vez, usarei os valores de [c:bR]poder e vida[c:] dela.
DEATHCARDCREATIONSEQUENCER_204_F;;
DEATHCARDCREATIONSEQUENCER_020_M;Now choose a card from which we will extract the [c:bR]sigils[c:].;Agora escolha a carta de onde extrairemos os [c:bR]selos[c:].
DEATHCARDCREATIONSEQUENCER_020_F;;
DEATHCARDCREATIONSEQUENCER_930_M;A cost of [c:bR]{0} blood[c:] from the [c:bR]{1}[c:].;Um custo de [c:bR]{0} de sangue[c:] da carta [c:bR]{1}[c:].
DEATHCARDCREATIONSEQUENCER_930_F;;
DEATHCARDCREATIONSEQUENCER_864_M;A cost of [c:bR]{0} bones[c:] from the [c:bR]{1}[c:].;Um custo de [c:bR]{0} ossos[c:] da carta [c:bR]{1}[c:].
DEATHCARDCREATIONSEQUENCER_864_F;;
DEATHCARDCREATIONSEQUENCER_047_M;A cost of... [c:bR]free[c:]... from the [c:bR]{0}[c:].;Custo... [c:bR]zero[c:]... da carta [c:bR]{0}[c:].
DEATHCARDCREATIONSEQUENCER_047_F;;
DEATHCARDCREATIONSEQUENCER_273_M;[c:bR]{0} Power[c:] and [c:bR]{1} Health[c:] from the [c:bR]{2}[c:].;[c:bR]{0} de poder[c:] e [c:bR]{1} de vida[c:] da carta [c:bR]{2}[c:].
DEATHCARDCREATIONSEQUENCER_273_F;;
DEATHCARDCREATIONSEQUENCER_352_M;A [c:bR]Sigil of {0}[c:] from the [c:bR]{1}[c:].;Um [c:bR]selo {0}[c:] da carta [c:bR]{1}[c:].
DEATHCARDCREATIONSEQUENCER_352_F;;
DEATHCARDCREATIONSEQUENCER_191_M;A [c:bR]Sigil of {0}[c:] and a [c:bR]Sigil of {1}[c:] from the [c:bR]{2}[c:].;Um [c:bR]selo {0}[c:] e um [c:bR]selo {1}[c:] da carta [c:bR]{2}[c:].
DEATHCARDCREATIONSEQUENCER_191_F;;
DECKTRIALSEQUENCER_149_M;Hmm... {0}, {1}, and {2}...;Hum... {0}, {1}, e {2}...
DECKTRIALSEQUENCER_149_F;;
DECKTRIALSEQUENCER_169;card with the [c:bR]Waterborne[c:] sigil;carta com o selo [c:bR]Aquático[c:]
DECKTRIALSEQUENCER_679;!DELETED!;
DECKTRIALSEQUENCER_422;card with the [c:bR]Airborne[c:] sigil;carta com o selo [c:bR]Aéreo[c:]
DECKTRIALSEQUENCER_765;Rare card;carta rara
DECKTRIALSEQUENCER_366;Pelt card;carta de pele
DECKTRIALSEQUENCER_997;Ring Worm;carta Argolídeo
DECKTRIALSEQUENCER_018_M;!DELETED!;
DECKTRIALSEQUENCER_018_F;;
DECKTRIALSEQUENCER_002_M;Ah, [c:bR]{0}[c:] is a {1}.;Ah, [c:bR]{0}[c:] é uma {1}.
DECKTRIALSEQUENCER_002_F;;
DECKTRIALSEQUENCER_301_M;Hmmm... Not a single {0}...;Hum... Nada de {0}...
DECKTRIALSEQUENCER_301_F;;
DECKTRIALSEQUENCER_158_M;{0} from the {1}... {2} from the {3}... {4} from the {5}...;{0} da carta {1}... {2} da carta {3}... {4} da carta {5}...
DECKTRIALSEQUENCER_158_F;;
DECKTRIALSEQUENCER_052_M;The beast revealed itself. It was...;Eis que a fera se mostra. Trata-se de...
DECKTRIALSEQUENCER_052_F;;
DECKTRIALSEQUENCER_511_M;The [c:bSG]Inhabited {0}[c:] joined your menagerie.;A [c:bSG]carta assombrada {0}[c:] entrou no seu bestiário.
DECKTRIALSEQUENCER_511_F;;
DECKTRIALSEQUENCER_246_M;You arrived at the inky black mouth of a cave.;Você chega à boca de uma caverna escura como breu.
DECKTRIALSEQUENCER_246_F;;
GAINCONSUMABLESSEQUENCER_908_M;Choose one.;Selecione um.
GAINCONSUMABLESSEQUENCER_908_F;;
GAINCONSUMABLESSEQUENCER_258_M;Feeling overburdened enough with a full 3 items, you carried on.;Você sente que três itens já é o bastante, então você prossegue.
GAINCONSUMABLESSEQUENCER_258_F;;
GAINCONSUMABLESSEQUENCER_887_M;And have a second...;Pegue mais um...
GAINCONSUMABLESSEQUENCER_887_F;;
GAINCONSUMABLESSEQUENCER_790_M;Three is as much as you can carry.;Três é o máximo que você pode carregar.
GAINCONSUMABLESSEQUENCER_790_F;;
BUILDACARDINFO_009;BIG;GRANDE
BUILDACARDINFO_368;LIL;RELES
BUILDACARDINFO_606;TALL;COLOSSAL
BUILDACARDINFO_647;HOLY;SOLENE
BUILDACARDINFO_614;NOT;FÚTIL
BUILDACARDINFO_750;THE;ILUSTRE
BUILDACARDINFO_586;DAT;GALANTE
BUILDACARDINFO_713;ST.;SANTO
BUILDACARDINFO_179;DR.;DOUTORA
BUILDACARDINFO_080;MRS.;DONA
BUILDACARDINFO_767;MR.;SEU
BUILDACARDINFO_051;FAT;GIGANTE
BUILDACARDINFO_187;SMART;GURU
BUILDACARDINFO_533;GOOD;CLEMÊNCIA
BUILDACARDINFO_320;HELP;AJUDANTE
BUILDACARDINFO_264;SHOOT;CARABINA
BUILDACARDINFO_343;LOOT;ESPÓLIO
BUILDACARDINFO_406;TOOT;DENTE
BUILDACARDINFO_952;LOL;RISADINHA
BUILDACARDINFO_591;SCREW;FERRAMENTA
BUILDACARDINFO_447;FIRE;CHAMA
BUILDACARDINFO_611;BOI;ACRE
BUILDACARDINFO_680;ESQ.;NOBRE
BUILDACARDINFO_588;ROBO;TÊNUE
BUILDACARDINFO_530;THING;LEAL
BUILDACARDINFO_087;YOU;PESSOAL
BUILDACARDINFO_916;BOT;BOT
BUILDACARDINFO_123;MATIC;RAMA
BUILDACARDSCREEN_483;{0} SP;{0} PA
BUILDACARDSEQUENCER_621_M;Alright, genius. Go for it.;Tá, cabeção. Sem medo.
BUILDACARDSEQUENCER_621_F;;
BUILDACARDSEQUENCER_318_M;Spend [c:bR]SP[c:] on stats and sigils. You get more SP for a higher energy cost.;Gaste [c:bR]PA[c:] em atributos e selos. Quanto maior o custo de energia, mais PA você recebe.
BUILDACARDSEQUENCER_318_F;;
PART3DECKREVIEWSEQUENCER_591_M;Other one.;Outro.
PART3DECKREVIEWSEQUENCER_591_F;;
HOURGLASSITEM_238_M;I'll pass my next turn.;Passarei o próximo turno.
HOURGLASSITEM_238_F;;
SCISSORSITEM_967_M;You can't cut that... It's too thick.;Não é possível cortar tantas cartas assim.
SCISSORSITEM_967_F;;
HOLOMAPSHOPNODE_639;{0} ROBOBUCKS;{0} ROBOTOSTÕES
RULEBOOKCONTROLLER_649_M;Behold. The [c:bR]Rule Book[c:].;Contemple. O [c:bR]manual de regras[c:].
RULEBOOKCONTROLLER_649_F;;
RULEBOOKINFO_197;APPENDIX XII, SUBSECTION VI - ABILITIES {0};APÊNDICE XII, SUBSEÇÃO VI: HABILIDADES {0}
RULEBOOKINFO_074;APPENDIX XII, SUBSECTION VII - VARIABLE STATS {0};APÊNDICE XII, SUBSEÇÃO VII: ATRIBUTOS VARIÁVEIS {0}
RULEBOOKINFO_072;APPENDIX XII, SUBSECTION VIII - BOONS {0};APÊNDICE XII, SUBSEÇÃO VIII: BENEFÍCIOS {0}
RULEBOOKINFO_757;APPENDIX XII, SUBSECTION IX - ITEMS {0};APÊNDICE XII, SUBSEÇÃO IX: ITENS {0}
RULEBOOKPAGE_235;A {0} is defined as: {1} Power, {2} Health{3}.;Uma carta {0} tem: {1} de poder, {2} de vida{3}.
ABILITYPAGECONTENT_378;a card bearing this sigil;uma carta que possua este selo
ITEMPAGE_321;To the user: {0};{0}
ABILITYINFO_623;Activate: {0};Habilidade ativada: {0}
EVOLVE_701;Elder {0};{0} Ancestral
LATCH_922_M;It's already latched...;Ela já tem um selo...
LATCH_922_F;;
TAILONHIT_306;{0} Tail;Cauda de {0}
CAGEDWOLF_586_M;What was that?;O que é isso?
CAGEDWOLF_586_F;;
EXCESSDAMAGEPANEL_269;EXCESS DAMAGE;DANO EXCENDENTE
EXCESSDAMAGEPANEL_147;Foils Gained!;Novas metalizadas!
PIXELCARDDRAWPILES_314_M;You are out of cards. Starvation sets in!;Suas cartas acabaram. A fome se instala!
PIXELCARDDRAWPILES_314_F;;
PIXELCOMBATPHASEMANAGER_115_M;{0} was dealt overkill damage!;{0} sofreu dano de aniquilação!
PIXELCOMBATPHASEMANAGER_115_F;;
BOUNTYHUNTERGENERATOR_719;Barry;Francis
BOUNTYHUNTERGENERATOR_790;Bolt;Ferrolho
BOUNTYHUNTERGENERATOR_896;Gear;Engrenagem
BOUNTYHUNTERGENERATOR_272;Zap;Raio
BOUNTYHUNTERGENERATOR_066;Rust;Ferrugem
BOUNTYHUNTERGENERATOR_843;Clain;Prego
BOUNTYHUNTERGENERATOR_675;Clank;Arruela
BOUNTYHUNTERGENERATOR_441;Tank;Tanque
BOUNTYHUNTERGENERATOR_460;Gun;Arma
BOUNTYHUNTERGENERATOR_783;Shoot;Disparo
BOUNTYHUNTERGENERATOR_584;Maksim;Malik
BOUNTYHUNTERGENERATOR_087;Wilkin;Wilkin
BOUNTYHUNTERGENERATOR_603;Kaycee;Kaycee
BOUNTYHUNTERGENERATOR_615;Hobbes;Hobbes
BOUNTYHUNTERGENERATOR_659;Grind;Rangido
BOUNTYHUNTERGENERATOR_132;Blast;Estrondo
BOUNTYHUNTERGENERATOR_350;Crash;Estouro
BOUNTYHUNTERGENERATOR_660;Moon;Lua
BOUNTYHUNTERGENERATOR_361;Zip;Zip
BOUNTYHUNTERGENERATOR_917;son;mento
BOUNTYHUNTERGENERATOR_013;stein;stein
BOUNTYHUNTERGENERATOR_363;dottir;kazu
BOUNTYHUNTERGENERATOR_304;vic;vic
BOUNTYHUNTERGENERATOR_098;berg;berg
BOUNTYHUNTERGENERATOR_733;sky;li
BOUNTYHUNTERGENERATOR_459;ski;dade
BOUNTYHUNTERGENERATOR_189;Mac;Mac
BOUNTYHUNTERGENERATOR_567;Mc;Mc
BOUNTYHUNTERGENERATOR_587;!DELETED!;
BOUNTYHUNTERGENERATOR_335;!DELETED!;
SAVEFILE_852;Reginald;Rosimar
SAVEFILE_247;Louis;Louie
SAVEFILE_286;Kaminski;Kenai
SAVEMANAGER_763;LAST SAVED 1 SECOND AGO;SALVO HÁ 1 SEGUNDO
SAVEMANAGER_337;LAST SAVED {0} SECONDS AGO;SALVO HÁ {0} SEGUNDOS
SAVEMANAGER_980;LAST SAVED 1 MINUTE AGO;SALVO HÁ 1 MINUTO
SAVEMANAGER_660;LAST SAVED {0} MINUTES AGO;SALVO HÁ {0} MINUTOS
PICKUPCARDPILEVOLUME_768;Take the deck.;Pegue o baralho.
PICKUPCARDPILEVOLUME_439;Leave it.;Largue-o.
PICKUPCARDPILEVOLUME_834_M;The cards were added to your collection.;As cartas foram adicionadas à sua coleção.
PICKUPCARDPILEVOLUME_834_F;;
MYCOLOGISTSDIALOGUENPC_773_M;Sacrifice [c:R]2[c:] of your [c:R]{0}[c:] cards?;Sacrificar [c:R]duas[c:] cartas [c:R]{0}[c:]?
MYCOLOGISTSDIALOGUENPC_773_F;;
SAFEVOLUME_568_M;There is a faint odor where the meat once was.;Um odor característico emana de onde a carne estava.
SAFEVOLUME_568_F;;
SAFEVOLUME_659_M;You take a stinking pile of meat from the safe.;Você pega um pedaço de carne fétida do cofre.
SAFEVOLUME_659_F;;
SHARKRODVOLUME_946_M;Place the photo of bait on the line?;Colocar a foto da isca na linha?
SHARKRODVOLUME_946_F;;
SHARKRODVOLUME_959;Place it.;Colocar.
SHARKRODVOLUME_048;Don't place it.;Não colocar.
SHARKRODVOLUME_556_M;A hook on a line. But you have no bait.;Um anzol em uma linha. Mas você não tem uma isca.
SHARKRODVOLUME_556_F;;
GAINEPITAPHPIECE_706;It reads:;Está escrito:
GHOULNPC_408;You found a piece of an epitaph...;Você encontra uma parte de um epitáfio...
GRIMORABOSSOPPONENT_139;All Your Cards;cartas
GRIMORABOSSOPPONENT_854;Grimora;Grimora
GRIMORABATTLESEQUENCER_349;Accident;acidente
CARDPREVIEWPANEL_433;CAN'T BE SACRIFICED.;IMPOSSÍVEL SACRIFICAR.
CARDPREVIEWPANEL_833;Also: ;Além disso: 
COLLECTIONUI_308;PAGE {0};PÁGINA {0}
OPTIONSUI_285;Low;Baixa
OPTIONSUI_172;Medium;Média
OPTIONSUI_016;High;Alta
OPTIONSUI_953;RESET SAVE DATA;REDEFINIR DADOS SALVOS
OPTIONSUI_383;REALLY RESET IT;REDEFINIR MESMO
OPTIONSUI_885;ALL OF IT;SEM PENA
OPTIONSUI_382;!DELETED!;
PACKOPENINGUI_725;Deathly;Mortal
PACKOPENINGUI_533;Beastly;Feral
PACKOPENINGUI_830;Techno;Digital
PACKOPENINGUI_369;Magical;Mágico
PACKOPENINGUI_120;You received a {0} card pack!;Você recebeu um pacote de cartas {0}!
SHOPUI_633;{0} Pack;Pacote {0}
SHOPUI_113;A pack containing 1 Rare and 2 Common {0} cards and 2 Common cards of any type.;Pacote com as seguintes cartas: 1 rara e 2 comuns do tipo {0} e 2 comuns de qualquer tipo.
SHOPUI_244_M;The card was added to your collection.;A carta foi adicionada à sua coleção.
SHOPUI_244_F;;
QUILLUIANIMATION_722;R.I.P. {0};ADEUS, {0}
QUILLUIANIMATION_285;Turn {0} to Turn {1};Turno {0} ao turno {1}
QUILLUIANIMATION_433;Death by {0};Causa da morte: {0}
MENUCONTROLLER_470;Erase save data and start New Game?;Apagar dados salvos e iniciar um novo jogo?
TOTEMOPPONENT_028;Behold my totem. It inscribes my [c:bR]Canine[c:] cards with the [c:bR]Airborne[c:] sigil.;Contemple o meu totem. Ele inscreve o selo [c:bR]Aéreo[c:] em cartas [c:bR]Caninas[c:].
ROYALBOSSOPPONENT_321_M;Y'AARRRRR!;IIIIIRRA!
ROYALBOSSOPPONENT_321_F;;
ANGLERBATTLESEQUENCER_742_M;Go fish.;Quer pescar?
ANGLERBATTLESEQUENCER_742_F;;
PROSPECTORBATTLESEQUENCER_522_M;Git 'em!;Ataca sem pena!
PROSPECTORBATTLESEQUENCER_522_F;;
PROSPECTORBOSSOPPONENT_049_M;THAR'S GOLD IN THEM CARDS!;TEM OURO NAQUELA CARTA!
PROSPECTORBOSSOPPONENT_049_F;;
PROSPECTORBOSSOPPONENT_000_M;G-G-GOLD! I'VE STRUCK GOLD!;OURO! ENCONTREI OURO!
PROSPECTORBOSSOPPONENT_000_F;;
PROSPECTORBOSSOPPONENT_526_M;N-... NO GOLD?;NÃO TEM... OURO?
PROSPECTORBOSSOPPONENT_526_F;;
COMPOSITERULEDISPLAYER_479;YOUR TURN STARTS;SEU TURNO COMEÇA
COMPOSITERULEDISPLAYER_171;YOU PLAY A CARD;VOCÊ JOGA UMA CARTA
COMPOSITERULEDISPLAYER_366;A CARD IS ATTACKED;UMA CARTA É ATACADA
COMPOSITERULEDISPLAYER_467;A CARD DIES;UMA CARTA MORRE
RULEEFFECTCLASSES_924;you make a new rule;você cria uma nova regra
RULEEFFECTCLASSES_356;you lose 1 life;você perde 1 de vida
RULEEFFECTCLASSES_236;I play a L33pB0t;eu jogo um L33pB0t
RULEEFFECTCLASSES_258;a random card is played;uma carta aleatória entra em jogo
RULEEFFECTCLASSES_951;a random card takes {0} damage;uma carta aleatória sofre {0} de dano
RULEEFFECTCLASSES_228;all cards take 1 damage;todas as cartas sofrem 1 de dano
RULEEFFECTCLASSES_355;one of my cards gains Nano Armor;uma das minhas cartas ganha Nanoarmadura
HINTSHANDLER_967_M;You do not have enough [c:dB]Energy[c:] to play that. At the start of each turn, your [c:dB]Max Energy[c:] increases, and your [c:dB]Energy[c:] is restored.;Você precisa de mais [c:dB]energia[c:] para jogar essa carta. No início de cada turno, sua [c:dB]energia máxima[c:] aumenta e você recupera toda [c:dB]energia[c:].
HINTSHANDLER_967_F;;
HINTSHANDLER_352_M;You do not have the {0} Gem to play that. Gain Gems by playing Mox cards.;Você precisa da joia {0} para jogar essa carta. Jogue cartas de mox para ganhar joias.
HINTSHANDLER_352_F;;
HINTSHANDLER_715_M;You do not have enough [c:gray]Bones[c:] to play that. You gain a [c:gray]Bone[c:] when one of your creatures dies.;Você precisa de mais [c:gray]ossos[c:] para jogar essa carta. Você ganha um [c:gray]osso[c:] quando uma de suas criaturas morre.
HINTSHANDLER_715_F;;
HINTSHANDLER_789_M;There is no room to play that. But you may use the [c:gray]hammer[c:] to destroy your own creature and make space.;Não há espaço para jogar essa carta. Entretanto, você pode usar o [c:gray]martelo[c:] para destruir uma criatura sua e abrir espaço.
HINTSHANDLER_789_F;;
HINTSHANDLER_990_M;You do not have enough [c:R]Blood[c:] to play that. Gain [c:R]Blood[c:] by sacrificing creatures.;Você precisa de mais [c:R]sangue[c:] para jogar essa carta. Sacrifique criaturas para ganhar [c:R]sangue[c:].
HINTSHANDLER_990_F;;
SANCTUMSCENESEQUENCER_815_M;Who gave you that?;Quem te deu isso?
SANCTUMSCENESEQUENCER_815_F;;
SANCTUMSCENESEQUENCER_533_M;!DELETED!;
SANCTUMSCENESEQUENCER_533_F;;
SANCTUMSCENESEQUENCER_482_M;!DELETED!;
SANCTUMSCENESEQUENCER_482_F;;
SANCTUMSCENESEQUENCER_576_M;Hm. Where did I put that camera of mine?;Hum. Onde foi que eu coloquei a minha câmera?
SANCTUMSCENESEQUENCER_576_F;;
SANCTUMSCENESEQUENCER_985_M;Pathetic. Do you really think I would leave film in there?;Patético. Você acha mesmo que eu deixaria filme nela?
SANCTUMSCENESEQUENCER_985_F;;
SANCTUMSCENESEQUENCER_734_M;Do you have any idea what that camera is capable of?;Você faz ideia do poder dessa câmera?
SANCTUMSCENESEQUENCER_734_F;;
SANCTUMSCENESEQUENCER_310_M;Give me that.;Entregue-a.
SANCTUMSCENESEQUENCER_310_F;;
SANCTUMSCENESEQUENCER_820_M;We have a memento to create.;Temos que criar uma recordação.
SANCTUMSCENESEQUENCER_820_F;;
TUTORIAL1BATTLESEQUENCER_693_M;Another challenger... It has been ages.;Outro Desafiante. Já faz tanto tempo...
TUTORIAL1BATTLESEQUENCER_693_F;Another challenger... It has been ages.;Outra Desafiante. Já faz tanto tempo...
TUTORIAL1BATTLESEQUENCER_596_M;Perhaps you have forgotten how this game is played.;Talvez você não se recorde das regras deste jogo.
TUTORIAL1BATTLESEQUENCER_596_F;;
TUTORIAL1BATTLESEQUENCER_218_M;Allow me to remind you.;Permita-me refrescar a sua memória.
TUTORIAL1BATTLESEQUENCER_218_F;;
TUTORIAL1BATTLESEQUENCER_866_M;Play the Squirrel card.;Jogue a carta Esquilo.
TUTORIAL1BATTLESEQUENCER_866_F;;
TUTORIAL1BATTLESEQUENCER_633_M;It's your turn again.;Seu turno novamente.
TUTORIAL1BATTLESEQUENCER_633_F;;
TUTORIAL1BATTLESEQUENCER_450_M;You may draw from your deck, or you may draw a Squirrel.;Escolha entre comprar do baralho ou comprar um Esquilo.
TUTORIAL1BATTLESEQUENCER_450_F;;
TUTORIAL1BATTLESEQUENCER_113_M;You've drawn all the creatures from your deck. A Squirrel is your only choice.;Você comprou todas as criaturas do seu baralho. Sua única opção é comprar um Esquilo.
TUTORIAL1BATTLESEQUENCER_113_F;;
TUTORIAL1BATTLESEQUENCER_930_M;Again, the choice: a random card from your deck? Or the certainty of a Squirrel?;Escolha novamente: a aleatoriedade de uma carta do baralho ou a certeza de um Esquilo?
TUTORIAL1BATTLESEQUENCER_930_F;;
TUTORIAL1BATTLESEQUENCER_451_M;A Squirrel in hand... or a card from the bush.;Um Esquilo na mão ou a incerteza do monte.
TUTORIAL1BATTLESEQUENCER_451_F;;
TUTORIAL1BATTLESEQUENCER_954_M;How reckless of you.;Que imprudente.
TUTORIAL1BATTLESEQUENCER_954_F;;
TUTORIAL1BATTLESEQUENCER_434_M;How dull.;Que monótono.
TUTORIAL1BATTLESEQUENCER_434_F;;
TUTORIAL1BATTLESEQUENCER_303_M;Now play your Stoat.;Agora jogue o seu Arminho.
TUTORIAL1BATTLESEQUENCER_303_F;;
TUTORIAL1BATTLESEQUENCER_771_M;Your Stoat stands unopposed.;Não há nada na frente do seu Arminho.
TUTORIAL1BATTLESEQUENCER_771_F;;
TUTORIAL1BATTLESEQUENCER_130_M;Your Stoat dealt me 1 damage. I added it to the scale.;Seu Arminho me causa 1 de dano. Já o adicionei à balança.
TUTORIAL1BATTLESEQUENCER_130_F;;
TUTORIAL1BATTLESEQUENCER_988_M;You win if you tip my side all the way down.;Faça o meu lado descer para vencer.
TUTORIAL1BATTLESEQUENCER_988_F;;
TUTORIAL1BATTLESEQUENCER_693_M;Like this.;Assim.
TUTORIAL1BATTLESEQUENCER_693_F;;
TUTORIAL1BATTLESEQUENCER_595_M;You dealt 1 damage, so I put 1 weight on the scale.;Você causou 1 de dano, então adiciono 1 peso à balança.
TUTORIAL1BATTLESEQUENCER_595_F;;
TUTORIAL1BATTLESEQUENCER_013_M;{0} damage dealt, {0} weights on the scale.;{0} de dano causado, {0} pesos na balança.
TUTORIAL1BATTLESEQUENCER_013_F;;
TUTORIAL1BATTLESEQUENCER_331_M;My turn.;Meu turno.
