Column1;Column10;TUR 
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_REPEAT_#1_482_M;I'll try to pick it up.;Almayı deneyeyim.
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_REPEAT_#1_482_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_REPEAT_#2_328_M;Wowee! Let's see if I can pick up this signal.;Amanın! Bakalım sinyali yakalayabilecek miyim?
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_REPEAT_#2_328_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS1_332_M;It worked! Let's see what it looks like.;İşe yaradı! Bakalım nasıl gözüküyormuş?
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS1_332_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS1_REPEAT_#1_959_M;Success! A [c:bSG]card[c:]... but from the [c:bSG]web[c:]!;Başardım! Bir [c:bSG]kart[c:]... ama bu seferki [c:bSG]internetten[c:] geldi!
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS1_REPEAT_#1_959_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS1_REPEAT_#2_916_M;Amazing! It worked!;Harika! İşe yaradı!
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS1_REPEAT_#2_916_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_351_M;Cool... [c:bSG]Someone[c:] on the [c:bSG]web[c:] made this?;Ne kadar havalı... [c:bSG]İnternetteki[c:] [c:bSG]biri[c:] mi yapmış bunu?
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_351_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_662_M;There sure are some funny people on the [c:bSG]web[c:]!;[c:bSG]İnternette[c:] sahiden de komik insanlar var!
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_662_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_REPEAT_#1_791_M;What do you think? It's yours.;Ne düşünüyorsun? Bu senin.
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_REPEAT_#1_791_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_REPEAT_#2_738_M;There it is. A [c:bSG]card[c:] from the [c:bSG]web[c:]...;İşte, bak. [c:bSG]İnternetten[c:] bir [c:bSG]kart[c:]...
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_REPEAT_#2_738_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_421_M;Oh... G0lly... It didn't work...;Ah... 4m4n1n... işe yaramadı...
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_421_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_185_M;Something to do with our connection...;Bağlantımızla ilgili bir sorun var...
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_185_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_350_M;Let's see if I can get you something else from the [c:bSG]web[c:].;Bakalım sana [c:bSG]internetten[c:] başka bir şey bulabilecek miyim?
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_350_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#1_633_M;G0lly... It didn't work...;4m4n1n... işe yaramadı...
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#1_633_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#1_464_M;Maybe I can find you something else?;Acaba sana başka bir şey bulabilir miyim?
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#1_464_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#2_372_M;What a shame! Our connection to the [c:bSG]web[c:] isn't quite right...;Ne utanç verici! [c:bSG]İnternet[c:] bağlantımız çok da iyi değil...
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#2_372_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#2_658_M;Let's see if there's something else I can give you.;Bakalım sana verebileceğim başka bir şey var mı?
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#2_658_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_971_M;You got a card from the [c:bSG]web[c:].;[c:bSG]İnternetten[c:] bir kart elde ettin.
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_971_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_703_M;Don't you think you should return the favor?;Bu iyiliğin bir karşılığı olması gerektiğini düşünmüyor musun?
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_703_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_023_M;Make a card for someone else?;Mesela başkasına bir kart yapsan.
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_023_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_080_M;Time to pay forward that favor you got.;Sana yapılan iyiliğin karşılığını ödeme vakti.
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_080_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_690_M;That [c:bSG]card[c:] that [c:bSG]someone[c:] else made?;[c:bSG]Başkası[c:] tarafından yapılan o [c:bSG]kart[c:] mı?
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_690_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_655_M;Make it good! Your success depends on it.;Kartı iyi tasarla! Başarın ona bağlı.
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_655_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#2_315_M;A [c:bSG]card[c:] for a [c:bSG]card[c:]... Your turn.;Bir [c:bSG]karta[c:] karşılık başka bir [c:bSG]kart[c:]... Senin sıran.
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#2_315_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#3_329_M;G0lly. Make something good, OK?;4m4n1n. İyi bir şey tasarla, tamam mı?
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#3_329_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_936_M;I'm about to send it off to the [c:bSG]web[c:].;Kartı [c:bSG]internete[c:] göndermek üzereyim.
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_936_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_112_M;I hope [c:bSG]whoever gets it[c:] likes it!;Umarım [c:bSG]kim alırsa[c:] beğenir!
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_112_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_REPEAT_#1_890_M;Away it goes!;İşte gidiyor!
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_REPEAT_#1_890_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_REPEAT_#2_933_M;Here we go... Sending...;Hadi bakalım... Gönderiliyor...
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_REPEAT_#2_933_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_723_M;Just wait a moment...;Bir dakika bekle...
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_723_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#1_869_M;Hold on...;Bekle...
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#1_869_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#2_541_M;Trying my best...;Elimden geleni deniyorum...
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#2_541_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#3_731_M;Waiting on the [c:bSG]web[c:]...;[c:bSG]İnternet[c:] çeksin diye bekliyorum...
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#3_731_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_327_M;The [c:bSG]web[c:] can be lonely. I couldn't find anyone.;[c:bSG]İnternette[c:] yalnız kalmak mümkün. Kimseyi bulamadım.
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_327_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_659_M;I suppose you will have to take the card.;Sanırım kartı sen almak zorunda kalacaksın.
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_659_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#1_337_M;Darn. I couldn't [c:bSG]connect[c:] to anyone else on the [c:bSG]web[c:]...;Hay aksi. [c:bSG]İnternetteki[c:] hiç kimseye [c:bSG]bağlanamadım[c:]...
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#1_337_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#1_371_M;Looks like you'll have to take it.;Sanırım senin alman gerekecek.
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#1_371_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#2_880_M;Oh no... There's no one around to receive your masterpiece.;Ah, olamaz... Etrafta şaheserini alacak hiç kimse yok.
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#2_880_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#3_205_M;No luck... I'm so sorry.;Şansın yokmuş... Üzgünüm.
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#3_205_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_088_M;I hope you weren't trying to troll someone!;Umarım kimseyi trollemeye kalkışmamışsındır!
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_088_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_REPEAT_#1_149_M;There it is!;İşte!
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_REPEAT_#1_149_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_REPEAT_#2_075_M;It's yours to use now!;Artık kullanabilirsin!
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_REPEAT_#2_075_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_023_M;Wow! I found [c:bSG]someone[c:] on the [c:bSG]web[c:] to receive your [c:bSG]card[c:]!;Vay canına! [c:bSG]Kartını[c:] alması için [c:bSG]internette[c:] [c:bSG]birisini[c:] buldum!
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_023_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_481_M;If they win, you win. How about that?;Eğer o kişi kazanırsa sen de kazanacaksın. Kulağa nasıl geliyor?
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_481_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#1_308_M;Connection successful! Your [c:bSG]card[c:] is in [c:bSG]someone[c:] else's hand.;Bağlantı başarılı! [c:bSG]Kartın[c:] bir [c:bSG]başkasının[c:] eline gitti.
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#1_308_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#1_662_M;Let's say... if they can win with it... then you win?;Eğer birileri kartınla kazanırsa... sen de kazanacaksın... ne dersin?
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#1_662_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#2_154_M;It's happening! I found [c:bSG]someone[c:] on the [c:bSG]web[c:] to receive your [c:bSG]card[c:]!;Oldu! [c:bSG]Kartını[c:] alması için [c:bSG]internette[c:] [c:bSG]birisini[c:] buldum!
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#2_154_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#3_159_M;G0lly! I found [c:bSG]someone[c:] to take your [c:bSG]card[c:]!;4m4n1n! [c:bSG]Kartını[c:] alması için [c:bSG]birisini[c:] buldum!
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#3_159_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_249_M;Oh! [c:bSG]They[c:] played your card!;Ah! [c:bSG]Oyuncu[c:] senin kartını oynadı!
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_249_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_REPEAT_#1_444_M;Wow! [c:bSG]They[c:] played it! [c:bSG]They[c:] played your card!;Vay canına! [c:bSG]Oyuncu[c:] kartını oynadı! [c:bSG]Oyuncu[c:] sana ait kartı oynadı!
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_REPEAT_#1_444_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_REPEAT_#2_946_M;[c:bSG]They[c:] played your card!;[c:bSG]Oyuncu[c:] senin kartını oynadı!
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_REPEAT_#2_946_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_702_M;Oh G0lly... [c:bSG]They[c:] allowed your [c:bSG]card[c:] to die.;4m4n1n... [c:bSG]Oyuncu[c:] [c:bSG]kartının[c:] ölmesine göz yumdu.
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_702_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_892_M;Perhaps [c:bSG]they[c:] will still prevail?;Bakalım [c:bSG]oyuncu[c:] yine de galip gelebilecek mi?
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_892_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#1_099_M;Oh... Um... Your [c:bSG]card[c:] is dead.;Ah... Şey... [c:bSG]Kartın[c:] öldü.
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#1_099_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#1_627_M;Surely it still helped! Let's see if [c:bSG]they[c:] prevail.;Eminim ki yardımı olmuştur! Bakalım [c:bSG]oyuncu[c:] yine de galip gelebilecek mi?
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#1_627_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#2_227_M;[c:bSG]They[c:]... [c:bSG]they[c:] let your card die...;[c:bSG]Oyuncu[c:]... [c:bSG]oyuncu[c:] kartının ölmesine izin verdi...
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#2_227_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_896_M;Hold on a moment...;Bir dakika bekle...
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_896_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#1_320_M;[c:bSG]They[c:]'re thinking hard over there...;[c:bSG]Oyuncu[c:] bayağı kafa yoruyor şu an...
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#1_320_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#2_660_M;Oh... yikes. [c:bSG]They[c:] misplayed pretty hard.;Ah... eyvah. [c:bSG]Oyuncu[c:] çok kötü bir hamle yaptı.
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#2_660_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#3_481_M;It's a close match...;Başabaş giden bir maç...
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#3_481_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#4_793_M;It's tense. [c:bSG]They[c:]'re thinking hard.;Çok gergin. [c:bSG]Oyuncu[c:] epey kafa yoruyor.
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#4_793_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#5_561_M;Oh wow. That was a nice play.;Vay be. Güzel hamleydi.
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#5_561_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#6_634_M;That was lucky...;Çok şanslıydı...
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#6_634_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDMUMMY_681_M;Holy [c:bR]#^%![c:]! That's what a mummy looks like?!;Vay [c:bR]#^%![c:]! Mumyalar böyle mi gözüküyormuş?!
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDMUMMY_681_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDMUMMY_REPEAT_#1_660_M;[c:bR]#^%![c:] me... ;[c:bR]#^%![c:] koyayım... 
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDMUMMY_REPEAT_#1_660_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_418_M;Probably my least favourite boss coming up.;Sırada muhtemelen en az hoşlandığım Boss var.
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_418_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_069_M;Something about her... innocence. It makes me queasy.;Masumiyeti... rahatsız edici. Midemi bulandırıyor.
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_069_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_681_M;But it's important that you do this.;Yine de bunu yapman çok önemli.
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_681_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_418_M;Unpacking [c:bR]G0lly.zip[c:]...;[c:bR]4m4n1n.zip[c:] ayıklanıyor...
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_418_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_REPEAT_#1_822_M;You're making me do this again?;Bana bunu yine mi yaptırıyorsun?
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_REPEAT_#1_822_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_REPEAT_#3_399_M;For the last time.;Bunu son defa yapacağım.
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_REPEAT_#3_399_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPOSTDEFEATED_692_M;That's quite enough of that.;Bu kadar yeter.
PART_3_BOSS_DIALOGUE_TELEGRAPHERPOSTDEFEATED_692_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_297_M;[c:bSG]They[c:] did it! [c:bSG]They[c:] won!;[c:bSG]Başardı[c:]! [c:bSG]Kazandı[c:]!
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_297_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_644_M;All with the help of your [c:bSG]card![c:];Hepsi de [c:bSG]kartlarının[c:] yardımı sayesinde!
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_644_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_461_M;True to my word, I will declare you the winner of this battle.;Sözümün eri biri olarak seni bu savaşın kazananı ilan ediyorum.
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_461_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_716_M;I can now rest... knowing in my heart...;Artık dinlenebilirim... çünkü kalbimin derinliklerinde biliyorum ki...
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_716_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_879_M;That nothing can go wrong on the [c:bSG]web[c:].;[c:bSG]İnternette[c:] hiçbir şey kötüye gitmez.
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_879_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_017_M;It's over... [c:bSG]They[c:] lost.;Bitti... [c:bSG]Kaybetti[c:].
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_017_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_266_M;Honestly, I'm not sure if your [c:bSG]card[c:] helped or hindered.;Doğrusu [c:bSG]kartın[c:] destek mi yoksa köstek mi oldu, emin değilim.
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_266_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#1_578_M;Oh, no. [c:bSG]They[c:] lost.;Ah, olamaz. [c:bSG]Kaybetti[c:].
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#1_578_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#1_679_M;Even with the help of your [c:bSG]card[c:].;Hem de [c:bSG]kartının[c:] desteğine rağmen.
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#1_679_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#2_856_M;The battle is lost. I'm sorry.;Savaş kaybedildi. Üzgünüm.
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#2_856_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#2_321_M;Even with your [c:bSG]card[c:]... [c:bSG]They[c:] lost.;[c:bSG]Kartın[c:] olduğu halde... [c:bSG]kaybetti[c:].
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#2_321_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_524_M;That's it.;Bu kadar yeter.
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_524_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_657_M;We can't be waiting around any longer.;Daha fazla bekleyemeyiz.
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_657_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_833_M;[c:bSG]They[c:] took too long. We have to move on.;Çok [c:bSG]geç[c:]. Devam etmek zorundayız.
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_833_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_REPEAT_#1_840_M;Oh, dear.;Ah, tatlım.
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_REPEAT_#1_840_F;;
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT1_890_M;This one is free.;Bu seferki bedava.
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT1_890_F;;
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT1_736_M;Your [c:bR]Empty Vessels[c:] are going to be [c:bR]conduits[c:] now.;Sahip olduğun [c:bR]Boş Kapsüller[c:], artık birer [c:bR]elektrik borusu[c:] haline geldi.
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT1_736_F;;
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT1_119_M;Don't worry about it.;Kafana çok takma.
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT1_119_F;;
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT2_185_M;Done.;Hazır.
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT2_185_F;;
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT2_352_M;You just had to be patient.;Sadece sabırlı olman gerekiyordu.
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT2_352_F;;
PART_3_FACTORY_GOOFACTORYINTRO_356_M;Greetings!;Selamlar!
PART_3_FACTORY_GOOFACTORYINTRO_356_F;;
PART_3_FACTORY_GOOFACTORYINTRO_384_M;The pain? Bearable;Acı mı? Katlanılabilir.
PART_3_FACTORY_GOOFACTORYINTRO_384_F;;
PART_3_FACTORY_GOOFACTORYINTRO_595_M;The pressure of these pipes surrounding me feels nice.;Beni çevreleyen bu boruların baskısı bir hoş hissettiriyor.
PART_3_FACTORY_GOOFACTORYINTRO_595_F;;
PART_3_FACTORY_GOOFACTORYINTRO_028_M;That... and the knowledge that The Master is near.;Bir de... Usta'nın yakınlarda olduğunu bilmek de iyi hissettiriyor.
PART_3_FACTORY_GOOFACTORYINTRO_028_F;;
PART_3_FACTORY_GOOFACTORYDEFAULT_973_M;Oh yes, The Master is near.;Ah evet, Usta yakınlarda.
PART_3_FACTORY_GOOFACTORYDEFAULT_973_F;;
PART_3_FACTORY_GOOFACTORYDEFAULT_275_M;I feel his presence!;Varlığını hissediyorum!
PART_3_FACTORY_GOOFACTORYDEFAULT_275_F;;
PART_3_FACTORY_GOOFACTORYDEFAULT_952_M;That robot will rue the day...;O robot pişman olacak...
PART_3_FACTORY_GOOFACTORYDEFAULT_952_F;;
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#2_713_M;Yes?;Efendim?
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#2_713_F;;
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#3_768_M;Hello? Can I help you?;Merhaba? Nasıl yardımcı olabilirim?
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#3_768_F;;
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#4_084_M;Hm, yes?;Hm, evet?
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#4_084_F;;
