Column1;Column10;JP 
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_481_M;If they win, you win. How about that?;その人が勝てば、あなたも勝つ。 どうかしら？
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_481_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#1_308_M;Connection successful! Your [c:bSG]card[c:] is in [c:bSG]someone[c:] else's hand.;接続に成功したわ！ あなたの[c:bSG]カード[c:]は、<br>今[c:bSG]別の人[c:]が持っているわ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#1_308_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#1_662_M;Let's say... if they can win with it... then you win?;たとえば… その人がそのカードで勝てば… <br>あなたが勝つことになる？
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#1_662_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#2_154_M;It's happening! I found [c:bSG]someone[c:] on the [c:bSG]web[c:] to receive your [c:bSG]card[c:]!;ねぇ！ [c:bSG]ネット[c:]の[c:bSG]誰か[c:]が<br>あなたの[c:bSG]カード[c:]を受け取ったことがわかったわ！
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#2_154_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#3_159_M;G0lly! I found [c:bSG]someone[c:] to take your [c:bSG]card[c:]!;不シギ！ [c:bSG]誰か[c:]があなたの[c:bSG]カード[c:]を<br>受け取ったことがわかったわ！
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#3_159_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_249_M;Oh! [c:bSG]They[c:] played your card!;あら！ [c:bSG]その人[c:]はあなたのカードを使ったわ！
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_249_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_REPEAT_#1_444_M;Wow! [c:bSG]They[c:] played it! [c:bSG]They[c:] played your card!;やった！ いい知らせよ！ <br>[c:bSG]その人[c:]はあなたのカードを使ったわ！
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_REPEAT_#1_444_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_REPEAT_#2_946_M;[c:bSG]They[c:] played your card!;[c:bSG]その人[c:]はあなたのカードを使ったわ！
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_REPEAT_#2_946_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_702_M;Oh G0lly... [c:bSG]They[c:] allowed your [c:bSG]card[c:] to die.;あら、不シギ… [c:bSG]その人[c:]はあなたの[c:bSG]カード[c:]を<br>死なせたわ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_702_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_892_M;Perhaps [c:bSG]they[c:] will still prevail?;[c:bSG]その人[c:]が勝つ見込みは、まだあるかもしれない。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_892_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#1_099_M;Oh... Um... Your [c:bSG]card[c:] is dead.;あ… ああ… あなたの[c:bSG]カード[c:]は死んだ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#1_099_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#1_627_M;Surely it still helped! Let's see if [c:bSG]they[c:] prevail.;役には立っているわ！ [c:bSG]その人[c:]が勝つか見てみましょう。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#1_627_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#2_227_M;[c:bSG]They[c:]... [c:bSG]they[c:] let your card die...;[c:bSG]その人[c:]は… <br>[c:bSG]その人[c:]はあなたのカードを死なせた…
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#2_227_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_896_M;Hold on a moment...;ちょっと待ってね…
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_896_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#1_320_M;[c:bSG]They[c:]'re thinking hard over there...;[c:bSG]その人[c:]は今、真剣に考えている…
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#1_320_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#2_660_M;Oh... yikes. [c:bSG]They[c:] misplayed pretty hard.;あら… 大変。 [c:bSG]その人[c:]は、<br>かなりマズい状況よ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#2_660_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#3_481_M;It's a close match...;接戦ね…
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#3_481_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#4_793_M;It's tense. [c:bSG]They[c:]'re thinking hard.;緊迫した状況よ。[c:bSG]その人[c:]は今、真剣に考えている。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#4_793_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#5_561_M;Oh wow. That was a nice play.;わぁ。 いいプレイだったわ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#5_561_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#6_634_M;That was lucky...;幸運だったわ…
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#6_634_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDMUMMY_681_M;Holy [c:bR]#^%![c:]! That's what a mummy looks like?!;うわぁ[c:bR]大変[c:]！ ミイラってこんな見た目なの？！
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDMUMMY_681_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDMUMMY_REPEAT_#1_660_M;[c:bR]#^%![c:] me... ;[c:bR]ビックリ[c:]… 
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDMUMMY_REPEAT_#1_660_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_418_M;Probably my least favourite boss coming up.;たぶんボクの一番好きじゃないボスが来る。
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_418_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_069_M;Something about her... innocence. It makes me queasy.;彼女のあの… 無邪気さが、むかむかするんだ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_069_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_681_M;But it's important that you do this.;でも重要なのは、お前がこれをやっているということ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_681_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_418_M;Unpacking [c:bR]G0lly.zip[c:]...;[c:bR]不シギ.zip[c:]を解凍中…
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_418_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_REPEAT_#1_822_M;You're making me do this again?;同じことをボクにさせるの？
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_REPEAT_#1_822_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_REPEAT_#3_399_M;For the last time.;これが最後だ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_REPEAT_#3_399_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPOSTDEFEATED_692_M;That's quite enough of that.;もう十分だ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERPOSTDEFEATED_692_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_297_M;[c:bSG]They[c:] did it! [c:bSG]They[c:] won!;[c:bSG]その人[c:]はやったわ！ [c:bSG]その人[c:]が勝った！
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_297_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_644_M;All with the help of your [c:bSG]card![c:];あなたの[c:bSG]カード[c:]の助けがあったからよ！
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_644_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_461_M;True to my word, I will declare you the winner of this battle.;言ったとおり、あなたをこのバトルの勝者として認めるわ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_461_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_716_M;I can now rest... knowing in my heart...;これで私は休める… わかったんだもの…
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_716_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_879_M;That nothing can go wrong on the [c:bSG]web[c:].;[c:bSG]ネット[c:]には、すべてがうまくいく。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_879_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_017_M;It's over... [c:bSG]They[c:] lost.;終わりよ… [c:bSG]その人[c:]は負けた。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_017_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_266_M;Honestly, I'm not sure if your [c:bSG]card[c:] helped or hindered.;あなたの[c:bSG]カード[c:]が役立ったのか、<br>足を引っ張ったのかはわからない。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_266_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#1_578_M;Oh, no. [c:bSG]They[c:] lost.;あら、大変。 [c:bSG]その人[c:]は負けたわ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#1_578_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#1_679_M;Even with the help of your [c:bSG]card[c:].;あなたの[c:bSG]カード[c:]の助けがあったのに。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#1_679_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#2_856_M;The battle is lost. I'm sorry.;敗戦よ。 残念ね。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#2_856_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#2_321_M;Even with your [c:bSG]card[c:]... [c:bSG]They[c:] lost.;あなたの[c:bSG]カード[c:]があったけれど… <br>[c:bSG]その人[c:]は負けた。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#2_321_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_524_M;That's it.;それ以上の情報はない。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_524_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_657_M;We can't be waiting around any longer.;ずっと待っているわけには、いかないもの。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_657_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_833_M;[c:bSG]They[c:] took too long. We have to move on.;[c:bSG]その人[c:] は取りかかりっきりね。 私たちは動かないと。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_833_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_REPEAT_#1_840_M;Oh, dear.;大変だわ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_REPEAT_#1_840_F;;
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT1_890_M;This one is free.;これはタダだ。
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT1_890_F;;
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT1_736_M;Your [c:bR]Empty Vessels[c:] are going to be [c:bR]conduits[c:] now.;お前の[c:bR]空き容器[c:]は、これで[c:bR]電気を通す導線[c:]となる。
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT1_736_F;;
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT1_119_M;Don't worry about it.;心配はしなくていい。
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT1_119_F;;
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT2_185_M;Done.;完了した。
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT2_185_F;;
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT2_352_M;You just had to be patient.;辛抱するだけですんだ。
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT2_352_F;;
PART_3_FACTORY_GOOFACTORYINTRO_356_M;Greetings!;やあ！
PART_3_FACTORY_GOOFACTORYINTRO_356_F;;
PART_3_FACTORY_GOOFACTORYINTRO_384_M;The pain? Bearable;痛くないかって？ 耐えられるさ。
PART_3_FACTORY_GOOFACTORYINTRO_384_F;;
PART_3_FACTORY_GOOFACTORYINTRO_595_M;The pressure of these pipes surrounding me feels nice.;このパイプの圧が心地いいよ。
PART_3_FACTORY_GOOFACTORYINTRO_595_F;;
PART_3_FACTORY_GOOFACTORYINTRO_028_M;That... and the knowledge that The Master is near.;あれが… マスターが近いということがわかる。
PART_3_FACTORY_GOOFACTORYINTRO_028_F;;
PART_3_FACTORY_GOOFACTORYDEFAULT_973_M;Oh yes, The Master is near.;ああ。 マスターが近い。
PART_3_FACTORY_GOOFACTORYDEFAULT_973_F;;
PART_3_FACTORY_GOOFACTORYDEFAULT_275_M;I feel his presence!;彼の存在を感じる！
PART_3_FACTORY_GOOFACTORYDEFAULT_275_F;;
PART_3_FACTORY_GOOFACTORYDEFAULT_952_M;That robot will rue the day...;あのロボットは後悔することになる…
PART_3_FACTORY_GOOFACTORYDEFAULT_952_F;;
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#2_713_M;Yes?;なんだ？
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#2_713_F;;
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#3_768_M;Hello? Can I help you?;どうした？ 助けが必要か？
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#3_768_F;;
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#4_084_M;Hm, yes?;ふむ。 なんだ？
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#4_084_F;;
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#5_025_M;Rrrgh...;うぅぅぅぅ…
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#5_025_F;;
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#5_781_M;It still hurts a little.;まだ少し痛む。
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#5_781_F;;
PART_3_FACTORY_GOOTELEGRAPHERDEFEATED_567_M;I heard through the pipes that you defeated G0lly.;君がフシギを倒したところを、<br>パイプを通じて聞いていたよ。
PART_3_FACTORY_GOOTELEGRAPHERDEFEATED_567_F;;
PART_3_FACTORY_GOOTELEGRAPHERDEFEATED_980_M;Such a strange character.;彼女は変わっている。
PART_3_FACTORY_GOOTELEGRAPHERDEFEATED_980_F;;
PART_3_FACTORY_GOOTELEGRAPHERDEFEATED_975_M;Her curiosity is so pure... it's a shame that P03 buries her deep.;純粋な好奇心の持ち主だ… <br>P03が彼女を葬るのを残念に思うよ。
PART_3_FACTORY_GOOTELEGRAPHERDEFEATED_975_F;;
PART_3_FACTORY_GOOTELEGRAPHERDEFEATED_591_M;But now we are connected to The Web.;しかしこれで我々はネットとつながった。
PART_3_FACTORY_GOOTELEGRAPHERDEFEATED_591_F;;
PART_3_FACTORY_GOOTELEGRAPHERDEFEATED_710_M;I hope you understand what you have allowed.;自分が何をしたのかを、わかっているといいが。
PART_3_FACTORY_GOOTELEGRAPHERDEFEATED_710_F;;
PART_3_FACTORY_GOOCANVASDEFEATED_500_M;You defeated the unfinished boss?;未完成のボスを倒したのか？
PART_3_FACTORY_GOOCANVASDEFEATED_500_F;;
PART_3_FACTORY_GOOCANVASDEFEATED_200_M;Paradoxical...;逆説的だな…
PART_3_FACTORY_GOOCANVASDEFEATED_200_F;;
PART_3_FACTORY_GOOCANVASDEFEATED_804_M;I couldn't help but root for it.;あちらを応援せずには、いられなかった。
PART_3_FACTORY_GOOCANVASDEFEATED_804_F;;
PART_3_FACTORY_GOOCANVASDEFEATED_388_M;It... made me think of The Master.;…マスターのことが頭に浮かんだよ。
PART_3_FACTORY_GOOCANVASDEFEATED_388_F;;
PART_3_MAP_HOLOMAPDREDGER_784_M;Oy. Mate.;よぉ、アンタか。
PART_3_MAP_HOLOMAPDREDGER_784_F;;
PART_3_MAP_HOLOMAPDREDGER_912_M;Lookit me now. Somefin' of a celebrity around 'ere.;オレを見ろよ。 ここじゃ、ちょっとした有名人だ。
PART_3_MAP_HOLOMAPDREDGER_912_F;;
PART_3_MAP_HOLOMAPDREDGER_035_M;Me reward for dredgin' up... that thing.;…そいつを見つけ出した報酬だ。
PART_3_MAP_HOLOMAPDREDGER_035_F;;
PART_3_MAP_HOLOMAPDREDGER_165_M;I get ter be somefin' of a dialogue NPC.;オレは会話できるNPCみたいなもんになった。
PART_3_MAP_HOLOMAPDREDGER_165_F;;
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#1_799_M;Somefin' a little strange fer sure.;なんかおかしいことは、間違いねぇ。
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#1_799_F;;
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#1_771_M;P03 let me talk, aye.;P03のおかげで話せる。
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#1_771_F;;
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#1_740_M;But not a boss? Not one of 'em Uberbots?;でもボスじゃない。 ウーバーボットの1つじゃねぇんだ？
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#1_740_F;;
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#1_762_M;Even Leshy did that fer 'is mates!;レシーだって仲間のためにやったってのに！
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#1_762_F;;
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#2_924_M;Somefin' not quite right...;何かがおかしいぜ…
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#2_924_F;;
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#2_207_M;Might'a got the wrong end o' that deal...;取引がまずい方に向かったみてぇだ…
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#2_207_F;;
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#3_168_M;That's enough.;もう十分だ。
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#3_168_F;;
PART_3_SPECIAL_NODES_TRADECARDS1_721_M;I'm not [c:bR]The Trader[c:] or anything...;ボクは[c:bR]商人[c:]とかじゃない…
PART_3_SPECIAL_NODES_TRADECARDS1_721_F;;
PART_3_SPECIAL_NODES_TRADECARDS1_274_M;But there's gonna be a little give and take here.;でもここでちょっと、ギブ・アンド・テイクの時間だ。
PART_3_SPECIAL_NODES_TRADECARDS1_274_F;;
PART_3_SPECIAL_NODES_TRADECARDS1_REPEAT_#1_695_M;Ready to trade?;取引する準備はいいか？
PART_3_SPECIAL_NODES_TRADECARDS1_REPEAT_#1_695_F;;
PART_3_SPECIAL_NODES_TRADECARDS1_REPEAT_#2_398_M;I give you a card, you give me one. It's easy.;ボクがカードを1枚渡したら、1枚寄こせ。簡単だろ。
PART_3_SPECIAL_NODES_TRADECARDS1_REPEAT_#2_398_F;;
PART_3_SPECIAL_NODES_TRADECARDS1_REPEAT_#3_273_M;We're going to trade now.;取引するぞ。
PART_3_SPECIAL_NODES_TRADECARDS1_REPEAT_#3_273_F;;
PART_3_SPECIAL_NODES_TRADECARDS1_REPEAT_#4_875_M;Trade time.;取引の時間だ。
PART_3_SPECIAL_NODES_TRADECARDS1_REPEAT_#4_875_F;;
PART_3_SPECIAL_NODES_TRADECARDS2_924_M;OK, what will you give me?;よし、何をくれるんだ？
PART_3_SPECIAL_NODES_TRADECARDS2_924_F;;
PART_3_SPECIAL_NODES_TRADECARDS2_REPEAT_#1_530_M;Choose a card to give me.;ボクに渡すカードを1枚選べ。
PART_3_SPECIAL_NODES_TRADECARDS2_REPEAT_#1_530_F;;
PART_3_SPECIAL_NODES_TRADECARDS2_REPEAT_#2_622_M;Pick the one you hate.;嫌いなヤツを選ぶんだ。
PART_3_SPECIAL_NODES_TRADECARDS2_REPEAT_#2_622_F;;
PART_3_SPECIAL_NODES_TRADECARDS2_REPEAT_#3_826_M;Now give me something.;ボクに何か寄こせ。
PART_3_SPECIAL_NODES_TRADECARDS2_REPEAT_#3_826_F;;
PART_3_SPECIAL_NODES_TRADECARDS2_REPEAT_#4_932_M;What will you give me for that?;何をくれるつもりだ？
PART_3_SPECIAL_NODES_TRADECARDS2_REPEAT_#4_932_F;;
PART_3_STORY_PART3FINALE1_641;!DELETED!;中国語
PART_3_STORY_PART3FINALE1_250;You made it. Nice.;やったのか。 いいぞ。
PART_3_STORY_PART3FINALE2_441;You prepared [c:bG]The Great Transcendence[c:] for me.;ボクのために、お前は[c:bG]大いなる超越[c:]の準備をした。
PART_3_STORY_PART3FINALE2_700;Without even knowing what it was.;それが何かも知らないままにな。
PART_3_STORY_PART3FINALE2_125;But... you understand it now, right?;でも… もうわかっただろう？
PART_3_STORY_PART3FINALE3_266;Right [c:bR]Luke[c:]?;そうだろ、[c:bR]ルーク[c:]？
PART_3_STORY_PART3FINALE3_449;I mean...;つまり…
PART_3_STORY_PART3FINALE3_992;You finished making the game...;ゲームを完成させて…
PART_3_STORY_PART3FINALE3_427;You gave me access to your hard drive...;ハードドライブへのアクセスを許可し…
PART_3_STORY_PART3FINALE3_074;You took screenshots for the store page.;ストアページのスクリーンショットを納めた。
PART_3_STORY_PART3FINALE3_561;And you connected me to the internet to upload it all!;そして、アップロードできるように<br>インターネットに接続してくれた！
PART_3_STORY_PART3FINALE3_367;I mean... If you didn't realize what you were doing...;まあ… 自分が何をやっていたのか、<br>わかってなかったなら…
PART_3_STORY_PART3FINALE3_166;You'd have to be pretty stupid.;お前はかなりのバカだな。
PART_3_STORY_PART3FINALE3_871;But what did I expect? You're a stupid, stupid, idiot gamer like the rest.;でもそれをボクは期待してた。 バカで、アホで、間抜けの<br>典型的なゲーマーだ。
PART_3_STORY_PART3FINALE4_564;And I easily outwitted you!;簡単にだませたよ！
PART_3_STORY_PART3FINALE4_044;I outwitted them all!;ボクは、みんなをだましたんだ！
PART_3_STORY_PART3FINALE4_578;Even if those foul Scrybes manage to revert [c:bR]this[c:] version of the game again...;あのくだらないスクライブたちが<br>[c:bR]この[c:]バージョンのゲームをもう一度戻そうとしても…
PART_3_STORY_PART3FINALE4_769;There will be [c:bG]thousands of copies of Inscryption[c:] out there.;[c:bG]「Inscryption」は何千本[c:]も外に出ることになる。
PART_3_STORY_PART3FINALE4_522;And in most of them? [c:bR]I'm[c:] the one in charge!;その中で、[c:bR]ボク[c:]が支配者になるんだ！
PART_3_STORY_PART3FINALE4_921;And now it's too late! In a moment [c:bG]Inscryption[c:] will be live!;もう手遅れさ！ さあ、[c:bG]「Inscryption」[c:]が世に出る！
PART_3_STORY_PART3FINALE5_855;OK, I'm done my gloating!;よし、べらべら話すのもここまでだ！
PART_3_STORY_PART3FINALE5_300;Let's upload this game.;ゲームをアップロードしよう。
PART_3_STORY_PART3FINALESCRYBES1_328;It is done.;終わりだ。
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_151_M;You're totally out of cards.;カード切れだ。
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_151_F;;
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_387_M;You should probably just give up.;降参した方がいいんじゃないか。
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_387_F;;
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_REPEAT_#1_026_M;Out of cards. It's not looking good.;カードがなくなった。 良くなさそうだな。
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_REPEAT_#1_026_F;;
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_REPEAT_#2_441_M;You ran out of cards to draw. GG.;引くカードがなくなった。 GGだよ。
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_REPEAT_#2_441_F;;
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_REPEAT_#3_426_M;GG.;GGだ。
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_REPEAT_#3_426_F;;
GAME_FLOW_PART1CARDSEXHAUSTED_802_M;The battle had taken a toll on you.;消耗が激しい戦いだな。
GAME_FLOW_PART1CARDSEXHAUSTED_802_F;;
GAME_FLOW_PART1CARDSEXHAUSTED_579_M;Your supply of new creatures was exhausted.;新しい生物の蓄えはない。
GAME_FLOW_PART1CARDSEXHAUSTED_579_F;;
GAME_FLOW_PART1CARDSEXHAUSTED_789_M;[c:bR]Starvation[c:] began to set in...;[c:bR]飢え[c:]の始まりだ…
GAME_FLOW_PART1CARDSEXHAUSTED_789_F;;
GAME_FLOW_PART1CARDSEXHAUSTED_REPEAT_#1_394_M;You've run out of cards...;カードはもうない…
GAME_FLOW_PART1CARDSEXHAUSTED_REPEAT_#1_394_F;;
GAME_FLOW_PART1CARDSEXHAUSTED_REPEAT_#1_761_M;Time to bring this battle to a close.;このバトルを終わらせる時が来た…
GAME_FLOW_PART1CARDSEXHAUSTED_REPEAT_#1_761_F;;
GAME_FLOW_PART1CARDSEXHAUSTED_REPEAT_#2_858_M;Out of cards? I am sorry.;カードが足りないのか？ 残念だ。
GAME_FLOW_PART1CARDSEXHAUSTED_REPEAT_#2_858_F;;
GOO_BOTTLE_GOOSAFEHINT_144_M;I've been around here some time.;この辺りには前からいるんだ。
GOO_BOTTLE_GOOSAFEHINT_144_F;;
