Column1;Column10;GER 
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#1_477_M;[shake:1]P-[w:0.2] please?;[shake:1]B-[w:0.2]bitte?
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#1_477_F;;
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#2_425_M;W-we require...[w:0.3] F-[w:0.2] for our experiments...;W-wir brauchen ...[w:0.3] F-[w:0.2]für unsere Experimente ...
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#2_425_F;;
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#2_722_M;[shake:1][p:-0.25]We require duplicates.[w:0.3] See the diagram?;[shake:1][p:-0.25]Wir brauchen Dubletten.[w:0.3] Siehst du das Diagramm?
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#2_722_F;;
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#3_027_M;[p:-0.25]Our experiments must continue.;[p:-0.25]Unsere Experimente müssen weitergehen.
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#3_027_F;;
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#3_282_M;[shake:1]T-[w:0.2] two of the same?;[shake:1]Z-[w:0.2]zwei gleiche?
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#3_282_F;;
PART_3_GAME_FLOW_P03SURRENDER_563_M;OK, you win.;Okay, du hast gewonnen.
PART_3_GAME_FLOW_P03SURRENDER_563_F;;
PART_3_GAME_FLOW_P03SURRENDER_182_M;I concede. Let's move on.;Ich gebe mich geschlagen. Machen wir weiter.
PART_3_GAME_FLOW_P03SURRENDER_182_F;;
PART_3_GAME_FLOW_P03SURRENDER_REPEAT_#1_547_M;Happy?;Zufrieden?
PART_3_GAME_FLOW_P03SURRENDER_REPEAT_#1_547_F;;
PART_3_GAME_FLOW_P03SURRENDER_REPEAT_#2_920_M;Concede.;Ich gebe auf.
PART_3_GAME_FLOW_P03SURRENDER_REPEAT_#2_920_F;;
PART_3_GAME_FLOW_P03SURRENDER_REPEAT_#4_846_M;You got it. Let's move on.;Du hast es geschafft. Machen wir weiter.
PART_3_GAME_FLOW_P03SURRENDER_REPEAT_#4_846_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_299_M;G0lly!;D0nnerl1ttchen!
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_299_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_116_M;Th-that's my name. You can call me G0lly.;D-das ist mein Name. Du kannst mich D0nnerl1ttchen nennen.
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_116_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_371_M;I'm so excited!;Ich bin so aufgeregt!
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_371_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_222_M;We're about to explore it!;Gleich werden wir es erkunden!
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_222_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_401_M;The [c:bSG]web[c:]!;Das [c:bSG]Netz[c:]!
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_401_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_REPEAT_#1_452_M;G0lly.;D0nnerl1ttchen.
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_REPEAT_#1_452_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_REPEAT_#1_760_M;I can't wait to explore the [c:bSG]web[c:] again!;Ich kann es nicht erwarten, das [c:bSG]Netz[c:] noch einmal zu erkunden!
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_REPEAT_#1_760_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_REPEAT_#2_178_M;It awaits us!;Es erwartet uns!
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_REPEAT_#2_178_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_REPEAT_#3_875_M;G0lly. Here we go again.;D0nnerl1ttchen. Auf geht's noch mal.
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_REPEAT_#3_875_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERFRIENDCARDS1_713_M;Nifty! I think I'm getting a signal.;Klasse! Ich glaube, ich bekomme ein Signal.
PART_3_BOSS_DIALOGUE_TELEGRAPHERFRIENDCARDS1_713_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERFRIENDCARDS1_291_M;W-what are these?;W-was sind die denn?
PART_3_BOSS_DIALOGUE_TELEGRAPHERFRIENDCARDS1_291_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERFRIENDCARDS2_128_M;Are these... your [c:bSG]friends[c:]?;Sind das ... deine [c:bSG]Freunde[c:]?
PART_3_BOSS_DIALOGUE_TELEGRAPHERFRIENDCARDS2_128_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSTART_917_M;I sure hope I can get a good connection!;Ich hoffe wirklich, ich bekomme eine gute Verbindung!
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSTART_917_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSTART_REPEAT_#1_115_M;Can we get a good signal?;Kriegen wir ein gutes Signal?
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSTART_REPEAT_#1_115_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSTART_REPEAT_#2_735_M;I'm about to connect to the [c:bSG]web[c:]!;Gleich verbinde ich mich mit dem [c:bSG]Netz[c:]!
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSTART_REPEAT_#2_735_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSTART_REPEAT_#3_830_M;G0lly. I hope we get a good signal.;D0nnerl1ttchen. Ich hoffe, wir kriegen ein gutes Signal.
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSTART_REPEAT_#3_830_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSUCCESS_208_M;Nifty! We're in!;Klasse! Wir sind drin!
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSUCCESS_208_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSUCCESS_955_M;Isn't the [c:bSG]web[c:] wonderful?;Ist das [c:bSG]Netz[c:] nicht wunderbar?
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSUCCESS_955_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSUCCESS_REPEAT_#1_438_M;G0lly... It's glorious.;D0nnerl1ttchen ... Es ist großartig.
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSUCCESS_REPEAT_#1_438_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSUCCESS_REPEAT_#2_957_M;G0lly... The [c:bSG]web[c:] sure is nifty...;D0nnerl1ttchen ... Das [c:bSG]Netz[c:] ist wirklich klasse ...
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSUCCESS_REPEAT_#2_957_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSUCCESS_REPEAT_#3_576_M;Wow... It's wonderful.;Wow ... Es ist wunderbar.
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSUCCESS_REPEAT_#3_576_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPLAYMOLE_195_M;So that's what a [c:bSG]mole[c:] really looks like...;So sieht ein [c:bSG]Maulwurf[c:] also wirklich aus ...
PART_3_BOSS_DIALOGUE_TELEGRAPHERPLAYMOLE_195_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPLAYMOLE_367_M;Adorable!;Niedlich!
PART_3_BOSS_DIALOGUE_TELEGRAPHERPLAYMOLE_367_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPLAYMOLE_REPEAT_#2_476_M;A real [c:bSG]mole[c:]! Nifty!;Ein echter [c:bSG]Maulwurf[c:]! Klasse!
PART_3_BOSS_DIALOGUE_TELEGRAPHERPLAYMOLE_REPEAT_#2_476_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_686_M;Hm. We're in, but the [c:bR]connection is a bit weak[c:]...;Hm. Wir sind drin, aber die [c:bR]Verbindung ist ein bisschen schwach[c:] ...
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_686_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_684_M;It's still... wonderful though.;Trotzdem ist es ... wunderbar.
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_684_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_229_M;Let's work with what we've got.;Lass uns mit dem arbeiten, was wir haben.
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_229_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_REPEAT_#1_601_M;Hm. The [c:bR]connection is shaky[c:]...;Hm. Die [c:bR]Verbindung ist wackelig[c:] ...
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_REPEAT_#1_601_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_REPEAT_#1_066_M;Even so, the [c:bSG]web[c:] sure is nifty...;Dennoch ist das [c:bSG]Netz[c:] wirklich klasse ...
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_REPEAT_#1_066_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_REPEAT_#2_469_M;G0lly... The [c:bR]connection is bad[c:]...;D0nnerl1ttchen ... Die [c:bR]Verbindung ist schlecht[c:] ...
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_REPEAT_#2_469_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_966_M;Woah! A new signal!;Oha! Ein neues Signal!
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_966_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_866_M;Someone is trying to send you a [c:bSG]card[c:]!;Jemand versucht dir eine [c:bSG]Karte[c:] zu schicken!
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_866_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_024_M;Let's see if we can receive it...;Mal sehen, ob wir sie empfangen können ...
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_024_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_REPEAT_#1_195_M;G0lly... Someone is trying to send you a [c:bSG]card[c:]!;D0nnerl1ttchen ... Jemand versucht dir eine [c:bSG]Karte[c:] zu schicken!
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_REPEAT_#1_195_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_REPEAT_#1_482_M;I'll try to pick it up.;Ich versuche sie abzuholen.
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_REPEAT_#1_482_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_REPEAT_#2_328_M;Wowee! Let's see if I can pick up this signal.;Toll! Mal sehen, ob ich dieses Signal empfangen kann.
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_REPEAT_#2_328_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS1_332_M;It worked! Let's see what it looks like.;Es hat geklappt! Lass uns nachgucken, wie sie aussieht.
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS1_332_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS1_REPEAT_#1_959_M;Success! A [c:bSG]card[c:]... but from the [c:bSG]web[c:]!;Erfolg! Eine [c:bSG]Karte[c:] ... aber aus dem [c:bSG]Netz[c:]!
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS1_REPEAT_#1_959_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS1_REPEAT_#2_916_M;Amazing! It worked!;Erstaunlich! Es hat geklappt!
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS1_REPEAT_#2_916_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_351_M;Cool... [c:bSG]Someone[c:] on the [c:bSG]web[c:] made this?;Cool ... [c:bSG]Jemand[c:] im [c:bSG]Netz[c:] hat die gemacht?
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_351_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_662_M;There sure are some funny people on the [c:bSG]web[c:]!;Es gibt wirklich lustige Leute im [c:bSG]Netz[c:]!
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_662_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_REPEAT_#1_791_M;What do you think? It's yours.;Was meinst du? Sie gehört dir.
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_REPEAT_#1_791_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_REPEAT_#2_738_M;There it is. A [c:bSG]card[c:] from the [c:bSG]web[c:]...;Da ist sie. Eine [c:bSG]Karte[c:] aus dem [c:bSG]Netz[c:] ...
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_REPEAT_#2_738_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_421_M;Oh... G0lly... It didn't work...;Oh ... D0nnerl1ttchen ... Es hat nicht geklappt ...
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_421_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_185_M;Something to do with our connection...;Irgendwie hat es mit unserer Verbindung zu tun ...
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_185_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_350_M;Let's see if I can get you something else from the [c:bSG]web[c:].;Mal sehen, ob ich dir was anderes aus dem [c:bSG]Netz[c:] besorgen kann.
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_350_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#1_633_M;G0lly... It didn't work...;D0nnerl1ttchen ... Es hat nicht geklappt ...
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#1_633_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#1_464_M;Maybe I can find you something else?;Vielleicht kann ich was anderes für dich finden?
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#1_464_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#2_372_M;What a shame! Our connection to the [c:bSG]web[c:] isn't quite right...;Wie schade! Unsere Verbindung zum [c:bSG]Netz[c:] ist nicht so gut ...
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#2_372_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#2_658_M;Let's see if there's something else I can give you.;Mal sehen, ob ich dir vielleicht was anderes geben kann.
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#2_658_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_971_M;You got a card from the [c:bSG]web[c:].;Du hast eine Karte aus dem [c:bSG]Netz[c:] bekommen.
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_971_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_703_M;Don't you think you should return the favor?;Meinst du nicht, du solltest den Gefallen erwidern?
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_703_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_023_M;Make a card for someone else?;Eine Karte für jemand anderen erstellen?
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_023_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_080_M;Time to pay forward that favor you got.;Zeit, dich für das Geschenk zu revanchieren, das du bekommen hast.
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_080_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_690_M;That [c:bSG]card[c:] that [c:bSG]someone[c:] else made?;Diese [c:bSG]Karte[c:], die [c:bSG]jemand[c:] anders erstellt hat?
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_690_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_655_M;Make it good! Your success depends on it.;Mach sie gut! Dein Erfolg hängt davon ab.
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_655_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#2_315_M;A [c:bSG]card[c:] for a [c:bSG]card[c:]... Your turn.;Eine [c:bSG]Karte[c:] für eine [c:bSG]Karte[c:] ... Du bist dran.
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#2_315_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#3_329_M;G0lly. Make something good, OK?;D0nnerl1ttchen. Mach etwas Gutes, ja?
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#3_329_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_936_M;I'm about to send it off to the [c:bSG]web[c:].;Gleich schicke ich sie ins [c:bSG]Netz[c:].
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_936_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_112_M;I hope [c:bSG]whoever gets it[c:] likes it!;Ich hoffe, dem [c:bSG]Empfänger[c:] gefällt sie!
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_112_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_REPEAT_#1_890_M;Away it goes!;Sie ist unterwegs!
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_REPEAT_#1_890_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_REPEAT_#2_933_M;Here we go... Sending...;Los geht's ... Ich verschicke sie ...
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_REPEAT_#2_933_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_723_M;Just wait a moment...;Warte einen Augenblick ...
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_723_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#1_869_M;Hold on...;Moment ...
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#1_869_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#2_541_M;Trying my best...;Versuche mein Bestes ...
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#2_541_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#3_731_M;Waiting on the [c:bSG]web[c:]...;Warte auf das [c:bSG]Netz[c:] ...
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#3_731_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_327_M;The [c:bSG]web[c:] can be lonely. I couldn't find anyone.;Im [c:bSG]Netz[c:] kann es einsam sein. Ich konnte niemanden finden.
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_327_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_659_M;I suppose you will have to take the card.;Ich schätze, dann wirst du die Karte behalten müssen.
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_659_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#1_337_M;Darn. I couldn't [c:bSG]connect[c:] to anyone else on the [c:bSG]web[c:]...;Verflixt. Ich konnte keine [c:bSG]Verbindung[c:] zu jemand anderem im [c:bSG]Netz[c:] herstellen ...
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#1_337_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#1_371_M;Looks like you'll have to take it.;Anscheinend wirst du die Karte selbst nehmen müssen.
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#1_371_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#2_880_M;Oh no... There's no one around to receive your masterpiece.;Oh nein ... Es ist niemand da, der dein Meisterwerk empfangen könnte.
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#2_880_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#3_205_M;No luck... I'm so sorry.;Kein Glück ... Tut mir sehr leid.
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#3_205_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_088_M;I hope you weren't trying to troll someone!;Ich hoffe, du hast nicht versucht, jemandem eins auszuwischen!
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_088_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_REPEAT_#1_149_M;There it is!;Da ist sie!
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_REPEAT_#1_149_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_REPEAT_#2_075_M;It's yours to use now!;Jetzt kannst du sie verwenden!
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_REPEAT_#2_075_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_023_M;Wow! I found [c:bSG]someone[c:] on the [c:bSG]web[c:] to receive your [c:bSG]card[c:]!;Wow! Ich habe [c:bSG]jemanden[c:] im [c:bSG]Netz[c:] gefunden, der deine [c:bSG]Karte[c:] erhält!
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_023_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_481_M;If they win, you win. How about that?;Wenn dieser Spieler gewinnt, gewinnst du auch. Wie klingt das?
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_481_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#1_308_M;Connection successful! Your [c:bSG]card[c:] is in [c:bSG]someone[c:] else's hand.;Verbindung erfolgreich! Deine [c:bSG]Karte[c:] befindet sich in der Hand von [c:bSG]jemand[c:] anderem.
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#1_308_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#1_662_M;Let's say... if they can win with it... then you win?;Sagen wir ... wenn dieser Spieler damit gewinnen kann ... dann gewinnst du auch?
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#1_662_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#2_154_M;It's happening! I found [c:bSG]someone[c:] on the [c:bSG]web[c:] to receive your [c:bSG]card[c:]!;Es ist so weit! Ich habe [c:bSG]jemanden[c:] im [c:bSG]Netz[c:] gefunden, der deine [c:bSG]Karte[c:] erhält!
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#2_154_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#3_159_M;G0lly! I found [c:bSG]someone[c:] to take your [c:bSG]card[c:]!;D0nnerl1ttchen! Ich habe [c:bSG]jemanden[c:] gefunden, der deine [c:bSG]Karte[c:] annimmt!
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#3_159_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_249_M;Oh! [c:bSG]They[c:] played your card!;Oh! [c:bSG]Der Spieler[c:] hat deine Karte ausgespielt!
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_249_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_REPEAT_#1_444_M;Wow! [c:bSG]They[c:] played it! [c:bSG]They[c:] played your card!;Wow! [c:bSG]Der Spieler[c:] hat sie ausgespielt! [c:bSG]Der Spieler[c:] hat deine Karte ausgespielt!
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_REPEAT_#1_444_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_REPEAT_#2_946_M;[c:bSG]They[c:] played your card!;[c:bSG]Der Spieler[c:] hat deine Karte ausgespielt!
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_REPEAT_#2_946_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_702_M;Oh G0lly... [c:bSG]They[c:] allowed your [c:bSG]card[c:] to die.;Oh, D0nnerl1ttchen ... [c:bSG]Der Spieler[c:] hat zugelassen, dass deine [c:bSG]Karte[c:] gestorben ist.
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_702_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_892_M;Perhaps [c:bSG]they[c:] will still prevail?;Vielleicht wird [c:bSG]der Spieler[c:] sich ja trotzdem durchsetzen?
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_892_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#1_099_M;Oh... Um... Your [c:bSG]card[c:] is dead.;Oh ... Ähm ... Deine [c:bSG]Karte[c:] ist tot.
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#1_099_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#1_627_M;Surely it still helped! Let's see if [c:bSG]they[c:] prevail.;Sicher war sie trotzdem eine Hilfe! Mal sehen, ob [c:bSG]der Spieler[c:] gewinnt.
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#1_627_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#2_227_M;[c:bSG]They[c:]... [c:bSG]they[c:] let your card die...;[c:bSG]Der Spieler[c:] ... [c:bSG]der Spieler[c:] hat deine Karte sterben gelassen ...
